,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.72476 ± 0.034,0.66372 ± 0.022,0.72518 ± 0.034,0.68203 ± 0.030,0.68688 ± 0.028,1.71880 ± 1.987,0.70896 ± 0.029,0.68253 ± 0.030,0.68972 ± 0.034,0.75926 ± 0.047,0.83576 ± 0.028,0.82860 ± 0.031,5.83197 ± 0.036,0.71803 ± 0.044
Q1_Q3_0.5,0.71029 ± 0.027,0.65942 ± 0.021,0.68776 ± 0.035,0.67515 ± 0.023,0.67646 ± 0.028,3.62882 ± 2.391,0.68124 ± 0.026,0.67023 ± 0.023,0.67151 ± 0.024,0.71541 ± 0.030,0.80153 ± 0.027,0.79876 ± 0.031,5.94629 ± 0.062,0.67639 ± 0.025
Q1_Q4_0.5,0.71632 ± 0.028,0.68775 ± 0.021,0.72104 ± 0.025,0.70594 ± 0.024,0.71385 ± 0.025,3.76388 ± 2.470,0.72928 ± 0.033,0.68694 ± 0.019,0.71425 ± 0.025,0.76331 ± 0.028,0.81227 ± 0.024,0.83258 ± 0.024,5.81161 ± 0.084,0.69677 ± 0.027
Q2_Q3_0.5,0.69900 ± 0.030,0.66636 ± 0.022,0.67080 ± 0.022,0.67235 ± 0.023,0.67188 ± 0.023,2.24287 ± 1.880,0.68394 ± 0.025,0.66845 ± 0.018,0.68210 ± 0.031,0.72035 ± 0.023,0.79061 ± 0.032,0.77307 ± 0.038,5.84079 ± 0.076,0.66539 ± 0.020
Q2_Q4_0.5,0.69046 ± 0.027,0.68892 ± 0.025,0.72038 ± 0.023,0.71168 ± 0.020,0.69948 ± 0.037,2.64465 ± 2.277,0.72806 ± 0.024,0.70118 ± 0.034,0.71574 ± 0.028,0.79254 ± 0.038,0.85666 ± 0.038,0.86154 ± 0.048,5.75890 ± 0.049,0.68585 ± 0.022
Q3_Q4_0.5,0.68740 ± 0.023,0.71985 ± 0.028,0.71294 ± 0.010,0.68947 ± 0.018,0.69421 ± 0.021,3.75485 ± 2.491,0.71829 ± 0.015,0.67949 ± 0.012,0.70499 ± 0.023,0.73802 ± 0.035,0.89301 ± 0.070,0.91283 ± 0.033,5.90560 ± 0.007,0.70319 ± 0.012
Q1_0.5,0.70006 ± 0.035,0.65668 ± 0.018,0.70272 ± 0.031,0.68489 ± 0.027,0.67008 ± 0.026,3.66027 ± 2.437,0.69296 ± 0.024,0.67324 ± 0.022,0.68281 ± 0.027,0.73326 ± 0.050,0.81219 ± 0.032,0.80235 ± 0.028,5.76706 ± 0.082,0.69642 ± 0.025
Q2_0.5,0.67855 ± 0.025,0.65810 ± 0.021,0.67165 ± 0.022,0.66913 ± 0.020,0.66662 ± 0.022,3.77923 ± 2.496,0.67155 ± 0.022,0.65963 ± 0.020,0.66660 ± 0.021,0.72168 ± 0.033,0.77851 ± 0.036,0.78506 ± 0.032,5.79908 ± 0.056,0.66456 ± 0.022
Q3_0.5,0.67049 ± 0.024,0.65959 ± 0.019,0.66613 ± 0.020,0.67559 ± 0.020,0.67365 ± 0.021,2.50845 ± 2.259,0.67162 ± 0.024,0.66910 ± 0.023,0.67339 ± 0.028,0.72621 ± 0.031,0.77670 ± 0.032,0.78426 ± 0.053,5.81735 ± 0.031,0.66834 ± 0.021
Q4_0.5,0.66787 ± 0.021,0.70075 ± 0.025,0.73002 ± 0.032,0.70051 ± 0.022,0.71354 ± 0.032,4.64923 ± 1.942,0.72108 ± 0.029,0.70536 ± 0.026,0.69517 ± 0.022,0.82774 ± 0.080,0.89159 ± 0.017,0.90278 ± 0.048,5.77829 ± 0.042,0.72104 ± 0.033
Q1_Q2_0.75,0.78895 ± 0.041,0.66944 ± 0.023,0.90139 ± 0.034,0.77380 ± 0.019,0.76282 ± 0.039,4.68267 ± 1.915,0.81537 ± 0.037,0.73546 ± 0.030,0.72913 ± 0.032,0.85713 ± 0.085,1.00989 ± 0.025,0.98772 ± 0.059,5.76926 ± 0.082,0.78813 ± 0.036
Q1_Q3_0.75,0.74447 ± 0.030,0.66719 ± 0.020,0.72954 ± 0.033,0.69098 ± 0.033,0.70252 ± 0.031,4.75668 ± 2.028,0.71127 ± 0.038,0.68358 ± 0.029,0.70137 ± 0.025,0.78960 ± 0.073,0.81535 ± 0.025,0.83453 ± 0.043,5.79012 ± 0.184,0.70948 ± 0.040
Q1_Q4_0.75,0.75431 ± 0.030,0.69804 ± 0.030,0.73151 ± 0.035,0.70387 ± 0.031,0.72488 ± 0.027,2.72028 ± 2.378,0.73558 ± 0.019,0.71650 ± 0.022,0.72278 ± 0.020,0.86468 ± 0.062,0.90513 ± 0.040,0.98180 ± 0.033,5.81502 ± 0.105,0.70345 ± 0.030
Q2_Q3_0.75,0.71033 ± 0.028,0.67923 ± 0.016,0.67277 ± 0.023,0.66844 ± 0.021,0.68090 ± 0.026,1.77075 ± 1.939,0.70273 ± 0.033,0.66701 ± 0.019,0.69571 ± 0.026,0.71846 ± 0.035,0.79497 ± 0.048,0.79169 ± 0.027,5.81181 ± 0.136,0.67121 ± 0.030
Q2_Q4_0.75,0.70083 ± 0.028,0.75550 ± 0.033,0.79454 ± 0.020,0.73448 ± 0.031,0.75587 ± 0.030,3.88899 ± 2.544,0.77626 ± 0.039,0.69692 ± 0.009,0.73000 ± 0.031,0.93390 ± 0.157,0.91338 ± 0.048,0.95853 ± 0.062,5.89596 ± 0.073,0.73201 ± 0.014
Q3_Q4_0.75,0.70005 ± 0.022,0.84800 ± 0.045,0.89527 ± 0.089,0.75228 ± 0.025,0.80108 ± 0.017,3.76286 ± 2.301,0.86553 ± 0.043,0.81484 ± 0.058,0.78305 ± 0.028,0.92820 ± 0.155,1.16606 ± 0.050,1.28642 ± 0.064,5.73469 ± 0.027,0.80210 ± 0.129
Q1_0.75,0.75022 ± 0.037,0.65787 ± 0.019,0.71796 ± 0.030,0.68485 ± 0.028,0.68663 ± 0.027,2.70536 ± 2.304,0.71006 ± 0.031,0.69693 ± 0.033,0.70249 ± 0.035,0.76827 ± 0.042,0.86030 ± 0.032,0.83718 ± 0.022,5.84151 ± 0.041,0.71062 ± 0.035
Q2_0.75,0.68776 ± 0.031,0.66356 ± 0.023,0.67427 ± 0.024,0.67004 ± 0.025,0.66689 ± 0.021,3.72328 ± 2.410,0.67963 ± 0.027,0.66317 ± 0.025,0.67070 ± 0.024,0.72250 ± 0.039,0.79281 ± 0.035,0.78307 ± 0.031,5.82201 ± 0.047,0.66753 ± 0.024
Q3_0.75,0.68398 ± 0.025,0.66044 ± 0.020,0.66224 ± 0.019,0.67215 ± 0.021,0.66923 ± 0.023,5.52523 ± 0.095,0.67236 ± 0.026,0.66124 ± 0.021,0.66870 ± 0.023,0.72539 ± 0.030,0.79005 ± 0.046,0.80512 ± 0.031,5.79436 ± 0.061,0.66882 ± 0.021
Q4_0.75,0.67583 ± 0.023,0.75486 ± 0.033,0.80781 ± 0.032,0.73569 ± 0.037,0.75455 ± 0.036,5.43688 ± 0.483,0.81323 ± 0.028,0.71380 ± 0.020,0.70969 ± 0.024,0.97273 ± 0.131,1.01048 ± 0.080,1.01763 ± 0.046,5.80526 ± 0.029,0.78060 ± 0.032
Q1_Q2_1.0,0.84796 ± 0.052,0.67365 ± 0.022,1.29550 ± 0.049,1.16717 ± 0.066,1.15001 ± 0.114,3.25763 ± 1.879,1.13121 ± 0.084,0.90791 ± 0.054,0.99310 ± 0.043,1.19016 ± 0.169,1.47730 ± 0.061,1.44725 ± 0.060,5.85326 ± 0.085,1.12529 ± 0.048
Q1_Q3_1.0,0.79008 ± 0.027,0.67023 ± 0.024,0.84723 ± 0.040,0.77418 ± 0.035,0.77704 ± 0.053,1.79594 ± 1.862,0.79628 ± 0.043,0.72944 ± 0.034,0.75948 ± 0.031,0.79059 ± 0.048,0.96205 ± 0.027,0.92891 ± 0.044,5.88585 ± 0.199,0.78525 ± 0.019
Q1_Q4_1.0,0.78076 ± 0.032,0.76011 ± 0.033,0.97873 ± 0.035,0.97408 ± 0.035,0.98942 ± 0.037,1.90801 ± 1.831,0.97954 ± 0.031,0.97136 ± 0.034,0.98683 ± 0.034,1.05529 ± 0.053,0.98583 ± 0.023,0.98279 ± 0.037,5.81991 ± 0.071,0.86581 ± 0.033
Q2_Q3_1.0,0.72525 ± 0.035,0.68129 ± 0.020,0.67998 ± 0.024,0.67854 ± 0.020,0.68454 ± 0.032,3.23824 ± 2.278,0.72697 ± 0.036,0.66892 ± 0.022,0.70231 ± 0.032,0.70316 ± 0.022,0.80355 ± 0.038,0.79268 ± 0.035,5.91545 ± 0.054,0.66876 ± 0.028
Q2_Q4_1.0,0.72576 ± 0.024,0.84450 ± 0.040,1.17541 ± 0.030,0.91357 ± 0.068,1.01107 ± 0.035,2.08967 ± 1.813,0.96223 ± 0.037,0.78845 ± 0.033,0.96879 ± 0.044,0.96771 ± 0.069,1.16409 ± 0.142,1.19227 ± 0.061,5.81674 ± 0.116,0.92654 ± 0.135
Q3_Q4_1.0,0.71350 ± 0.025,1.25979 ± 0.118,1.79343 ± 0.041,1.72791 ± 0.039,1.55193 ± 0.101,3.34817 ± 1.929,1.64414 ± 0.119,1.24349 ± 0.029,1.61762 ± 0.046,1.54444 ± 0.087,1.79454 ± 0.180,1.88485 ± 0.117,5.72503 ± 0.118,1.33426 ± 0.136
Q1_1.0,0.78728 ± 0.031,0.66224 ± 0.018,0.78384 ± 0.029,0.73976 ± 0.033,0.72277 ± 0.031,4.65247 ± 1.936,0.78334 ± 0.048,0.73897 ± 0.030,0.74369 ± 0.031,0.78904 ± 0.042,0.91981 ± 0.036,0.91630 ± 0.057,5.85362 ± 0.062,0.76967 ± 0.032
Q2_1.0,0.69465 ± 0.026,0.66431 ± 0.020,0.67646 ± 0.024,0.66380 ± 0.021,0.66738 ± 0.024,2.72202 ± 2.307,0.69290 ± 0.028,0.66558 ± 0.025,0.67597 ± 0.025,0.72507 ± 0.039,0.79927 ± 0.033,0.78600 ± 0.041,5.85958 ± 0.092,0.67663 ± 0.026
Q3_1.0,0.68871 ± 0.026,0.66604 ± 0.020,0.66487 ± 0.018,0.66937 ± 0.023,0.66742 ± 0.023,5.55469 ± 0.394,0.67580 ± 0.029,0.66648 ± 0.019,0.68240 ± 0.028,0.72724 ± 0.028,0.78621 ± 0.041,0.80099 ± 0.034,5.82865 ± 0.047,0.66976 ± 0.018
Q4_1.0,0.68366 ± 0.022,0.97891 ± 0.052,1.14503 ± 0.030,1.01871 ± 0.067,0.95773 ± 0.020,3.80619 ± 2.236,1.06319 ± 0.016,0.93345 ± 0.026,0.98622 ± 0.021,0.98487 ± 0.057,1.23143 ± 0.074,1.22030 ± 0.091,5.76988 ± 0.048,0.95727 ± 0.089
