,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.67427 ± 0.040,0.64379 ± 0.016,0.65418 ± 0.018,0.64527 ± 0.012,0.64429 ± 0.012,0.69327 ± 0.074,0.64981 ± 0.018,0.65433 ± 0.013,0.64582 ± 0.015,0.69763 ± 0.022,0.72422 ± 0.023,0.72822 ± 0.032,0.81194 ± 0.032,0.65526 ± 0.022
Q1_Q3_0.5,0.67487 ± 0.029,0.65238 ± 0.019,0.65253 ± 0.017,0.64427 ± 0.017,0.64808 ± 0.014,0.77506 ± 0.091,0.64692 ± 0.018,0.64448 ± 0.016,0.64453 ± 0.013,0.70286 ± 0.027,0.70984 ± 0.033,0.70610 ± 0.037,0.81769 ± 0.021,0.64867 ± 0.020
Q1_Q4_0.5,0.67104 ± 0.032,0.67654 ± 0.023,0.67858 ± 0.014,0.66664 ± 0.016,0.65601 ± 0.017,0.77917 ± 0.070,0.66218 ± 0.021,0.67440 ± 0.015,0.65021 ± 0.018,0.70555 ± 0.037,0.73658 ± 0.020,0.74131 ± 0.039,0.83788 ± 0.013,0.67093 ± 0.017
Q2_Q3_0.5,0.66111 ± 0.024,0.66092 ± 0.025,0.63747 ± 0.018,0.64204 ± 0.020,0.64282 ± 0.021,0.80851 ± 0.095,0.63910 ± 0.022,0.63897 ± 0.017,0.63741 ± 0.020,0.68597 ± 0.023,0.70108 ± 0.040,0.67850 ± 0.030,0.80862 ± 0.029,0.64316 ± 0.019
Q2_Q4_0.5,0.67064 ± 0.025,0.68384 ± 0.013,0.65818 ± 0.012,0.64185 ± 0.012,0.64614 ± 0.017,0.77467 ± 0.100,0.65022 ± 0.014,0.65281 ± 0.012,0.64086 ± 0.014,0.68477 ± 0.027,0.73878 ± 0.045,0.71858 ± 0.029,0.82442 ± 0.036,0.66489 ± 0.013
Q3_Q4_0.5,0.65302 ± 0.027,0.71625 ± 0.017,0.67250 ± 0.012,0.65954 ± 0.013,0.65712 ± 0.012,0.77920 ± 0.095,0.65558 ± 0.014,0.66722 ± 0.010,0.65580 ± 0.011,0.69045 ± 0.018,0.71859 ± 0.021,0.73391 ± 0.028,0.82818 ± 0.042,0.68029 ± 0.021
Q1_0.5,0.66572 ± 0.029,0.63457 ± 0.012,0.65329 ± 0.016,0.64471 ± 0.010,0.64382 ± 0.013,0.78804 ± 0.093,0.64841 ± 0.014,0.64805 ± 0.012,0.64262 ± 0.015,0.69834 ± 0.022,0.70847 ± 0.027,0.69860 ± 0.024,0.82086 ± 0.039,0.65387 ± 0.016
Q2_0.5,0.64609 ± 0.025,0.64631 ± 0.017,0.63538 ± 0.016,0.63545 ± 0.018,0.63254 ± 0.018,0.80525 ± 0.072,0.63444 ± 0.017,0.63692 ± 0.015,0.63337 ± 0.016,0.68966 ± 0.023,0.68255 ± 0.020,0.68386 ± 0.026,0.82649 ± 0.028,0.63768 ± 0.015
Q3_0.5,0.64575 ± 0.020,0.65458 ± 0.018,0.63312 ± 0.015,0.63282 ± 0.015,0.63373 ± 0.015,0.77766 ± 0.090,0.63573 ± 0.015,0.63522 ± 0.015,0.63497 ± 0.016,0.67873 ± 0.019,0.68387 ± 0.025,0.68124 ± 0.026,0.81406 ± 0.033,0.63591 ± 0.013
Q4_0.5,0.64956 ± 0.016,0.69528 ± 0.016,0.66212 ± 0.011,0.65103 ± 0.009,0.64934 ± 0.015,0.82053 ± 0.057,0.65374 ± 0.012,0.66129 ± 0.010,0.65064 ± 0.010,0.68053 ± 0.018,0.74477 ± 0.028,0.75699 ± 0.044,0.81962 ± 0.020,0.65883 ± 0.009
Q1_Q2_0.75,0.70917 ± 0.038,0.65039 ± 0.018,0.68611 ± 0.035,0.67583 ± 0.031,0.66367 ± 0.028,0.81013 ± 0.093,0.66974 ± 0.029,0.67894 ± 0.029,0.65998 ± 0.023,0.70695 ± 0.037,0.73318 ± 0.015,0.73657 ± 0.039,0.82843 ± 0.043,0.68339 ± 0.029
Q1_Q3_0.75,0.68938 ± 0.026,0.66231 ± 0.016,0.67686 ± 0.016,0.66654 ± 0.016,0.65728 ± 0.016,0.81901 ± 0.069,0.66316 ± 0.014,0.67307 ± 0.016,0.65304 ± 0.016,0.72025 ± 0.019,0.71986 ± 0.026,0.72973 ± 0.037,0.80821 ± 0.030,0.67538 ± 0.021
Q1_Q4_0.75,0.68656 ± 0.028,0.68218 ± 0.017,0.71430 ± 0.029,0.70580 ± 0.022,0.68092 ± 0.017,0.79115 ± 0.073,0.70767 ± 0.018,0.71347 ± 0.029,0.67640 ± 0.021,0.74529 ± 0.036,0.89794 ± 0.090,1.00613 ± 0.138,0.82354 ± 0.018,0.71021 ± 0.029
Q2_Q3_0.75,0.66184 ± 0.024,0.67326 ± 0.018,0.64171 ± 0.017,0.64067 ± 0.018,0.64253 ± 0.020,0.72356 ± 0.101,0.64574 ± 0.022,0.64555 ± 0.016,0.64222 ± 0.019,0.68138 ± 0.029,0.71982 ± 0.054,0.69949 ± 0.014,0.81581 ± 0.032,0.64973 ± 0.020
Q2_Q4_0.75,0.66599 ± 0.022,0.70050 ± 0.027,0.67994 ± 0.021,0.67663 ± 0.021,0.66123 ± 0.022,0.78229 ± 0.099,0.66877 ± 0.020,0.68072 ± 0.024,0.66578 ± 0.019,0.71311 ± 0.025,0.76613 ± 0.037,0.73783 ± 0.036,0.81663 ± 0.042,0.68130 ± 0.017
Q3_Q4_0.75,0.66284 ± 0.028,0.74058 ± 0.023,0.70375 ± 0.036,0.68691 ± 0.026,0.67233 ± 0.021,0.78443 ± 0.092,0.67960 ± 0.024,0.68968 ± 0.034,0.65734 ± 0.020,0.72699 ± 0.055,0.77303 ± 0.046,0.82313 ± 0.056,0.81724 ± 0.025,0.69782 ± 0.038
Q1_0.75,0.67168 ± 0.027,0.63665 ± 0.014,0.67283 ± 0.023,0.64838 ± 0.022,0.64736 ± 0.018,0.78616 ± 0.071,0.65482 ± 0.020,0.65664 ± 0.021,0.64717 ± 0.019,0.70948 ± 0.017,0.72683 ± 0.021,0.71580 ± 0.020,0.81738 ± 0.032,0.65704 ± 0.017
Q2_0.75,0.65195 ± 0.025,0.65043 ± 0.011,0.63901 ± 0.018,0.63946 ± 0.013,0.63457 ± 0.019,0.80865 ± 0.060,0.63672 ± 0.015,0.63713 ± 0.017,0.63893 ± 0.016,0.69332 ± 0.034,0.69950 ± 0.028,0.67970 ± 0.015,0.81419 ± 0.032,0.64317 ± 0.018
Q3_0.75,0.65474 ± 0.026,0.66695 ± 0.020,0.63367 ± 0.018,0.64000 ± 0.020,0.64277 ± 0.015,0.84901 ± 0.020,0.63970 ± 0.018,0.63883 ± 0.019,0.64293 ± 0.019,0.68201 ± 0.025,0.69215 ± 0.024,0.70353 ± 0.037,0.81734 ± 0.026,0.64143 ± 0.018
Q4_0.75,0.65490 ± 0.018,0.70803 ± 0.011,0.67892 ± 0.014,0.66280 ± 0.012,0.64981 ± 0.014,0.84905 ± 0.020,0.66190 ± 0.016,0.67062 ± 0.016,0.65570 ± 0.016,0.71247 ± 0.042,0.76062 ± 0.041,0.79581 ± 0.039,0.81872 ± 0.034,0.68232 ± 0.028
Q1_Q2_1.0,0.77578 ± 0.057,0.66017 ± 0.018,1.05189 ± 0.077,0.86698 ± 0.048,0.81998 ± 0.087,0.87221 ± 0.074,0.85607 ± 0.045,0.88719 ± 0.049,0.78188 ± 0.051,0.84159 ± 0.090,0.78590 ± 0.074,0.82678 ± 0.122,0.83304 ± 0.041,0.79695 ± 0.042
Q1_Q3_1.0,0.70803 ± 0.029,0.67270 ± 0.022,0.75696 ± 0.046,0.72337 ± 0.028,0.68285 ± 0.029,0.78661 ± 0.026,0.71639 ± 0.013,0.70470 ± 0.036,0.70186 ± 0.024,0.75001 ± 0.049,0.77860 ± 0.051,0.78260 ± 0.051,0.82635 ± 0.035,0.74188 ± 0.051
Q1_Q4_1.0,0.74919 ± 0.042,0.75570 ± 0.021,1.09126 ± 0.094,0.94275 ± 0.103,0.88061 ± 0.065,1.06558 ± 0.137,0.89165 ± 0.093,1.06984 ± 0.075,0.80750 ± 0.052,0.79442 ± 0.038,0.91621 ± 0.123,1.07809 ± 0.089,0.83597 ± 0.032,0.75709 ± 0.010
Q2_Q3_1.0,0.68196 ± 0.039,0.70473 ± 0.023,0.64984 ± 0.021,0.64970 ± 0.024,0.64448 ± 0.020,0.76659 ± 0.089,0.65676 ± 0.022,0.64717 ± 0.016,0.65854 ± 0.025,0.69444 ± 0.035,0.68435 ± 0.022,0.67576 ± 0.027,0.81832 ± 0.020,0.64541 ± 0.017
Q2_Q4_1.0,0.67959 ± 0.025,0.72358 ± 0.023,0.76975 ± 0.034,0.75263 ± 0.025,0.71648 ± 0.030,0.78304 ± 0.049,0.70922 ± 0.033,0.73087 ± 0.031,0.69190 ± 0.021,0.72896 ± 0.049,0.76991 ± 0.023,0.77319 ± 0.050,0.81654 ± 0.041,0.72020 ± 0.030
Q3_Q4_1.0,0.67468 ± 0.023,0.82620 ± 0.034,0.98583 ± 0.027,0.81487 ± 0.052,0.81515 ± 0.063,0.93479 ± 0.064,0.81823 ± 0.025,0.86847 ± 0.043,0.76555 ± 0.028,1.00033 ± 0.282,0.98284 ± 0.176,0.97659 ± 0.178,0.81292 ± 0.024,0.74632 ± 0.040
Q1_1.0,0.69386 ± 0.029,0.64738 ± 0.018,0.75418 ± 0.035,0.70094 ± 0.042,0.66226 ± 0.017,0.83507 ± 0.039,0.71373 ± 0.036,0.71452 ± 0.029,0.68312 ± 0.024,0.76409 ± 0.071,0.78143 ± 0.070,0.75919 ± 0.032,0.81450 ± 0.036,0.71603 ± 0.030
Q2_1.0,0.66005 ± 0.035,0.65573 ± 0.016,0.64354 ± 0.016,0.63655 ± 0.013,0.63342 ± 0.019,0.76829 ± 0.103,0.64074 ± 0.018,0.63835 ± 0.015,0.63434 ± 0.018,0.68152 ± 0.019,0.68681 ± 0.026,0.69421 ± 0.031,0.83001 ± 0.042,0.64942 ± 0.020
Q3_1.0,0.65546 ± 0.029,0.68256 ± 0.027,0.63524 ± 0.018,0.64666 ± 0.016,0.64259 ± 0.015,0.84899 ± 0.020,0.64513 ± 0.022,0.64033 ± 0.018,0.64605 ± 0.018,0.68121 ± 0.016,0.69497 ± 0.026,0.71180 ± 0.020,0.82469 ± 0.025,0.64300 ± 0.017
Q4_1.0,0.65588 ± 0.023,0.77674 ± 0.032,0.77407 ± 0.038,0.72787 ± 0.029,0.68884 ± 0.016,0.84532 ± 0.023,0.73655 ± 0.042,0.74696 ± 0.036,0.69767 ± 0.028,0.74033 ± 0.035,0.82252 ± 0.066,0.85324 ± 0.073,0.82610 ± 0.052,0.72276 ± 0.028
