,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q3_0.75,15.74331 ± 0.278,13.19499 ± 0.178,13.95287 ± 0.075,14.54107 ± 0.081,13.71594 ± 0.121,13.66656 ± 0.119,13.34390 ± 0.068,14.12651 ± 0.125,13.51611 ± 0.137,13.85878 ± 0.251,14.28623 ± 0.264,14.28256 ± 0.334,16.62724 ± 0.105,14.27084 ± 0.137
Q1_Q4_0.75,16.32561 ± 0.184,15.22955 ± 0.179,15.23550 ± 0.145,15.16408 ± 0.160,15.17569 ± 0.185,15.31209 ± 0.132,15.10615 ± 0.178,15.49395 ± 0.174,14.70861 ± 0.153,15.56046 ± 0.141,15.68462 ± 0.161,15.38194 ± 0.308,16.69996 ± 0.111,15.59216 ± 0.213
Q2_Q3_0.75,13.41920 ± 0.216,13.60237 ± 0.176,10.83426 ± 0.160,12.01086 ± 0.235,11.32009 ± 0.187,11.64524 ± 0.137,12.04462 ± 0.213,11.23151 ± 0.136,11.18917 ± 0.171,12.71448 ± 0.438,11.57919 ± 0.241,11.85008 ± 0.350,16.61436 ± 0.115,11.44694 ± 0.191
Q2_Q4_0.75,14.24735 ± 0.296,15.80070 ± 0.113,12.89003 ± 0.177,13.33422 ± 0.143,12.29949 ± 0.220,12.47174 ± 0.142,12.66805 ± 0.137,13.41234 ± 0.226,12.20421 ± 0.192,13.95444 ± 0.554,13.43713 ± 0.299,13.71301 ± 0.482,16.67823 ± 0.118,13.63163 ± 0.111
Q3_Q4_0.75,12.95889 ± 0.286,16.23499 ± 0.109,13.57040 ± 0.142,14.26319 ± 0.205,12.63175 ± 0.231,12.65506 ± 0.210,12.97869 ± 0.174,13.83574 ± 0.179,12.84373 ± 0.141,14.13597 ± 0.307,14.31648 ± 0.572,14.18484 ± 0.596,16.66643 ± 0.118,14.10970 ± 0.172
Q1_0.75,15.54751 ± 0.179,10.33901 ± 0.220,13.92329 ± 0.108,13.81104 ± 0.195,12.44915 ± 0.172,13.06073 ± 0.153,12.88233 ± 0.124,14.04895 ± 0.162,12.46824 ± 0.194,13.32210 ± 0.266,14.71085 ± 0.306,13.81595 ± 0.359,16.64969 ± 0.109,14.18863 ± 0.136
Q2_0.75,13.07319 ± 0.163,11.85923 ± 0.178,10.52542 ± 0.174,10.84528 ± 0.121,10.37502 ± 0.179,10.46641 ± 0.192,10.87316 ± 0.149,10.80731 ± 0.116,10.59990 ± 0.256,12.35196 ± 0.303,11.53859 ± 0.399,11.63905 ± 0.300,16.62697 ± 0.107,11.04899 ± 0.154
Q3_0.75,12.04366 ± 0.104,13.45622 ± 0.196,10.96955 ± 0.191,11.27263 ± 0.169,10.81627 ± 0.186,10.74058 ± 0.191,10.86430 ± 0.208,11.06237 ± 0.213,11.07260 ± 0.171,12.43338 ± 0.266,11.53093 ± 0.202,11.58763 ± 0.281,16.62394 ± 0.109,11.20642 ± 0.200
Q4_0.75,12.66237 ± 0.229,15.69484 ± 0.116,12.31740 ± 0.208,12.36530 ± 0.158,11.32538 ± 0.223,11.64717 ± 0.209,11.69805 ± 0.225,12.65917 ± 0.139,11.18693 ± 0.330,13.30111 ± 0.313,13.63215 ± 0.499,13.63560 ± 0.393,16.63704 ± 0.114,12.93713 ± 0.202
Q1_Q2_1.0,15.99271 ± 0.182,11.36614 ± 0.160,15.75366 ± 0.167,15.92575 ± 0.186,15.82945 ± 0.233,16.04230 ± 0.308,15.28188 ± 0.321,15.94841 ± 0.186,15.55271 ± 0.333,15.46455 ± 0.469,16.07045 ± 0.232,16.07232 ± 0.140,16.63640 ± 0.095,16.00888 ± 0.200
Q1_Q3_1.0,16.23334 ± 0.100,13.58309 ± 0.205,14.89386 ± 0.124,15.62350 ± 0.151,15.14305 ± 0.201,14.81640 ± 0.090,14.71466 ± 0.245,15.08189 ± 0.135,14.87980 ± 0.118,14.36640 ± 0.349,15.48021 ± 0.191,15.10521 ± 0.153,16.64764 ± 0.097,15.21916 ± 0.221
Q1_Q4_1.0,16.39486 ± 0.099,15.50387 ± 0.112,15.83808 ± 0.118,15.88910 ± 0.123,15.90692 ± 0.103,15.96398 ± 0.136,15.85172 ± 0.158,15.97162 ± 0.152,15.92570 ± 0.153,15.85541 ± 0.228,16.26316 ± 0.221,16.19952 ± 0.288,16.66068 ± 0.100,16.39353 ± 0.147
Q2_Q3_1.0,13.76074 ± 0.147,13.71722 ± 0.180,10.70489 ± 0.162,13.02041 ± 0.256,11.64533 ± 0.213,12.48972 ± 0.050,13.20443 ± 0.247,11.19536 ± 0.142,11.71890 ± 0.264,13.06986 ± 0.575,12.42385 ± 0.510,12.23504 ± 0.554,16.60454 ± 0.124,11.78585 ± 0.046
Q2_Q4_1.0,14.66916 ± 0.347,15.93311 ± 0.118,12.94338 ± 0.165,14.22868 ± 0.147,13.80643 ± 0.281,14.28186 ± 0.501,13.58092 ± 0.336,13.81984 ± 0.282,13.21696 ± 0.441,14.67587 ± 0.524,15.16788 ± 0.423,15.00766 ± 0.685,16.67885 ± 0.118,14.65833 ± 0.169
Q3_Q4_1.0,13.33564 ± 0.261,15.54966 ± 0.112,15.37592 ± 0.115,15.88684 ± 0.188,15.54160 ± 0.224,15.25004 ± 0.153,15.29822 ± 0.128,15.40254 ± 0.046,15.30297 ± 0.133,16.07552 ± 0.153,16.20362 ± 0.223,16.32930 ± 0.269,16.66338 ± 0.116,16.09893 ± 0.204
Q1_1.0,15.47996 ± 0.157,10.33728 ± 0.220,14.78366 ± 0.134,15.66126 ± 0.144,15.01405 ± 0.207,14.98594 ± 0.139,14.66599 ± 0.230,14.97535 ± 0.166,14.63489 ± 0.264,14.26869 ± 0.432,15.65628 ± 0.279,15.35562 ± 0.167,16.62674 ± 0.084,15.08518 ± 0.134
Q2_1.0,13.44069 ± 0.158,12.04860 ± 0.145,10.44723 ± 0.177,11.22922 ± 0.083,10.76237 ± 0.193,10.83932 ± 0.157,10.96738 ± 0.091,10.84945 ± 0.094,10.96235 ± 0.285,12.36497 ± 0.379,11.90207 ± 0.384,11.91160 ± 0.289,16.63068 ± 0.108,11.09779 ± 0.189
Q3_1.0,12.02308 ± 0.161,13.91002 ± 0.194,11.14276 ± 0.179,11.63509 ± 0.174,10.93945 ± 0.238,10.96863 ± 0.160,11.20075 ± 0.252,11.33589 ± 0.175,11.23744 ± 0.148,12.69469 ± 0.396,11.71527 ± 0.526,11.58728 ± 0.227,16.61859 ± 0.111,11.47181 ± 0.132
Q4_1.0,13.14484 ± 0.195,15.83894 ± 0.100,12.47902 ± 0.147,14.06909 ± 0.159,12.54525 ± 0.092,11.80978 ± 0.124,12.18818 ± 0.191,13.30024 ± 0.219,12.69274 ± 0.289,14.43423 ± 0.199,15.05074 ± 0.402,15.09018 ± 0.310,16.66151 ± 0.114,13.79592 ± 0.355
