,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,16.45890 ± 0.364,12.90966 ± 0.180,14.69200 ± 0.204,14.77001 ± 0.161,14.00272 ± 0.194,14.33884 ± 0.192,14.12755 ± 0.168,14.74744 ± 0.117,13.76076 ± 0.144,14.47532 ± 0.131,15.65610 ± 0.063,15.37046 ± 0.337,48517.31495 ± 1147.141,14.92272 ± 0.142
Q1_Q3_0.5,16.19790 ± 0.156,13.72865 ± 0.193,14.71275 ± 0.092,14.51080 ± 0.175,13.78775 ± 0.250,14.02846 ± 0.206,14.15708 ± 0.163,14.95608 ± 0.145,13.71895 ± 0.092,14.83745 ± 0.322,15.53189 ± 0.321,15.10757 ± 0.285,48988.95115 ± 1606.593,14.76020 ± 0.116
Q1_Q4_0.5,16.92486 ± 0.204,16.10837 ± 0.100,15.89614 ± 0.133,15.12009 ± 0.275,14.83874 ± 0.156,15.05091 ± 0.207,15.05074 ± 0.206,16.21410 ± 0.108,14.82623 ± 0.209,16.07567 ± 0.142,16.25769 ± 0.332,16.22545 ± 0.052,49212.78909 ± 1167.079,16.03958 ± 0.210
Q2_Q3_0.5,14.17261 ± 0.271,14.32050 ± 0.194,12.71973 ± 0.119,13.29857 ± 0.070,13.22697 ± 0.157,13.28796 ± 0.155,13.18916 ± 0.191,12.78827 ± 0.127,12.99139 ± 0.178,14.03862 ± 0.225,14.88142 ± 0.132,14.78846 ± 0.359,55240.03214 ± 1866.148,13.03803 ± 0.169
Q2_Q4_0.5,14.71325 ± 0.264,16.32937 ± 0.159,14.90400 ± 0.183,14.15089 ± 0.166,13.59686 ± 0.141,13.79542 ± 0.145,14.16239 ± 0.095,15.21194 ± 0.163,13.38155 ± 0.169,15.27375 ± 0.277,15.73985 ± 0.252,15.97806 ± 0.240,52793.05817 ± 1269.302,15.10251 ± 0.195
Q3_Q4_0.5,13.85254 ± 0.077,16.34587 ± 0.153,14.84771 ± 0.130,14.58953 ± 0.072,13.37050 ± 0.129,13.58951 ± 0.124,14.14554 ± 0.152,14.98014 ± 0.151,13.66142 ± 0.211,15.30677 ± 0.242,15.69875 ± 0.252,15.82306 ± 0.201,54695.16308 ± 1822.432,15.07303 ± 0.139
Q1_0.5,16.17153 ± 0.120,12.76010 ± 0.233,14.43414 ± 0.158,14.12801 ± 0.200,13.68971 ± 0.156,14.02687 ± 0.159,13.86497 ± 0.121,14.49603 ± 0.173,13.43655 ± 0.237,14.49339 ± 0.246,15.14446 ± 0.360,15.04478 ± 0.208,55493.87084 ± 1379.199,14.57816 ± 0.165
Q2_0.5,13.98919 ± 0.146,12.99945 ± 0.163,12.65336 ± 0.108,12.77962 ± 0.090,12.70952 ± 0.143,12.80064 ± 0.135,12.87302 ± 0.126,12.73566 ± 0.156,12.63456 ± 0.133,14.08294 ± 0.220,14.59959 ± 0.271,14.37571 ± 0.403,58864.39497 ± 1448.675,12.84369 ± 0.128
Q3_0.5,13.12701 ± 0.199,13.77990 ± 0.147,12.82027 ± 0.130,12.96804 ± 0.157,12.63110 ± 0.188,12.88010 ± 0.153,12.79923 ± 0.106,12.77847 ± 0.093,12.83086 ± 0.092,14.14655 ± 0.220,14.49739 ± 0.347,14.54396 ± 0.334,59394.27856 ± 1647.348,12.94411 ± 0.130
Q4_0.5,13.62642 ± 0.205,16.01664 ± 0.100,14.47239 ± 0.076,13.80930 ± 0.129,13.16844 ± 0.099,13.23638 ± 0.090,13.81292 ± 0.148,14.65981 ± 0.100,13.10458 ± 0.080,15.17907 ± 0.525,15.53644 ± 0.307,15.77055 ± 0.080,60038.38720 ± 1794.354,14.64866 ± 0.130
Q1_Q2_0.75,17.08264 ± 0.103,12.82580 ± 0.158,15.85055 ± 0.091,15.85896 ± 0.151,15.13660 ± 0.273,15.41783 ± 0.212,15.55228 ± 0.193,16.05247 ± 0.125,15.53939 ± 0.319,15.16752 ± 0.128,16.33027 ± 0.114,16.52005 ± 0.122,41958.95453 ± 1412.969,15.86932 ± 0.079
Q1_Q3_0.75,16.75944 ± 0.140,14.15500 ± 0.167,15.44453 ± 0.127,15.89115 ± 0.111,14.88683 ± 0.160,14.89043 ± 0.123,15.06547 ± 0.096,15.81715 ± 0.234,14.90343 ± 0.163,15.38999 ± 0.247,16.17057 ± 0.238,16.19852 ± 0.135,41453.93258 ± 1935.610,15.61757 ± 0.152
Q1_Q4_0.75,17.55909 ± 0.252,17.02351 ± 0.177,16.58467 ± 0.106,16.27008 ± 0.176,16.12174 ± 0.128,16.10588 ± 0.137,16.24299 ± 0.167,16.98023 ± 0.124,16.22696 ± 0.103,16.74334 ± 0.182,16.68978 ± 0.143,16.71784 ± 0.116,41451.33051 ± 1697.646,16.67749 ± 0.170
Q2_Q3_0.75,14.36198 ± 0.210,14.61503 ± 0.214,12.88793 ± 0.115,13.86440 ± 0.180,13.20431 ± 0.192,13.84451 ± 0.094,13.96215 ± 0.181,12.98665 ± 0.170,13.45205 ± 0.191,14.33951 ± 0.307,15.01599 ± 0.271,14.91641 ± 0.348,48468.28401 ± 1274.667,13.13415 ± 0.191
Q2_Q4_0.75,15.38644 ± 0.356,17.02403 ± 0.137,15.73668 ± 0.051,15.54934 ± 0.108,14.31820 ± 0.184,14.19804 ± 0.095,15.28558 ± 0.165,16.38992 ± 0.094,14.24486 ± 0.094,16.13809 ± 0.332,16.44344 ± 0.101,16.49818 ± 0.207,45419.57493 ± 851.590,15.91102 ± 0.055
Q3_Q4_0.75,14.19377 ± 0.252,17.03250 ± 0.092,15.80337 ± 0.158,15.97659 ± 0.114,14.75093 ± 0.104,14.47407 ± 0.261,15.23618 ± 0.106,16.23556 ± 0.196,15.09427 ± 0.111,16.07801 ± 0.434,16.48430 ± 0.275,16.42431 ± 0.349,48220.07939 ± 698.006,16.00646 ± 0.131
Q1_0.75,16.93154 ± 0.103,12.50690 ± 0.186,15.75109 ± 0.113,15.67503 ± 0.079,14.29813 ± 0.124,15.12987 ± 0.128,15.10817 ± 0.206,15.83780 ± 0.149,14.51835 ± 0.237,15.25394 ± 0.287,16.31986 ± 0.111,16.11477 ± 0.178,49342.69179 ± 745.455,15.65338 ± 0.118
Q2_0.75,14.25061 ± 0.108,13.04422 ± 0.216,12.72967 ± 0.139,13.13588 ± 0.178,13.20766 ± 0.143,13.30581 ± 0.137,13.07816 ± 0.114,12.85318 ± 0.083,12.83307 ± 0.145,14.15862 ± 0.243,14.63273 ± 0.428,14.49721 ± 0.231,55832.49647 ± 1264.716,12.96464 ± 0.172
Q3_0.75,13.35668 ± 0.126,14.35562 ± 0.163,12.82429 ± 0.186,13.39756 ± 0.140,12.89662 ± 0.143,13.12348 ± 0.125,12.94937 ± 0.204,12.83880 ± 0.086,13.12181 ± 0.267,14.21435 ± 0.296,14.67682 ± 0.165,14.79483 ± 0.380,55844.72633 ± 1151.767,12.90283 ± 0.238
Q4_0.75,14.23063 ± 0.207,17.14264 ± 0.136,15.61412 ± 0.026,14.72390 ± 0.081,13.63231 ± 0.076,14.16021 ± 0.137,14.89458 ± 0.103,15.84133 ± 0.082,13.57557 ± 0.140,15.65498 ± 0.451,16.44277 ± 0.247,16.60286 ± 0.191,57541.53934 ± 762.937,15.76364 ± 0.095
Q1_Q2_1.0,17.39115 ± 0.170,12.44706 ± 0.156,16.65322 ± 0.119,16.61302 ± 0.150,16.62628 ± 0.142,16.54834 ± 0.176,16.40770 ± 0.269,16.76254 ± 0.137,16.44774 ± 0.161,16.49417 ± 0.381,16.49304 ± 0.113,16.51611 ± 0.105,31562.19013 ± 1126.435,16.67061 ± 0.119
Q1_Q3_1.0,17.19101 ± 0.202,14.50137 ± 0.170,16.27673 ± 0.149,16.44534 ± 0.161,16.13420 ± 0.122,16.15579 ± 0.074,16.08071 ± 0.163,16.44993 ± 0.185,16.22371 ± 0.160,16.02439 ± 0.176,16.36884 ± 0.163,16.28526 ± 0.158,30861.81572 ± 714.457,16.32178 ± 0.156
Q1_Q4_1.0,17.76903 ± 0.273,17.63489 ± 0.124,16.88048 ± 0.109,16.95526 ± 0.127,16.95096 ± 0.144,16.99433 ± 0.114,17.08855 ± 0.147,17.19391 ± 0.108,16.92113 ± 0.103,17.17598 ± 0.131,16.82769 ± 0.140,16.88376 ± 0.110,28480.46317 ± 1546.453,16.95930 ± 0.154
Q2_Q3_1.0,14.54082 ± 0.209,14.98925 ± 0.203,12.91877 ± 0.109,14.90043 ± 0.224,13.80134 ± 0.197,14.43094 ± 0.117,14.82962 ± 0.110,12.86975 ± 0.167,14.05367 ± 0.336,14.44577 ± 0.259,15.46177 ± 0.236,15.41529 ± 0.473,42145.57272 ± 899.284,13.37623 ± 0.181
Q2_Q4_1.0,15.71644 ± 0.241,17.67849 ± 0.088,16.71823 ± 0.063,16.97380 ± 0.126,16.68143 ± 0.091,15.91393 ± 0.739,16.83190 ± 0.312,17.76297 ± 0.055,16.60971 ± 0.164,16.94531 ± 0.350,16.80037 ± 0.143,16.80104 ± 0.176,39469.77355 ± 1109.386,16.94807 ± 0.085
Q3_Q4_1.0,14.50080 ± 0.258,16.62914 ± 0.084,17.12097 ± 0.098,17.16513 ± 0.150,16.80843 ± 0.572,16.90914 ± 0.163,17.03636 ± 0.114,17.55706 ± 0.097,17.03708 ± 0.084,17.32360 ± 0.549,16.72377 ± 0.144,16.69478 ± 0.103,39219.89831 ± 546.766,17.31123 ± 0.104
Q1_1.0,16.88509 ± 0.208,12.36451 ± 0.179,16.34398 ± 0.148,16.59219 ± 0.175,16.15470 ± 0.176,16.17933 ± 0.155,16.19951 ± 0.152,16.48220 ± 0.154,16.22713 ± 0.135,16.24326 ± 0.363,16.33270 ± 0.152,16.26489 ± 0.236,44813.07799 ± 1619.494,16.37164 ± 0.127
Q2_1.0,14.44690 ± 0.204,13.16313 ± 0.164,12.64146 ± 0.143,13.36305 ± 0.088,13.58040 ± 0.216,13.64718 ± 0.196,13.23002 ± 0.081,12.89714 ± 0.092,13.24201 ± 0.142,14.08295 ± 0.150,14.85459 ± 0.176,14.78943 ± 0.185,52898.85232 ± 1338.586,12.94817 ± 0.185
Q3_1.0,13.30390 ± 0.198,14.75712 ± 0.198,12.93084 ± 0.131,13.77100 ± 0.128,12.95130 ± 0.157,13.21305 ± 0.104,13.25410 ± 0.214,12.82537 ± 0.129,13.21702 ± 0.066,14.24133 ± 0.228,14.82605 ± 0.363,14.58134 ± 0.278,53578.89119 ± 1086.003,13.10997 ± 0.166
Q4_1.0,14.47968 ± 0.270,17.73079 ± 0.125,16.68305 ± 0.064,17.06767 ± 0.125,16.30224 ± 0.063,15.87741 ± 0.045,16.54622 ± 0.100,17.23677 ± 0.081,16.63285 ± 0.132,17.21482 ± 0.420,16.86954 ± 0.208,16.94977 ± 0.164,54761.55799 ± 342.641,16.86384 ± 0.144
