,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Q4_0.5,0.39135,0.66324,0.33688,0.22926,0.27291,0.16738,0.19797,0.21321,0.35032,0.18218,0.34013,0.23542,0.21549,0.38893
Q1_Q2_0.75,0.44926,0.24529,0.27531,0.2048,0.25717,0.1841,0.17036,0.24623,0.29246,0.16964,0.35764,0.16384,0.17425,0.21623
Q1_Q3_0.75,0.42935,0.33698,0.21044,0.16633,0.18989,0.151,0.14956,0.21546,0.23298,0.13887,0.28761,0.14626,0.14989,0.21113
Q1_Q4_0.75,0.44529,0.48108,0.27804,0.2491,0.26841,0.21127,0.22243,0.25432,0.2962,0.19587,0.31957,0.22757,0.22184,0.30565
Q2_Q3_0.75,0.39227,0.3833,0.10054,0.14812,0.11873,0.11134,0.15191,0.21138,0.14162,0.12095,0.30038,0.12995,0.12799,0.15691
Q2_Q4_0.75,0.40094,0.5138,0.24998,0.2081,0.2361,0.18839,0.18156,0.25216,0.26888,0.16663,0.36857,0.20302,0.19105,0.27027
Q3_Q4_0.75,0.38389,0.56322,0.29833,0.24496,0.28298,0.2077,0.20847,0.2672,0.31556,0.19671,0.45095,0.24296,0.21476,0.28228
Q1_0.75,0.49313,0.15788,0.30159,0.21063,0.2695,0.17383,0.17202,0.22804,0.31817,0.16572,0.34762,0.16761,0.1806,0.24471
Q2_0.75,0.41071,0.30625,0.12251,0.13327,0.11375,0.11647,0.11633,0.16404,0.15779,0.10162,0.19603,0.10765,0.10937,0.13888
Q3_0.75,0.36803,0.44743,0.09396,0.1428,0.11312,0.12516,0.13886,0.17206,0.13709,0.10376,0.20585,0.12726,0.12397,0.17672
Q4_0.75,0.38895,0.66145,0.35749,0.27475,0.33148,0.22291,0.23769,0.30084,0.37079,0.2345,0.44213,0.28809,0.25852,0.37909
Q1_Q2_1.0,0.45247,0.24535,0.33738,0.31516,0.33316,0.30731,0.27446,559883650.0,0.35244,0.28593,0.3938,0.27478,0.28452,0.23003
Q1_Q3_1.0,0.43178,0.33642,0.23955,0.2052,0.23608,0.19847,0.17599,0.2391,0.26002,0.18055,0.32493,0.1826,0.18517,0.22197
Q1_Q4_1.0,0.44276,0.48077,0.2803,0.27857,0.27934,0.27153,0.27518,24169867000.0,0.29737,0.27073,0.29981,0.27033,0.26845,0.3041
Q2_Q3_1.0,0.38877,0.38301,0.10806,0.18236,0.13073,0.12201,0.20075,0.20999,0.14612,0.14936,0.33288,0.16569,0.16102,0.15845
Q2_Q4_1.0,0.40521,0.51337,0.27091,0.26321,0.27465,0.25201,0.22416,0.27667,0.28952,0.23328,0.38141,0.25559,0.24224,0.26815
Q3_Q4_1.0,0.38084,0.56287,0.35691,0.36128,0.35792,0.35067,0.3425,0.36054,0.37135,0.34598,0.41562,0.35424,0.33762,0.28259
Q1_1.0,0.48466,0.15843,0.32291,0.2656,0.31005,0.24553,0.21425,132164520.0,0.33623,0.23121,0.39622,0.21664,0.23023,0.25158
Q2_1.0,0.40817,0.30721,0.13077,0.1445,0.11988,0.11553,0.13844,0.18633,0.16365,0.10797,0.23186,0.11493,0.11882,0.14348
Q3_1.0,0.37271,0.44622,0.09926,0.15812,0.12248,0.12749,0.16445,0.19709,0.13929,0.12039,0.25716,0.14504,0.13781,0.17282
Q4_1.0,0.39039,0.66154,0.38355,0.36023,0.38344,0.33346,0.29984,0.34685,0.39742,0.32919,0.47478,0.35785,0.32987,0.37664
