,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.96902 ± 0.009,0.97714 ± 0.009,0.89663 ± 0.029,0.92832 ± 0.015,0.93655 ± 0.021,0.92701 ± 0.010,0.93500 ± 0.015,0.92019 ± 0.010,0.94197 ± 0.016,0.90962 ± 0.021,0.89143 ± 0.006,0.90252 ± 0.006,0.97976 ± 0.010,0.89224 ± 0.027
Q1_Q3_0.5,0.96347 ± 0.007,0.97178 ± 0.010,0.93926 ± 0.015,0.93256 ± 0.014,0.93792 ± 0.023,0.93891 ± 0.015,0.94201 ± 0.005,0.93521 ± 0.012,0.93371 ± 0.012,0.91363 ± 0.005,0.90544 ± 0.010,0.90304 ± 0.009,0.98377 ± 0.011,0.93790 ± 0.020
Q1_Q4_0.5,0.94971 ± 0.023,0.95386 ± 0.012,0.90956 ± 0.024,0.94163 ± 0.014,0.93214 ± 0.005,0.92944 ± 0.008,0.93772 ± 0.016,0.91848 ± 0.007,0.93221 ± 0.009,0.90185 ± 0.017,0.85757 ± 0.023,0.85597 ± 0.014,0.98108 ± 0.009,0.92370 ± 0.012
Q2_Q3_0.5,0.97440 ± 0.011,0.96225 ± 0.009,0.95009 ± 0.015,0.94069 ± 0.015,0.94481 ± 0.011,0.81792 ± 0.226,0.94989 ± 0.017,0.94047 ± 0.016,0.94601 ± 0.014,0.92991 ± 0.003,0.91201 ± 0.015,0.90674 ± 0.019,0.97421 ± 0.013,0.96353 ± 0.011
Q2_Q4_0.5,0.97311 ± 0.006,0.95280 ± 0.012,0.93074 ± 0.009,0.95696 ± 0.023,0.94197 ± 0.007,0.82465 ± 0.229,0.94324 ± 0.014,0.93507 ± 0.020,0.93374 ± 0.013,0.91068 ± 0.007,0.87867 ± 0.016,0.86295 ± 0.014,0.98247 ± 0.012,0.93642 ± 0.016
Q3_Q4_0.5,0.97562 ± 0.012,0.93772 ± 0.010,0.93225 ± 0.012,0.92437 ± 0.018,0.93358 ± 0.014,0.93388 ± 0.016,0.92818 ± 0.020,0.92560 ± 0.009,0.91437 ± 0.019,0.89545 ± 0.013,0.85325 ± 0.018,0.85174 ± 0.011,0.97709 ± 0.009,0.93497 ± 0.013
Q1_0.5,0.96358 ± 0.016,0.97166 ± 0.013,0.92706 ± 0.012,0.95543 ± 0.005,0.95558 ± 0.007,0.71775 ± 0.277,0.94601 ± 0.012,0.93648 ± 0.009,0.93914 ± 0.011,0.89979 ± 0.011,0.91087 ± 0.018,0.89879 ± 0.023,0.97831 ± 0.012,0.92570 ± 0.014
Q2_0.5,0.97041 ± 0.015,0.97848 ± 0.008,0.95272 ± 0.015,0.94740 ± 0.011,0.95415 ± 0.014,0.95961 ± 0.021,0.95827 ± 0.016,0.94471 ± 0.015,0.95007 ± 0.016,0.92593 ± 0.016,0.90678 ± 0.018,0.92321 ± 0.018,0.98242 ± 0.008,0.95268 ± 0.018
Q3_0.5,0.97041 ± 0.005,0.93630 ± 0.025,0.95283 ± 0.012,0.95547 ± 0.008,0.94199 ± 0.017,0.95137 ± 0.025,0.94042 ± 0.015,0.93784 ± 0.022,0.94448 ± 0.021,0.92003 ± 0.016,0.89435 ± 0.023,0.89323 ± 0.019,0.97824 ± 0.013,0.95153 ± 0.016
Q4_0.5,0.95675 ± 0.016,0.92542 ± 0.009,0.93213 ± 0.006,0.93912 ± 0.011,0.94611 ± 0.017,0.93901 ± 0.009,0.94343 ± 0.013,0.94057 ± 0.011,0.94334 ± 0.016,0.90496 ± 0.018,0.87147 ± 0.013,0.87538 ± 0.017,0.97147 ± 0.015,0.92946 ± 0.007
Q1_Q2_0.75,0.96621 ± 0.011,0.98373 ± 0.010,0.88325 ± 0.022,0.90558 ± 0.019,0.90255 ± 0.018,0.88912 ± 0.014,0.90678 ± 0.021,0.89063 ± 0.017,0.92194 ± 0.005,0.90227 ± 0.016,0.87458 ± 0.010,0.87572 ± 0.009,0.98253 ± 0.009,0.89468 ± 0.017
Q1_Q3_0.75,0.96775 ± 0.011,0.95944 ± 0.009,0.88942 ± 0.017,0.87819 ± 0.013,0.91639 ± 0.007,0.90551 ± 0.012,0.90644 ± 0.023,0.88760 ± 0.010,0.91382 ± 0.010,0.90491 ± 0.026,0.85311 ± 0.018,0.86219 ± 0.027,0.98380 ± 0.007,0.89894 ± 0.026
Q1_Q4_0.75,0.97969 ± 0.010,0.97030 ± 0.007,0.86620 ± 0.019,0.90885 ± 0.013,0.89168 ± 0.017,0.87684 ± 0.029,0.90085 ± 0.022,0.87810 ± 0.016,0.89869 ± 0.013,0.85240 ± 0.018,0.80474 ± 0.019,0.81646 ± 0.006,0.96225 ± 0.014,0.88866 ± 0.007
Q2_Q3_0.75,0.98254 ± 0.012,0.93763 ± 0.015,0.94869 ± 0.016,0.93921 ± 0.011,0.92182 ± 0.009,0.91659 ± 0.016,0.91495 ± 0.012,0.91618 ± 0.011,0.91748 ± 0.012,0.93282 ± 0.016,0.88269 ± 0.023,0.88189 ± 0.014,0.97168 ± 0.011,0.94742 ± 0.024
Q2_Q4_0.75,0.96906 ± 0.012,0.94862 ± 0.006,0.93182 ± 0.021,0.93923 ± 0.012,0.93907 ± 0.009,0.90122 ± 0.018,0.93256 ± 0.017,0.94013 ± 0.015,0.91882 ± 0.009,0.89236 ± 0.034,0.86671 ± 0.009,0.84603 ± 0.018,0.96200 ± 0.015,0.93482 ± 0.019
Q3_Q4_0.75,0.98250 ± 0.009,0.93672 ± 0.007,0.90792 ± 0.017,0.88827 ± 0.018,0.89330 ± 0.025,0.88717 ± 0.015,0.86822 ± 0.009,0.89748 ± 0.019,0.87555 ± 0.017,0.85213 ± 0.033,0.82599 ± 0.028,0.80301 ± 0.020,0.94702 ± 0.008,0.91743 ± 0.006
Q1_0.75,0.95560 ± 0.023,0.97439 ± 0.008,0.89882 ± 0.020,0.94068 ± 0.016,0.93798 ± 0.017,0.91364 ± 0.019,0.92858 ± 0.019,0.91643 ± 0.012,0.94205 ± 0.012,0.87297 ± 0.007,0.89203 ± 0.008,0.89184 ± 0.020,0.97851 ± 0.009,0.89329 ± 0.012
Q2_0.75,0.97032 ± 0.014,0.96224 ± 0.007,0.95947 ± 0.014,0.94479 ± 0.011,0.93255 ± 0.015,0.92983 ± 0.022,0.94600 ± 0.006,0.94605 ± 0.011,0.93522 ± 0.016,0.92443 ± 0.018,0.91936 ± 0.017,0.91510 ± 0.015,0.98109 ± 0.008,0.95954 ± 0.016
Q3_0.75,0.97029 ± 0.013,0.93248 ± 0.012,0.95682 ± 0.012,0.92716 ± 0.013,0.94197 ± 0.015,0.93784 ± 0.018,0.92567 ± 0.014,0.92721 ± 0.011,0.93368 ± 0.018,0.91368 ± 0.019,0.90301 ± 0.015,0.89761 ± 0.014,0.99321 ± 0.009,0.94346 ± 0.022
Q4_0.75,0.97026 ± 0.012,0.95415 ± 0.008,0.93481 ± 0.007,0.93377 ± 0.006,0.92813 ± 0.010,0.90194 ± 0.024,0.93090 ± 0.009,0.93749 ± 0.016,0.92650 ± 0.014,0.87728 ± 0.026,0.85856 ± 0.033,0.86698 ± 0.025,0.97160 ± 0.007,0.92926 ± 0.010
Q1_Q2_1.0,0.96348 ± 0.014,0.98114 ± 0.007,0.66570 ± 0.049,0.74317 ± 0.042,0.70384 ± 0.034,0.48483 ± 0.172,0.75413 ± 0.013,0.69190 ± 0.056,0.70937 ± 0.054,0.86710 ± 0.016,0.66924 ± 0.029,0.73153 ± 0.030,0.97446 ± 0.012,0.74895 ± 0.046
Q1_Q3_1.0,0.96888 ± 0.013,0.96235 ± 0.007,0.88525 ± 0.022,0.84309 ± 0.024,0.87146 ± 0.026,0.85114 ± 0.034,0.87041 ± 0.006,0.85685 ± 0.011,0.84801 ± 0.013,0.88812 ± 0.024,0.78818 ± 0.051,0.78884 ± 0.021,0.97433 ± 0.011,0.90950 ± 0.019
Q1_Q4_1.0,0.96198 ± 0.018,0.93256 ± 0.012,0.74883 ± 0.016,0.77082 ± 0.027,0.77043 ± 0.024,0.45535 ± 0.117,0.72948 ± 0.018,0.78564 ± 0.026,0.75620 ± 0.011,0.77703 ± 0.017,0.66412 ± 0.022,0.69137 ± 0.031,0.96075 ± 0.008,0.78874 ± 0.036
Q2_Q3_1.0,0.97980 ± 0.004,0.92683 ± 0.015,0.94068 ± 0.018,0.91065 ± 0.010,0.92723 ± 0.025,0.91213 ± 0.017,0.89316 ± 0.017,0.90834 ± 0.016,0.90711 ± 0.016,0.94337 ± 0.021,0.86946 ± 0.023,0.86476 ± 0.011,0.96481 ± 0.008,0.95146 ± 0.023
Q2_Q4_1.0,0.97429 ± 0.010,0.95426 ± 0.008,0.87248 ± 0.019,0.87544 ± 0.020,0.89156 ± 0.028,0.87291 ± 0.018,0.87091 ± 0.020,0.87353 ± 0.020,0.86851 ± 0.027,0.85978 ± 0.030,0.78492 ± 0.020,0.78632 ± 0.021,0.95243 ± 0.019,0.89082 ± 0.021
Q3_Q4_1.0,0.98385 ± 0.007,0.92702 ± 0.018,0.81003 ± 0.022,0.79882 ± 0.022,0.79709 ± 0.018,0.79616 ± 0.030,0.79022 ± 0.019,0.81643 ± 0.020,0.78614 ± 0.015,0.81951 ± 0.051,0.69865 ± 0.050,0.70483 ± 0.033,0.95520 ± 0.012,0.84996 ± 0.034
Q1_1.0,0.95398 ± 0.011,0.97568 ± 0.007,0.87973 ± 0.021,0.90011 ± 0.020,0.89216 ± 0.022,0.57699 ± 0.238,0.90513 ± 0.007,0.87433 ± 0.015,0.89471 ± 0.014,0.87918 ± 0.030,0.86497 ± 0.026,0.85653 ± 0.007,0.97567 ± 0.007,0.88205 ± 0.021
Q2_1.0,0.97968 ± 0.010,0.96621 ± 0.010,0.94869 ± 0.013,0.93114 ± 0.006,0.92563 ± 0.012,0.92032 ± 0.011,0.94182 ± 0.013,0.93779 ± 0.013,0.92706 ± 0.015,0.94611 ± 0.018,0.91516 ± 0.022,0.90842 ± 0.014,0.97158 ± 0.007,0.94727 ± 0.013
Q3_1.0,0.97567 ± 0.011,0.96221 ± 0.012,0.94879 ± 0.013,0.91071 ± 0.021,0.94734 ± 0.018,0.92451 ± 0.019,0.92715 ± 0.017,0.92855 ± 0.015,0.92311 ± 0.015,0.91106 ± 0.015,0.88792 ± 0.026,0.90146 ± 0.021,0.97700 ± 0.007,0.94741 ± 0.019
Q4_1.0,0.96756 ± 0.017,0.92576 ± 0.012,0.87647 ± 0.028,0.86497 ± 0.015,0.88123 ± 0.021,0.83743 ± 0.023,0.89801 ± 0.019,0.88682 ± 0.019,0.87950 ± 0.024,0.88361 ± 0.019,0.79091 ± 0.037,0.78638 ± 0.016,0.96606 ± 0.016,0.89637 ± 0.024
