,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_0.5,0.82562 ± 0.007,0.73331 ± 0.003,0.76357 ± 0.005,0.74840 ± 0.004,0.74798 ± 0.004,0.74348 ± 0.004,0.74978 ± 0.004,0.75827 ± 0.003,0.74286 ± 0.004,0.76111 ± 0.007,0.79305 ± 0.010,0.79427 ± 0.007,15247.55277 ± 1179.338,0.76729 ± 0.004
Q2_0.5,0.77166 ± 0.004,0.74213 ± 0.004,0.73133 ± 0.003,0.73429 ± 0.005,0.73256 ± 0.004,0.73255 ± 0.006,0.73556 ± 0.005,0.73696 ± 0.006,0.73238 ± 0.004,0.74238 ± 0.006,0.77870 ± 0.010,0.77446 ± 0.005,17003.31485 ± 1140.798,0.75026 ± 0.005
Q3_0.5,0.75802 ± 0.008,0.75831 ± 0.003,0.73365 ± 0.005,0.73441 ± 0.004,0.72831 ± 0.004,0.73026 ± 0.004,0.73511 ± 0.004,0.73477 ± 0.004,0.72987 ± 0.004,0.74444 ± 0.006,0.77742 ± 0.008,0.77771 ± 0.009,15355.02916 ± 349.785,0.74673 ± 0.004
Q4_0.5,0.77146 ± 0.005,0.77176 ± 0.003,0.77056 ± 0.008,0.75383 ± 0.009,0.73715 ± 0.007,0.73964 ± 0.006,0.74741 ± 0.008,0.76421 ± 0.007,0.73898 ± 0.004,0.77556 ± 0.007,0.78963 ± 0.013,0.79163 ± 0.007,15734.73562 ± 602.520,0.78809 ± 0.007
Q1_Q2_0.75,0.84767 ± 0.005,0.73828 ± 0.006,0.79771 ± 0.006,0.82206 ± 0.007,0.78073 ± 0.006,0.77029 ± 0.006,0.77758 ± 0.007,0.80444 ± 0.007,0.76436 ± 0.006,0.77822 ± 0.006,0.83396 ± 0.012,0.81753 ± 0.003,16899.27854 ± 756.601,0.82467 ± 0.006
Q1_Q3_0.75,0.84895 ± 0.006,0.76471 ± 0.006,0.78432 ± 0.006,0.80496 ± 0.006,0.77095 ± 0.005,0.77394 ± 0.005,0.77062 ± 0.006,0.78960 ± 0.006,0.77122 ± 0.006,0.78378 ± 0.010,0.81909 ± 0.006,0.81086 ± 0.015,15976.83872 ± 1015.215,0.80300 ± 0.004
Q1_Q4_0.75,0.86193 ± 0.003,0.80694 ± 0.003,0.83816 ± 0.005,0.84881 ± 0.005,0.81086 ± 0.004,0.82297 ± 0.007,0.81643 ± 0.007,0.83472 ± 0.004,0.80390 ± 0.010,0.84087 ± 0.006,0.84733 ± 0.005,0.84577 ± 0.009,16277.03222 ± 656.254,0.85380 ± 0.007
Q2_Q3_0.75,0.80134 ± 0.010,0.75632 ± 0.006,0.73625 ± 0.003,0.77308 ± 0.006,0.73425 ± 0.005,0.75746 ± 0.004,0.74992 ± 0.005,0.75634 ± 0.004,0.74842 ± 0.004,0.74971 ± 0.007,0.78921 ± 0.008,0.78769 ± 0.015,15390.70859 ± 482.790,0.76936 ± 0.004
Q2_Q4_0.75,0.82106 ± 0.010,0.81895 ± 0.006,0.77852 ± 0.010,0.80021 ± 0.008,0.76570 ± 0.006,0.77232 ± 0.005,0.76861 ± 0.006,0.78587 ± 0.007,0.76343 ± 0.006,0.78491 ± 0.008,0.81955 ± 0.017,0.81759 ± 0.009,15247.61293 ± 549.903,0.83305 ± 0.005
Q3_Q4_0.75,0.79952 ± 0.010,0.79929 ± 0.007,0.79242 ± 0.005,0.80978 ± 0.009,0.76139 ± 0.004,0.76831 ± 0.003,0.77326 ± 0.007,0.79800 ± 0.010,0.76218 ± 0.006,0.78722 ± 0.008,0.81197 ± 0.004,0.82646 ± 0.009,16332.05380 ± 602.188,0.83405 ± 0.005
Q1_0.75,0.82469 ± 0.014,0.73012 ± 0.004,0.78281 ± 0.005,0.78829 ± 0.007,0.76154 ± 0.005,0.75454 ± 0.005,0.76151 ± 0.003,0.78280 ± 0.005,0.75514 ± 0.005,0.76886 ± 0.006,0.80287 ± 0.002,0.80924 ± 0.010,16409.31031 ± 447.803,0.79039 ± 0.006
Q2_0.75,0.78841 ± 0.008,0.74572 ± 0.003,0.73076 ± 0.004,0.74097 ± 0.005,0.73555 ± 0.004,0.73351 ± 0.004,0.73905 ± 0.005,0.73679 ± 0.008,0.73198 ± 0.003,0.74493 ± 0.004,0.79084 ± 0.018,0.77820 ± 0.009,16526.02523 ± 463.497,0.75545 ± 0.005
Q3_0.75,0.76427 ± 0.004,0.75710 ± 0.004,0.73442 ± 0.005,0.74334 ± 0.007,0.72629 ± 0.003,0.72977 ± 0.006,0.73894 ± 0.005,0.73814 ± 0.007,0.73057 ± 0.004,0.74502 ± 0.006,0.78294 ± 0.007,0.77452 ± 0.009,15886.89745 ± 1286.044,0.75271 ± 0.003
Q4_0.75,0.78191 ± 0.007,0.78507 ± 0.004,0.77410 ± 0.008,0.77884 ± 0.007,0.75227 ± 0.006,0.75393 ± 0.005,0.76407 ± 0.006,0.77125 ± 0.008,0.75264 ± 0.005,0.78210 ± 0.005,0.80338 ± 0.019,0.80334 ± 0.008,14722.02206 ± 713.800,0.81677 ± 0.009
Q1_Q2_1.0,0.84137 ± 0.007,0.73312 ± 0.003,0.82857 ± 0.005,0.85778 ± 0.005,0.84176 ± 0.007,0.84666 ± 0.002,0.82646 ± 0.013,0.84150 ± 0.007,0.84090 ± 0.015,0.80061 ± 0.012,0.87245 ± 0.009,0.86599 ± 0.008,17110.25735 ± 988.579,0.86416 ± 0.006
Q1_Q3_1.0,0.85730 ± 0.010,0.76459 ± 0.006,0.79430 ± 0.004,0.82109 ± 0.004,0.79597 ± 0.008,0.80521 ± 0.005,0.78886 ± 0.013,0.80891 ± 0.007,0.79758 ± 0.004,0.78438 ± 0.004,0.82808 ± 0.006,0.83543 ± 0.007,17312.74814 ± 496.739,0.82294 ± 0.004
Q1_Q4_1.0,0.85736 ± 0.007,0.82173 ± 0.006,0.88043 ± 0.010,0.88625 ± 0.009,0.86359 ± 0.004,0.87772 ± 0.009,0.87905 ± 0.006,0.87405 ± 0.007,0.87171 ± 0.007,0.87376 ± 0.009,0.89160 ± 0.001,0.89423 ± 0.005,16105.10655 ± 552.293,0.87946 ± 0.004
Q2_Q3_1.0,0.79974 ± 0.006,0.75049 ± 0.007,0.73990 ± 0.004,0.79695 ± 0.005,0.74333 ± 0.003,0.78577 ± 0.005,0.76511 ± 0.008,0.76336 ± 0.003,0.78577 ± 0.005,0.76004 ± 0.007,0.79482 ± 0.006,0.80484 ± 0.006,15619.37094 ± 553.562,0.77988 ± 0.005
Q2_Q4_1.0,0.82441 ± 0.010,0.84599 ± 0.019,0.78547 ± 0.008,0.81932 ± 0.006,0.78713 ± 0.004,0.80507 ± 0.006,0.79628 ± 0.005,0.79785 ± 0.007,0.80535 ± 0.005,0.80073 ± 0.010,0.81892 ± 0.003,0.82934 ± 0.021,15804.21596 ± 646.390,0.85937 ± 0.007
Q3_Q4_1.0,0.80083 ± 0.006,0.80673 ± 0.006,0.82200 ± 0.007,0.83987 ± 0.004,0.83589 ± 0.007,0.82436 ± 0.007,0.78858 ± 0.006,0.81695 ± 0.007,0.82078 ± 0.008,0.83418 ± 0.009,0.86309 ± 0.025,0.87338 ± 0.014,17268.00074 ± 659.886,0.86164 ± 0.004
Q1_1.0,0.81043 ± 0.004,0.72666 ± 0.005,0.78879 ± 0.004,0.82212 ± 0.004,0.77431 ± 0.005,0.77556 ± 0.003,0.77386 ± 0.004,0.79314 ± 0.004,0.77411 ± 0.005,0.78028 ± 0.006,0.82585 ± 0.010,0.81180 ± 0.004,16400.90094 ± 928.710,0.80420 ± 0.005
Q2_1.0,0.79904 ± 0.007,0.74255 ± 0.003,0.73313 ± 0.004,0.75010 ± 0.006,0.73635 ± 0.004,0.73972 ± 0.006,0.74410 ± 0.004,0.74047 ± 0.006,0.73904 ± 0.003,0.74666 ± 0.003,0.78972 ± 0.009,0.78224 ± 0.016,16289.19987 ± 670.164,0.76408 ± 0.002
Q3_1.0,0.77416 ± 0.007,0.75821 ± 0.003,0.73522 ± 0.003,0.75325 ± 0.006,0.73136 ± 0.003,0.73969 ± 0.002,0.74657 ± 0.006,0.73958 ± 0.003,0.73751 ± 0.005,0.74422 ± 0.007,0.77713 ± 0.003,0.78565 ± 0.014,15938.70794 ± 653.564,0.76094 ± 0.007
Q4_1.0,0.78079 ± 0.005,0.78475 ± 0.007,0.78301 ± 0.008,0.80364 ± 0.006,0.76488 ± 0.004,0.77486 ± 0.005,0.77248 ± 0.005,0.77050 ± 0.007,0.77382 ± 0.003,0.78968 ± 0.013,0.80862 ± 0.021,0.81648 ± 0.018,15430.51274 ± 748.947,0.83523 ± 0.007
