,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.45498 ± 0.003,0.19111 ± 0.000,0.11856 ± 0.000,0.11986 ± 0.001,0.09381 ± 0.001,0.08529 ± 0.001,0.08780 ± 0.001,0.11978 ± 0.000,0.08032 ± 0.001,0.10164 ± 0.012,0.10189 ± 0.004,0.09688 ± 0.006,0.10156 ± 0.001,0.15581 ± 0.001
Q1_Q3_0.5,0.44192 ± 0.002,0.22808 ± 0.000,0.10248 ± 0.000,0.10639 ± 0.002,0.08504 ± 0.003,0.07897 ± 0.000,0.08576 ± 0.001,0.10626 ± 0.001,0.07497 ± 0.001,0.10029 ± 0.006,0.09086 ± 0.004,0.08552 ± 0.004,0.10428 ± 0.002,0.14343 ± 0.001
Q1_Q4_0.5,0.42819 ± 0.002,0.30328 ± 0.001,0.14306 ± 0.001,0.13397 ± 0.001,0.11214 ± 0.001,0.11548 ± 0.001,0.12212 ± 0.002,0.14401 ± 0.001,0.10589 ± 0.001,0.14238 ± 0.004,0.12675 ± 0.001,0.12750 ± 0.002,0.15353 ± 0.001,0.17495 ± 0.001
Q2_Q3_0.5,0.41547 ± 0.002,0.25815 ± 0.001,0.04177 ± 0.000,0.07442 ± 0.001,0.06910 ± 0.004,0.06657 ± 0.001,0.06558 ± 0.001,0.06823 ± 0.001,0.06475 ± 0.001,0.08120 ± 0.007,0.05844 ± 0.004,0.05564 ± 0.004,0.07517 ± 0.001,0.10812 ± 0.001
Q2_Q4_0.5,0.40064 ± 0.003,0.32975 ± 0.001,0.12811 ± 0.001,0.11819 ± 0.001,0.09908 ± 0.001,0.09465 ± 0.001,0.10580 ± 0.001,0.12872 ± 0.001,0.09070 ± 0.001,0.13677 ± 0.009,0.11066 ± 0.001,0.11319 ± 0.002,0.13445 ± 0.001,0.16213 ± 0.001
Q3_Q4_0.5,0.38330 ± 0.001,0.35413 ± 0.001,0.13869 ± 0.001,0.13078 ± 0.001,0.10290 ± 0.001,0.09962 ± 0.001,0.10906 ± 0.001,0.13821 ± 0.001,0.09462 ± 0.002,0.15526 ± 0.013,0.11765 ± 0.002,0.12161 ± 0.003,0.13373 ± 0.001,0.17128 ± 0.001
Q1_0.5,0.47678 ± 0.003,0.15399 ± 0.000,0.13996 ± 0.001,0.11628 ± 0.001,0.09198 ± 0.001,0.08483 ± 0.001,0.10448 ± 0.000,0.13443 ± 0.002,0.08403 ± 0.000,0.10204 ± 0.005,0.11232 ± 0.005,0.11197 ± 0.006,0.12460 ± 0.003,0.17306 ± 0.000
Q2_0.5,0.43295 ± 0.002,0.22384 ± 0.001,0.05093 ± 0.000,0.06817 ± 0.001,0.05165 ± 0.001,0.05561 ± 0.001,0.05278 ± 0.000,0.06997 ± 0.001,0.05251 ± 0.001,0.06958 ± 0.008,0.05651 ± 0.002,0.05551 ± 0.003,0.07509 ± 0.001,0.11294 ± 0.001
Q3_0.5,0.39772 ± 0.003,0.28945 ± 0.001,0.04010 ± 0.001,0.06819 ± 0.001,0.05149 ± 0.002,0.05807 ± 0.001,0.05931 ± 0.000,0.06480 ± 0.001,0.05661 ± 0.001,0.08814 ± 0.008,0.05144 ± 0.002,0.05137 ± 0.004,0.07773 ± 0.001,0.10776 ± 0.001
Q4_0.5,0.36682 ± 0.001,0.40791 ± 0.002,0.17936 ± 0.001,0.13958 ± 0.001,0.12063 ± 0.001,0.11532 ± 0.001,0.13979 ± 0.002,0.17368 ± 0.001,0.11196 ± 0.001,0.18845 ± 0.008,0.14725 ± 0.003,0.15701 ± 0.005,0.17252 ± 0.001,0.20539 ± 0.001
Q1_Q2_0.75,0.45429 ± 0.001,0.19064 ± 0.000,0.14074 ± 0.001,0.16156 ± 0.001,0.11033 ± 0.002,0.11133 ± 0.001,0.10430 ± 0.002,0.14663 ± 0.001,0.09952 ± 0.002,0.11192 ± 0.004,0.12868 ± 0.002,0.12167 ± 0.004,0.10045 ± 0.002,0.17271 ± 0.001
Q1_Q3_0.75,0.44090 ± 0.002,0.22794 ± 0.000,0.11173 ± 0.001,0.13427 ± 0.003,0.09577 ± 0.001,0.09846 ± 0.001,0.09221 ± 0.000,0.11720 ± 0.002,0.09117 ± 0.001,0.11245 ± 0.010,0.09781 ± 0.005,0.09339 ± 0.003,0.10462 ± 0.002,0.14977 ± 0.000
Q1_Q4_0.75,0.42680 ± 0.002,0.30387 ± 0.001,0.14379 ± 0.001,0.15052 ± 0.000,0.12657 ± 0.001,0.13228 ± 0.001,0.13154 ± 0.001,0.14751 ± 0.001,0.12300 ± 0.001,0.15162 ± 0.008,0.13780 ± 0.002,0.13746 ± 0.002,0.15527 ± 0.001,0.17496 ± 0.001
Q2_Q3_0.75,0.41640 ± 0.001,0.25746 ± 0.000,0.04226 ± 0.000,0.09302 ± 0.000,0.07119 ± 0.001,0.08323 ± 0.001,0.07872 ± 0.002,0.07148 ± 0.001,0.08052 ± 0.002,0.08424 ± 0.012,0.06373 ± 0.004,0.06176 ± 0.001,0.07476 ± 0.001,0.10851 ± 0.001
Q2_Q4_0.75,0.40348 ± 0.001,0.32871 ± 0.001,0.13413 ± 0.001,0.14297 ± 0.001,0.10593 ± 0.001,0.11034 ± 0.001,0.11214 ± 0.001,0.13784 ± 0.001,0.10306 ± 0.001,0.14282 ± 0.009,0.11914 ± 0.001,0.11873 ± 0.003,0.13369 ± 0.001,0.16759 ± 0.001
Q3_Q4_0.75,0.38282 ± 0.002,0.35493 ± 0.000,0.15865 ± 0.000,0.16914 ± 0.001,0.12067 ± 0.001,0.12355 ± 0.001,0.12434 ± 0.002,0.16236 ± 0.002,0.11472 ± 0.002,0.16173 ± 0.009,0.13895 ± 0.002,0.14124 ± 0.004,0.13452 ± 0.001,0.18785 ± 0.001
Q1_0.75,0.47427 ± 0.004,0.15383 ± 0.001,0.15220 ± 0.001,0.15972 ± 0.003,0.10348 ± 0.001,0.10346 ± 0.001,0.11690 ± 0.001,0.15104 ± 0.002,0.09629 ± 0.001,0.12062 ± 0.018,0.12520 ± 0.004,0.12914 ± 0.004,0.12581 ± 0.003,0.18300 ± 0.001
Q2_0.75,0.43169 ± 0.003,0.22389 ± 0.000,0.05406 ± 0.000,0.07922 ± 0.001,0.05849 ± 0.001,0.06375 ± 0.001,0.06008 ± 0.001,0.07362 ± 0.002,0.05919 ± 0.001,0.07122 ± 0.006,0.06118 ± 0.002,0.05761 ± 0.005,0.07338 ± 0.001,0.11346 ± 0.001
Q3_0.75,0.39935 ± 0.003,0.28853 ± 0.001,0.04123 ± 0.001,0.07737 ± 0.000,0.05023 ± 0.000,0.06719 ± 0.001,0.06614 ± 0.000,0.06678 ± 0.001,0.06349 ± 0.001,0.09480 ± 0.012,0.05248 ± 0.002,0.05272 ± 0.002,0.07675 ± 0.001,0.10825 ± 0.000
Q4_0.75,0.36706 ± 0.001,0.41006 ± 0.001,0.19283 ± 0.001,0.18103 ± 0.002,0.13237 ± 0.001,0.13588 ± 0.002,0.14939 ± 0.002,0.19220 ± 0.002,0.12863 ± 0.002,0.19129 ± 0.014,0.16807 ± 0.006,0.17116 ± 0.003,0.17530 ± 0.002,0.21738 ± 0.002
Q1_Q2_1.0,0.45510 ± 0.002,0.19086 ± 0.000,0.17437 ± 0.000,0.19025 ± 0.002,0.18415 ± 0.002,0.18172 ± 0.002,0.18247 ± 0.017,0.18186 ± 0.001,0.18132 ± 0.008,0.15593 ± 0.011,0.17926 ± 0.006,0.17403 ± 0.005,0.10042 ± 0.002,0.20044 ± 0.000
Q1_Q3_1.0,0.43932 ± 0.002,0.22784 ± 0.000,0.12833 ± 0.000,0.15681 ± 0.001,0.11774 ± 0.002,0.12768 ± 0.004,0.11088 ± 0.006,0.13787 ± 0.002,0.11510 ± 0.002,0.10490 ± 0.006,0.11859 ± 0.009,0.11299 ± 0.005,0.10514 ± 0.001,0.16264 ± 0.001
Q1_Q4_1.0,0.42717 ± 0.002,0.30377 ± 0.001,0.14429 ± 0.001,0.14750 ± 0.000,0.14062 ± 0.001,0.14396 ± 0.001,0.14481 ± 0.001,0.14618 ± 0.000,0.14273 ± 0.001,0.24559 ± 0.001,0.14439 ± 0.001,0.14455 ± 0.001,0.15740 ± 0.001,0.17584 ± 0.001
Q2_Q3_1.0,0.41568 ± 0.001,0.25780 ± 0.000,0.04344 ± 0.000,0.11398 ± 0.001,0.07055 ± 0.001,0.10853 ± 0.002,0.10226 ± 0.002,0.07679 ± 0.000,0.10938 ± 0.003,0.10155 ± 0.009,0.07730 ± 0.003,0.07658 ± 0.001,0.07472 ± 0.001,0.10931 ± 0.000
Q2_Q4_1.0,0.40204 ± 0.001,0.32907 ± 0.001,0.14702 ± 0.001,0.15719 ± 0.001,0.12662 ± 0.001,0.13439 ± 0.002,0.13017 ± 0.002,0.15302 ± 0.001,0.13002 ± 0.001,0.14488 ± 0.009,0.13844 ± 0.005,0.14103 ± 0.004,0.13428 ± 0.001,0.17776 ± 0.001
Q3_Q4_1.0,0.38309 ± 0.001,0.35487 ± 0.001,0.18641 ± 0.001,0.18594 ± 0.001,0.19013 ± 0.001,0.17928 ± 0.002,0.16737 ± 0.003,0.18801 ± 0.001,0.17935 ± 0.005,0.20072 ± 0.008,0.18517 ± 0.002,0.18727 ± 0.002,0.13433 ± 0.001,0.21158 ± 0.001
Q1_1.0,0.47773 ± 0.001,0.15379 ± 0.000,0.16568 ± 0.001,0.19721 ± 0.002,0.12421 ± 0.002,0.13505 ± 0.001,0.13795 ± 0.001,0.17255 ± 0.002,0.12581 ± 0.001,0.13994 ± 0.010,0.14987 ± 0.003,0.14403 ± 0.002,0.12479 ± 0.003,0.19316 ± 0.002
Q2_1.0,0.43053 ± 0.002,0.22394 ± 0.001,0.05773 ± 0.000,0.09347 ± 0.001,0.06500 ± 0.001,0.07469 ± 0.000,0.06895 ± 0.002,0.07689 ± 0.001,0.06830 ± 0.001,0.07833 ± 0.014,0.06762 ± 0.002,0.06308 ± 0.003,0.07283 ± 0.001,0.11590 ± 0.001
Q3_1.0,0.39686 ± 0.002,0.28877 ± 0.001,0.04369 ± 0.001,0.09088 ± 0.001,0.06123 ± 0.004,0.07743 ± 0.001,0.07373 ± 0.001,0.06932 ± 0.001,0.07343 ± 0.001,0.09424 ± 0.013,0.05375 ± 0.003,0.05804 ± 0.003,0.07617 ± 0.001,0.10912 ± 0.001
Q4_1.0,0.36772 ± 0.002,0.41010 ± 0.001,0.20601 ± 0.001,0.22344 ± 0.001,0.15274 ± 0.001,0.17024 ± 0.002,0.17460 ± 0.001,0.21035 ± 0.001,0.16339 ± 0.002,0.22092 ± 0.019,0.19075 ± 0.004,0.19463 ± 0.004,0.17485 ± 0.001,0.22920 ± 0.001
