,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.95455 ± 0.010,0.87826 ± 0.009,0.83267 ± 0.009,0.86000 ± 0.008,0.86361 ± 0.008,0.85923 ± 0.009,0.85160 ± 0.009,0.85785 ± 0.009,0.86615 ± 0.009,0.81338 ± 0.014,0.82866 ± 0.009,0.83206 ± 0.010,0.99767 ± 0.003,0.83172 ± 0.011
Q1_Q3_0.5,0.95131 ± 0.006,0.87248 ± 0.006,0.84420 ± 0.010,0.85300 ± 0.005,0.85547 ± 0.007,0.84633 ± 0.002,0.85148 ± 0.008,0.84112 ± 0.006,0.85172 ± 0.007,0.79778 ± 0.012,0.81901 ± 0.008,0.82360 ± 0.007,0.99912 ± 0.001,0.83382 ± 0.002
Q1_Q4_0.5,0.94932 ± 0.006,0.84376 ± 0.005,0.82034 ± 0.009,0.83795 ± 0.009,0.83732 ± 0.009,0.83229 ± 0.007,0.83211 ± 0.014,0.81828 ± 0.013,0.84526 ± 0.005,0.76465 ± 0.015,0.80345 ± 0.008,0.79604 ± 0.013,0.99794 ± 0.002,0.80757 ± 0.006
Q2_Q3_0.5,0.88959 ± 0.005,0.87205 ± 0.004,0.86191 ± 0.007,0.85804 ± 0.008,0.85965 ± 0.007,0.86066 ± 0.006,0.85105 ± 0.009,0.85977 ± 0.010,0.85722 ± 0.007,0.81688 ± 0.007,0.81866 ± 0.006,0.82120 ± 0.009,0.99942 ± 0.001,0.85769 ± 0.008
Q2_Q4_0.5,0.87917 ± 0.009,0.85291 ± 0.008,0.82521 ± 0.011,0.83580 ± 0.008,0.84494 ± 0.011,0.84985 ± 0.008,0.83590 ± 0.009,0.82719 ± 0.008,0.82521 ± 0.011,0.78174 ± 0.014,0.76423 ± 0.018,0.77580 ± 0.020,0.99883 ± 0.001,0.81353 ± 0.012
Q3_Q4_0.5,0.87298 ± 0.016,0.82771 ± 0.009,0.82108 ± 0.007,0.83616 ± 0.006,0.84340 ± 0.008,0.83889 ± 0.010,0.83233 ± 0.007,0.82554 ± 0.007,0.83529 ± 0.018,0.73748 ± 0.021,0.78153 ± 0.014,0.78273 ± 0.010,0.99971 ± 0.001,0.81338 ± 0.006
Q1_0.5,0.94305 ± 0.006,0.88054 ± 0.005,0.84422 ± 0.006,0.85896 ± 0.006,0.86869 ± 0.005,0.85475 ± 0.005,0.85780 ± 0.006,0.84322 ± 0.007,0.86430 ± 0.004,0.80970 ± 0.008,0.83407 ± 0.007,0.83166 ± 0.004,0.99970 ± 0.001,0.84313 ± 0.007
Q2_0.5,0.86965 ± 0.006,0.87142 ± 0.011,0.86354 ± 0.005,0.86063 ± 0.009,0.86397 ± 0.008,0.86251 ± 0.009,0.86166 ± 0.010,0.86363 ± 0.008,0.86714 ± 0.009,0.82747 ± 0.011,0.83156 ± 0.009,0.81678 ± 0.007,0.99881 ± 0.002,0.86219 ± 0.004
Q3_0.5,0.87177 ± 0.007,0.85103 ± 0.005,0.85958 ± 0.008,0.86361 ± 0.006,0.85943 ± 0.009,0.85676 ± 0.007,0.85467 ± 0.009,0.85693 ± 0.007,0.86018 ± 0.010,0.82185 ± 0.009,0.82237 ± 0.010,0.82551 ± 0.010,0.99824 ± 0.002,0.85910 ± 0.008
Q4_0.5,0.85404 ± 0.007,0.83007 ± 0.009,0.82305 ± 0.012,0.84992 ± 0.010,0.85296 ± 0.006,0.85158 ± 0.010,0.84783 ± 0.010,0.82865 ± 0.011,0.82305 ± 0.012,0.77822 ± 0.015,0.78675 ± 0.019,0.79019 ± 0.011,0.99971 ± 0.001,0.81487 ± 0.006
Q1_Q2_0.75,0.94178 ± 0.007,0.89849 ± 0.005,0.79534 ± 0.007,0.82042 ± 0.007,0.83421 ± 0.005,0.83726 ± 0.013,0.83715 ± 0.009,0.83762 ± 0.004,0.84821 ± 0.008,0.78592 ± 0.018,0.81635 ± 0.017,0.82223 ± 0.005,0.99795 ± 0.001,0.80799 ± 0.004
Q1_Q3_0.75,0.94180 ± 0.008,0.89260 ± 0.007,0.82142 ± 0.008,0.81726 ± 0.011,0.84576 ± 0.006,0.84167 ± 0.015,0.83160 ± 0.011,0.83248 ± 0.011,0.84374 ± 0.008,0.78574 ± 0.014,0.81711 ± 0.007,0.81503 ± 0.014,0.99765 ± 0.002,0.80334 ± 0.011
Q1_Q4_0.75,0.93958 ± 0.009,0.83311 ± 0.009,0.75275 ± 0.011,0.76490 ± 0.013,0.80049 ± 0.007,0.77486 ± 0.012,0.80351 ± 0.017,0.76156 ± 0.010,0.80166 ± 0.005,0.70974 ± 0.006,0.73426 ± 0.015,0.73747 ± 0.024,0.99854 ± 0.002,0.77384 ± 0.017
Q2_Q3_0.75,0.89611 ± 0.011,0.89764 ± 0.003,0.86057 ± 0.005,0.85138 ± 0.009,0.85846 ± 0.012,0.84925 ± 0.009,0.85360 ± 0.007,0.86176 ± 0.007,0.85017 ± 0.005,0.82309 ± 0.011,0.81820 ± 0.012,0.81849 ± 0.008,0.99912 ± 0.001,0.84774 ± 0.009
Q2_Q4_0.75,0.88498 ± 0.010,0.86357 ± 0.010,0.80127 ± 0.008,0.81833 ± 0.012,0.82889 ± 0.009,0.83638 ± 0.009,0.82680 ± 0.005,0.79426 ± 0.010,0.81164 ± 0.015,0.72271 ± 0.012,0.73832 ± 0.013,0.74397 ± 0.016,0.99854 ± 0.001,0.78315 ± 0.013
Q3_Q4_0.75,0.87403 ± 0.012,0.82692 ± 0.007,0.79173 ± 0.007,0.80919 ± 0.006,0.81589 ± 0.013,0.81719 ± 0.009,0.82197 ± 0.006,0.79667 ± 0.010,0.80523 ± 0.020,0.66648 ± 0.032,0.75507 ± 0.008,0.73134 ± 0.015,0.99705 ± 0.003,0.76186 ± 0.013
Q1_0.75,0.92932 ± 0.017,0.87619 ± 0.005,0.80921 ± 0.008,0.84331 ± 0.007,0.85059 ± 0.006,0.83891 ± 0.010,0.85852 ± 0.012,0.83769 ± 0.007,0.85229 ± 0.008,0.79567 ± 0.017,0.82358 ± 0.007,0.83208 ± 0.009,0.99883 ± 0.001,0.82536 ± 0.014
Q2_0.75,0.88079 ± 0.013,0.87809 ± 0.010,0.87053 ± 0.007,0.86070 ± 0.008,0.86628 ± 0.010,0.86499 ± 0.009,0.86487 ± 0.007,0.86683 ± 0.007,0.86624 ± 0.012,0.82541 ± 0.013,0.82400 ± 0.008,0.82249 ± 0.010,0.99942 ± 0.001,0.86634 ± 0.004
Q3_0.75,0.88231 ± 0.008,0.87818 ± 0.006,0.86895 ± 0.006,0.86309 ± 0.010,0.86461 ± 0.007,0.86392 ± 0.006,0.85990 ± 0.007,0.86922 ± 0.009,0.86022 ± 0.009,0.81283 ± 0.011,0.82611 ± 0.006,0.82208 ± 0.007,0.99912 ± 0.001,0.85257 ± 0.008
Q4_0.75,0.86566 ± 0.014,0.79822 ± 0.008,0.79342 ± 0.004,0.83661 ± 0.008,0.83392 ± 0.009,0.83318 ± 0.006,0.82834 ± 0.009,0.80540 ± 0.006,0.82119 ± 0.024,0.71070 ± 0.010,0.75638 ± 0.010,0.76451 ± 0.019,0.99971 ± 0.001,0.80117 ± 0.009
Q1_Q2_1.0,0.91197 ± 0.014,0.89283 ± 0.006,0.68064 ± 0.036,0.68873 ± 0.011,0.75902 ± 0.016,0.73913 ± 0.021,0.74147 ± 0.031,0.70009 ± 0.025,0.71595 ± 0.023,0.74363 ± 0.029,0.61335 ± 0.064,0.61513 ± 0.034,0.99531 ± 0.003,0.66681 ± 0.029
Q1_Q3_1.0,0.91419 ± 0.014,0.89896 ± 0.004,0.75008 ± 0.009,0.71644 ± 0.011,0.77428 ± 0.018,0.76157 ± 0.028,0.74792 ± 0.016,0.74108 ± 0.007,0.75585 ± 0.008,0.74991 ± 0.017,0.68491 ± 0.021,0.68234 ± 0.020,0.98767 ± 0.004,0.71341 ± 0.011
Q1_Q4_1.0,0.91747 ± 0.013,0.83935 ± 0.004,0.49635 ± 0.028,0.45152 ± 0.029,0.66423 ± 0.010,0.59171 ± 0.030,0.69949 ± 0.011,0.65065 ± 0.005,0.65857 ± 0.023,0.43192 ± 0.032,0.39809 ± 0.003,0.62743 ± 0.016,0.98915 ± 0.008,0.68838 ± 0.016
Q2_Q3_1.0,0.91391 ± 0.012,0.90152 ± 0.005,0.86369 ± 0.009,0.83975 ± 0.003,0.85446 ± 0.006,0.84543 ± 0.007,0.84158 ± 0.010,0.86279 ± 0.006,0.84467 ± 0.007,0.81497 ± 0.012,0.79626 ± 0.009,0.79958 ± 0.011,0.99765 ± 0.001,0.84965 ± 0.008
Q2_Q4_1.0,0.89052 ± 0.004,0.84666 ± 0.009,0.75733 ± 0.007,0.74558 ± 0.011,0.77188 ± 0.005,0.74823 ± 0.007,0.77848 ± 0.004,0.77202 ± 0.010,0.75314 ± 0.006,0.71814 ± 0.011,0.68567 ± 0.014,0.70021 ± 0.011,0.99795 ± 0.001,0.74873 ± 0.014
Q3_Q4_1.0,0.90256 ± 0.014,0.79895 ± 0.005,0.65032 ± 0.008,0.67603 ± 0.011,0.71391 ± 0.014,0.70366 ± 0.010,0.72782 ± 0.013,0.69294 ± 0.007,0.70765 ± 0.009,0.66667 ± 0.033,0.64462 ± 0.045,0.62260 ± 0.030,0.99942 ± 0.001,0.73091 ± 0.008
Q1_1.0,0.90141 ± 0.007,0.87841 ± 0.007,0.77322 ± 0.005,0.78149 ± 0.011,0.80557 ± 0.014,0.79793 ± 0.024,0.81302 ± 0.012,0.78543 ± 0.012,0.83021 ± 0.009,0.76670 ± 0.021,0.73269 ± 0.031,0.76028 ± 0.012,0.99794 ± 0.002,0.73197 ± 0.023
Q2_1.0,0.88934 ± 0.006,0.88988 ± 0.009,0.86450 ± 0.004,0.86808 ± 0.007,0.86559 ± 0.009,0.86006 ± 0.007,0.86203 ± 0.008,0.86790 ± 0.008,0.86678 ± 0.009,0.82924 ± 0.015,0.82570 ± 0.007,0.82217 ± 0.005,0.99853 ± 0.001,0.86411 ± 0.006
Q3_1.0,0.88823 ± 0.003,0.88490 ± 0.007,0.86574 ± 0.008,0.84978 ± 0.013,0.85989 ± 0.009,0.85117 ± 0.006,0.85130 ± 0.010,0.86557 ± 0.007,0.85266 ± 0.010,0.80011 ± 0.010,0.82327 ± 0.013,0.81921 ± 0.014,0.99618 ± 0.005,0.85566 ± 0.005
Q4_1.0,0.86526 ± 0.010,0.79136 ± 0.006,0.75898 ± 0.008,0.77926 ± 0.009,0.78858 ± 0.011,0.78087 ± 0.010,0.78755 ± 0.009,0.77615 ± 0.008,0.78975 ± 0.017,0.67182 ± 0.043,0.71414 ± 0.027,0.71564 ± 0.015,0.99971 ± 0.001,0.75059 ± 0.011
