,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q2_Q3_0.75,0.33586 ± 0.004,0.44916 ± 0.001,0.04594 ± 0.000,0.11667 ± 0.003,0.09356 ± 0.003,0.08629 ± 0.002,0.08928 ± 0.002,0.06840 ± 0.001,0.09287 ± 0.016,0.09561 ± 0.019,0.06565 ± 0.007,0.06312 ± 0.006,0.08547 ± 0.001,0.10985 ± 0.001
Q2_Q4_0.75,0.34006 ± 0.002,0.52870 ± 0.001,0.18532 ± 0.002,0.19255 ± 0.006,0.18007 ± 0.002,0.30569 ± 0.257,0.17728 ± 0.002,0.18801 ± 0.002,0.18349 ± 0.003,0.19250 ± 0.017,0.18687 ± 0.004,0.18467 ± 0.002,0.18445 ± 0.002,0.21074 ± 0.003
Q3_Q4_0.75,0.33655 ± 0.005,0.53266 ± 0.002,0.20141 ± 0.001,0.20775 ± 0.004,0.19344 ± 0.004,0.19047 ± 0.001,0.19035 ± 0.004,0.20305 ± 0.002,0.19206 ± 0.003,0.25168 ± 0.027,0.20349 ± 0.005,0.20219 ± 0.005,0.18381 ± 0.002,0.22557 ± 0.002
Q1_0.75,0.49687 ± 0.002,0.22298 ± 0.001,0.12327 ± 0.000,0.14870 ± 0.007,0.13735 ± 0.012,0.14627 ± 0.007,0.17108 ± 0.021,0.13541 ± 0.002,0.15845 ± 0.070,0.11381 ± 0.010,0.12559 ± 0.004,0.12171 ± 0.006,0.10491 ± 0.001,0.15940 ± 0.001
Q2_0.75,0.34210 ± 0.008,0.44171 ± 0.003,0.05238 ± 0.001,0.09446 ± 0.004,0.07014 ± 0.001,0.06885 ± 0.001,0.06854 ± 0.001,0.07138 ± 0.002,0.06561 ± 0.004,0.10241 ± 0.028,0.06299 ± 0.005,0.06400 ± 0.007,0.08143 ± 0.002,0.11252 ± 0.003
Q3_0.75,0.32854 ± 0.008,0.45503 ± 0.003,0.04558 ± 0.001,0.10646 ± 0.004,0.06922 ± 0.001,0.06968 ± 0.001,0.07211 ± 0.002,0.06808 ± 0.002,0.06606 ± 0.003,0.12086 ± 0.016,0.05675 ± 0.008,0.06629 ± 0.007,0.08856 ± 0.002,0.11075 ± 0.002
Q4_0.75,0.33520 ± 0.008,0.59214 ± 0.002,0.25067 ± 0.002,0.25619 ± 0.004,0.23821 ± 0.003,0.63816 ± 0.533,0.23839 ± 0.003,0.25466 ± 0.003,0.24075 ± 0.002,0.28905 ± 0.031,0.24990 ± 0.006,0.26039 ± 0.004,0.23933 ± 0.002,0.26900 ± 0.003
Q1_Q2_1.0,0.46233 ± 0.001,0.29204 ± 0.001,0.60270 ± 0.005,0.60463 ± 0.007,0.76065 ± 0.163,0.60395 ± 0.008,0.59866 ± 0.004,0.59066 ± 0.007,0.60601 ± 0.014,0.61468 ± 0.063,4.48303 ± 0.808,0.60744 ± 0.019,0.10032 ± 0.001,0.61186 ± 0.006
Q1_Q3_1.0,0.45812 ± 0.001,0.30036 ± 0.001,0.59348 ± 0.005,0.59796 ± 0.005,2.14780 ± 3.044,0.60287 ± 0.012,0.58663 ± 0.009,0.58202 ± 0.008,0.58873 ± 0.017,0.59510 ± 0.068,4.04440 ± 0.720,0.60191 ± 0.033,0.10050 ± 0.001,0.60235 ± 0.004
Q1_Q4_1.0,0.45736 ± 0.003,0.36208 ± 0.002,0.14240 ± 0.001,0.14397 ± 0.001,0.14338 ± 0.001,0.14239 ± 0.001,0.14347 ± 0.001,0.23089 ± 0.004,0.14392 ± 0.001,0.31259 ± 0.001,4.18602 ± 0.539,0.14822 ± 0.006,0.15212 ± 0.001,0.17391 ± 0.002
Q2_Q3_1.0,0.33741 ± 0.004,0.44941 ± 0.001,0.04853 ± 0.000,0.12103 ± 0.002,0.12844 ± 0.002,0.11566 ± 0.002,0.11437 ± 0.004,0.07471 ± 0.001,0.13573 ± 0.008,0.12293 ± 0.027,0.06846 ± 0.003,0.06584 ± 0.007,0.08451 ± 0.001,0.11083 ± 0.001
Q2_Q4_1.0,0.34148 ± 0.002,0.52840 ± 0.001,0.19853 ± 0.001,0.20343 ± 0.001,0.20419 ± 0.002,0.19672 ± 0.002,0.18979 ± 0.003,0.20096 ± 0.003,0.20069 ± 0.006,0.23678 ± 0.014,0.19553 ± 0.005,0.19845 ± 0.006,0.18369 ± 0.002,0.22191 ± 0.003
Q3_Q4_1.0,0.33403 ± 0.001,0.53146 ± 0.001,0.22622 ± 0.001,0.22745 ± 0.004,0.22940 ± 0.002,0.22630 ± 0.001,0.22347 ± 0.003,0.22800 ± 0.001,0.22813 ± 0.003,0.29929 ± 0.007,0.22174 ± 0.004,0.22473 ± 0.003,0.18258 ± 0.001,0.24789 ± 0.001
Q1_1.0,0.49478 ± 0.002,0.22399 ± 0.001,0.68220 ± 0.006,0.68299 ± 0.007,4.33328 ± 4.613,0.68619 ± 0.014,0.66954 ± 0.009,0.67108 ± 0.009,0.68518 ± 0.012,0.68654 ± 0.079,5.23420 ± 0.617,0.67078 ± 0.012,0.10457 ± 0.001,0.68975 ± 0.006
Q2_1.0,0.34448 ± 0.006,0.44232 ± 0.002,0.05609 ± 0.001,0.10689 ± 0.001,0.07645 ± 0.001,0.07455 ± 0.001,0.07981 ± 0.001,0.07284 ± 0.002,0.08147 ± 0.009,0.09152 ± 0.018,0.06778 ± 0.006,0.06074 ± 0.005,0.08209 ± 0.001,0.11413 ± 0.003
Q3_1.0,0.33126 ± 0.005,0.45593 ± 0.003,0.04844 ± 0.001,0.10317 ± 0.002,0.07510 ± 0.001,0.07552 ± 0.001,0.07779 ± 0.005,0.07080 ± 0.001,0.08187 ± 0.011,0.09714 ± 0.019,0.06764 ± 0.005,0.06937 ± 0.004,0.08724 ± 0.002,0.11192 ± 0.003
Q4_1.0,0.33693 ± 0.002,0.59298 ± 0.002,0.26386 ± 0.001,0.27405 ± 0.003,0.26168 ± 0.002,0.26065 ± 0.002,0.25713 ± 0.003,0.26552 ± 0.002,0.25875 ± 0.003,0.32955 ± 0.023,0.26050 ± 0.003,0.26734 ± 0.004,0.23974 ± 0.002,0.28103 ± 0.004
