,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q2_Q3_0.75,0.60076 ± 0.007,0.60664 ± 0.007,0.58416 ± 0.003,0.60710 ± 0.007,0.60655 ± 0.006,0.68581 ± 0.124,0.61735 ± 0.008,0.60125 ± 0.006,0.62345 ± 0.005,0.60560 ± 0.004,0.66644 ± 0.012,0.66332 ± 0.011,0.65454 ± 0.015,0.60832 ± 0.004
Q2_Q4_0.75,0.62470 ± 0.011,0.63484 ± 0.006,0.64103 ± 0.005,0.65650 ± 0.006,0.64723 ± 0.005,0.76119 ± 0.096,0.65214 ± 0.005,0.65115 ± 0.007,0.65516 ± 0.005,0.66108 ± 0.010,0.68979 ± 0.011,0.69585 ± 0.009,0.66747 ± 0.008,0.67100 ± 0.012
Q3_Q4_0.75,0.61654 ± 0.006,0.62623 ± 0.004,0.64412 ± 0.007,0.66669 ± 0.013,0.64511 ± 0.007,0.76378 ± 0.096,0.64462 ± 0.008,0.65806 ± 0.008,0.64137 ± 0.011,0.66983 ± 0.022,0.69603 ± 0.010,0.70413 ± 0.008,0.65348 ± 0.012,0.67635 ± 0.015
Q1_0.75,0.61040 ± 0.004,0.57573 ± 0.003,0.62170 ± 0.007,0.63883 ± 0.004,0.61038 ± 0.003,0.78011 ± 0.087,0.61348 ± 0.007,0.61888 ± 0.006,0.61234 ± 0.005,0.62474 ± 0.010,0.68303 ± 0.008,0.67624 ± 0.007,0.65757 ± 0.008,0.62570 ± 0.006
Q2_0.75,0.58931 ± 0.008,0.58331 ± 0.005,0.58041 ± 0.005,0.59319 ± 0.006,0.59042 ± 0.006,0.81051 ± 0.067,0.59035 ± 0.006,0.58967 ± 0.004,0.59371 ± 0.006,0.59661 ± 0.007,0.64593 ± 0.003,0.64702 ± 0.006,0.65427 ± 0.008,0.59645 ± 0.008
Q3_0.75,0.59504 ± 0.005,0.60101 ± 0.007,0.58217 ± 0.005,0.59866 ± 0.004,0.59822 ± 0.005,0.84747 ± 0.003,0.59561 ± 0.006,0.58815 ± 0.007,0.59992 ± 0.006,0.60078 ± 0.009,0.65809 ± 0.011,0.66197 ± 0.009,0.67145 ± 0.006,0.59314 ± 0.006
Q4_0.75,0.60762 ± 0.006,0.63542 ± 0.003,0.63654 ± 0.004,0.63181 ± 0.003,0.63136 ± 0.003,0.84436 ± 0.007,0.63174 ± 0.003,0.64119 ± 0.005,0.62355 ± 0.003,0.65487 ± 0.017,0.68895 ± 0.006,0.69646 ± 0.009,0.66622 ± 0.003,0.65274 ± 0.007
Q1_Q2_1.0,0.64279 ± 0.003,0.58906 ± 0.003,0.71069 ± 0.010,0.74703 ± 0.012,0.72747 ± 0.014,0.79048 ± 0.047,0.73047 ± 0.009,0.70633 ± 0.010,0.73554 ± 0.006,0.71185 ± 0.017,0.79079 ± 0.012,0.77935 ± 0.013,0.62657 ± 0.005,0.73768 ± 0.007
Q1_Q3_1.0,0.64746 ± 0.010,0.59444 ± 0.006,0.64322 ± 0.005,0.68351 ± 0.013,0.65848 ± 0.007,0.68299 ± 0.082,0.67200 ± 0.006,0.65013 ± 0.005,0.67671 ± 0.010,0.65372 ± 0.014,0.72783 ± 0.013,0.71582 ± 0.012,0.66442 ± 0.006,0.66619 ± 0.011
Q1_Q4_1.0,0.68805 ± 0.009,0.69455 ± 0.007,0.77354 ± 0.007,0.78072 ± 0.009,0.77055 ± 0.007,0.78604 ± 0.031,0.77041 ± 0.007,0.77613 ± 0.006,0.77151 ± 0.006,0.78690 ± 0.007,0.78938 ± 0.016,0.79311 ± 0.008,0.68956 ± 0.005,0.76669 ± 0.006
Q2_Q3_1.0,0.60421 ± 0.009,0.60041 ± 0.005,0.58344 ± 0.003,0.62733 ± 0.004,0.60348 ± 0.008,0.73933 ± 0.126,0.64575 ± 0.005,0.60612 ± 0.004,0.65331 ± 0.008,0.60954 ± 0.005,0.67141 ± 0.004,0.66507 ± 0.008,0.65465 ± 0.012,0.60427 ± 0.006
Q2_Q4_1.0,0.62832 ± 0.007,0.65258 ± 0.007,0.67411 ± 0.003,0.70083 ± 0.007,0.69014 ± 0.004,0.70681 ± 0.063,0.69069 ± 0.009,0.67898 ± 0.003,0.69192 ± 0.008,0.69970 ± 0.008,0.71363 ± 0.001,0.72611 ± 0.007,0.66020 ± 0.009,0.70427 ± 0.007
Q3_Q4_1.0,0.62317 ± 0.006,0.63684 ± 0.004,0.71945 ± 0.006,0.75021 ± 0.005,0.74137 ± 0.009,0.77115 ± 0.062,0.72518 ± 0.006,0.72914 ± 0.006,0.73226 ± 0.004,0.75230 ± 0.006,0.77066 ± 0.013,0.77322 ± 0.013,0.62344 ± 0.012,0.72507 ± 0.011
Q1_1.0,0.62548 ± 0.009,0.56963 ± 0.004,0.64152 ± 0.006,0.67686 ± 0.006,0.62596 ± 0.004,0.80208 ± 0.079,0.63919 ± 0.007,0.64220 ± 0.006,0.63973 ± 0.006,0.65072 ± 0.014,0.71559 ± 0.012,0.69964 ± 0.011,0.64999 ± 0.004,0.65453 ± 0.008
Q2_1.0,0.59436 ± 0.005,0.58084 ± 0.004,0.58287 ± 0.003,0.60826 ± 0.003,0.59220 ± 0.005,0.73984 ± 0.129,0.59889 ± 0.004,0.59185 ± 0.006,0.60267 ± 0.008,0.59846 ± 0.007,0.65473 ± 0.011,0.65183 ± 0.006,0.65452 ± 0.010,0.60246 ± 0.005
Q3_1.0,0.59532 ± 0.004,0.59981 ± 0.008,0.58373 ± 0.005,0.60755 ± 0.006,0.59950 ± 0.004,0.84648 ± 0.003,0.60243 ± 0.006,0.59099 ± 0.006,0.60436 ± 0.004,0.60115 ± 0.008,0.66037 ± 0.008,0.66899 ± 0.008,0.66398 ± 0.010,0.60607 ± 0.006
Q4_1.0,0.61428 ± 0.006,0.63829 ± 0.007,0.67254 ± 0.004,0.69846 ± 0.007,0.66713 ± 0.005,0.81484 ± 0.038,0.67137 ± 0.004,0.67840 ± 0.004,0.66574 ± 0.005,0.68102 ± 0.017,0.70989 ± 0.008,0.71220 ± 0.007,0.65461 ± 0.006,0.69478 ± 0.010
