,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q3_0.5,0.69374 ± 0.009,0.69807 ± 0.005,0.64843 ± 0.004,0.65611 ± 0.005,0.65139 ± 0.004,0.76529 ± 0.105,0.65107 ± 0.005,0.65183 ± 0.005,0.65266 ± 0.004,0.65158 ± 0.004,0.66980 ± 0.007,0.67383 ± 0.007,0.80022 ± 0.008,0.65797 ± 0.003
Q4_0.5,0.69376 ± 0.008,0.77448 ± 0.008,0.68768 ± 0.007,0.66814 ± 0.006,0.66571 ± 0.006,0.81923 ± 0.059,0.66804 ± 0.006,0.68471 ± 0.006,0.65684 ± 0.008,0.67184 ± 0.012,0.68579 ± 0.011,0.68857 ± 0.010,0.80304 ± 0.006,0.69942 ± 0.006
Q1_Q2_0.75,0.78963 ± 0.005,0.66120 ± 0.006,0.71149 ± 0.005,0.73032 ± 0.003,0.69649 ± 0.004,0.80598 ± 0.071,0.68979 ± 0.002,0.71683 ± 0.004,0.68954 ± 0.005,0.68982 ± 0.015,0.73815 ± 0.005,0.71693 ± 0.006,0.78515 ± 0.016,0.73351 ± 0.006
Q1_Q3_0.75,0.78163 ± 0.008,0.69370 ± 0.004,0.68543 ± 0.004,0.70870 ± 0.009,0.68435 ± 0.007,0.80206 ± 0.087,0.67983 ± 0.009,0.69046 ± 0.004,0.67678 ± 0.006,0.67468 ± 0.004,0.70306 ± 0.008,0.69987 ± 0.006,0.79515 ± 0.010,0.71122 ± 0.005
Q1_Q4_0.75,0.78907 ± 0.009,0.77423 ± 0.005,0.73614 ± 0.008,0.74673 ± 0.010,0.72205 ± 0.006,0.78377 ± 0.063,0.72057 ± 0.008,0.73987 ± 0.009,0.70810 ± 0.004,0.73828 ± 0.009,0.74922 ± 0.008,0.75775 ± 0.008,0.80316 ± 0.006,0.76106 ± 0.010
Q2_Q3_0.75,0.75050 ± 0.008,0.69806 ± 0.007,0.65401 ± 0.004,0.66336 ± 0.007,0.66816 ± 0.006,0.68581 ± 0.124,0.66775 ± 0.004,0.66768 ± 0.006,0.67366 ± 0.003,0.65928 ± 0.006,0.68356 ± 0.008,0.67708 ± 0.008,0.79254 ± 0.012,0.67680 ± 0.005
Q2_Q4_0.75,0.74695 ± 0.006,0.79403 ± 0.009,0.70405 ± 0.007,0.71548 ± 0.007,0.69297 ± 0.006,0.76119 ± 0.096,0.69453 ± 0.006,0.71575 ± 0.007,0.68913 ± 0.007,0.70476 ± 0.008,0.70521 ± 0.010,0.70580 ± 0.008,0.80253 ± 0.006,0.73106 ± 0.010
Q3_Q4_0.75,0.72533 ± 0.008,0.80199 ± 0.008,0.70678 ± 0.006,0.72221 ± 0.008,0.68441 ± 0.006,0.76378 ± 0.096,0.68231 ± 0.005,0.71658 ± 0.004,0.67648 ± 0.008,0.71810 ± 0.023,0.71339 ± 0.007,0.72864 ± 0.006,0.80139 ± 0.007,0.74053 ± 0.010
Q1_0.75,0.76986 ± 0.005,0.65182 ± 0.004,0.68715 ± 0.006,0.69603 ± 0.004,0.66962 ± 0.006,0.78011 ± 0.087,0.67335 ± 0.007,0.69473 ± 0.006,0.66917 ± 0.005,0.67449 ± 0.011,0.69747 ± 0.008,0.68934 ± 0.005,0.78938 ± 0.013,0.70057 ± 0.009
Q2_0.75,0.73583 ± 0.006,0.67696 ± 0.006,0.64885 ± 0.005,0.65232 ± 0.005,0.65446 ± 0.005,0.81051 ± 0.067,0.65298 ± 0.006,0.65703 ± 0.005,0.65330 ± 0.005,0.65311 ± 0.004,0.66504 ± 0.004,0.66669 ± 0.006,0.79211 ± 0.011,0.66313 ± 0.007
Q3_0.75,0.71247 ± 0.007,0.70362 ± 0.004,0.64692 ± 0.004,0.65749 ± 0.005,0.65857 ± 0.005,0.84747 ± 0.003,0.65341 ± 0.004,0.65224 ± 0.005,0.65439 ± 0.005,0.65217 ± 0.002,0.66993 ± 0.010,0.67701 ± 0.008,0.79877 ± 0.008,0.65865 ± 0.006
Q4_0.75,0.70444 ± 0.008,0.79310 ± 0.006,0.69762 ± 0.004,0.68425 ± 0.005,0.67413 ± 0.006,0.84436 ± 0.007,0.67544 ± 0.003,0.70118 ± 0.005,0.66580 ± 0.004,0.69721 ± 0.021,0.70071 ± 0.006,0.71165 ± 0.011,0.80267 ± 0.007,0.71244 ± 0.006
Q1_Q2_1.0,0.78641 ± 0.007,0.66108 ± 0.005,0.76128 ± 0.006,0.77753 ± 0.010,0.77089 ± 0.008,0.79048 ± 0.047,0.76864 ± 0.006,0.76415 ± 0.007,0.76594 ± 0.006,0.74942 ± 0.016,0.79288 ± 0.009,0.78712 ± 0.005,0.78122 ± 0.016,0.78276 ± 0.005
Q1_Q3_1.0,0.79046 ± 0.006,0.68939 ± 0.003,0.70499 ± 0.007,0.74298 ± 0.011,0.71331 ± 0.007,0.68299 ± 0.082,0.71364 ± 0.009,0.72062 ± 0.007,0.71951 ± 0.010,0.70350 ± 0.017,0.74571 ± 0.015,0.72942 ± 0.011,0.79368 ± 0.011,0.73486 ± 0.007
Q1_Q4_1.0,0.79726 ± 0.006,0.78657 ± 0.005,0.78188 ± 0.007,0.78433 ± 0.008,0.77478 ± 0.007,0.78604 ± 0.031,0.77594 ± 0.009,0.78353 ± 0.007,0.77373 ± 0.005,0.78713 ± 0.006,0.79387 ± 0.009,0.79670 ± 0.005,0.80387 ± 0.006,0.79439 ± 0.007
Q2_Q3_1.0,0.75967 ± 0.004,0.70633 ± 0.006,0.65494 ± 0.004,0.69270 ± 0.006,0.66946 ± 0.008,0.73933 ± 0.126,0.68465 ± 0.004,0.67293 ± 0.003,0.69421 ± 0.005,0.66553 ± 0.005,0.68417 ± 0.008,0.67902 ± 0.008,0.79371 ± 0.011,0.68204 ± 0.003
Q2_Q4_1.0,0.76730 ± 0.007,0.79547 ± 0.005,0.71893 ± 0.006,0.73487 ± 0.007,0.71720 ± 0.004,0.70681 ± 0.063,0.71286 ± 0.009,0.72868 ± 0.006,0.71343 ± 0.008,0.72311 ± 0.011,0.72963 ± 0.004,0.74518 ± 0.004,0.80287 ± 0.006,0.75825 ± 0.004
Q3_Q4_1.0,0.73370 ± 0.014,0.72000 ± 0.007,0.76178 ± 0.004,0.77131 ± 0.006,0.76593 ± 0.006,0.77115 ± 0.062,0.74117 ± 0.005,0.76863 ± 0.005,0.74619 ± 0.003,0.77353 ± 0.008,0.78264 ± 0.007,0.78590 ± 0.012,0.79857 ± 0.008,0.78997 ± 0.007
Q1_1.0,0.78032 ± 0.006,0.64944 ± 0.004,0.70173 ± 0.006,0.72644 ± 0.006,0.68413 ± 0.003,0.80208 ± 0.079,0.69037 ± 0.005,0.70898 ± 0.007,0.68766 ± 0.004,0.69969 ± 0.012,0.73299 ± 0.014,0.71713 ± 0.015,0.78835 ± 0.013,0.72149 ± 0.006
Q2_1.0,0.74555 ± 0.006,0.67666 ± 0.007,0.65297 ± 0.004,0.66574 ± 0.006,0.65944 ± 0.005,0.73984 ± 0.129,0.66033 ± 0.005,0.66146 ± 0.006,0.65936 ± 0.005,0.65545 ± 0.005,0.67468 ± 0.008,0.67184 ± 0.005,0.78761 ± 0.013,0.66976 ± 0.003
Q3_1.0,0.71520 ± 0.010,0.71897 ± 0.004,0.64774 ± 0.004,0.66400 ± 0.002,0.65974 ± 0.006,0.84648 ± 0.003,0.65775 ± 0.003,0.65540 ± 0.004,0.65819 ± 0.006,0.65376 ± 0.005,0.67487 ± 0.005,0.68179 ± 0.006,0.79987 ± 0.008,0.66725 ± 0.006
Q4_1.0,0.71594 ± 0.008,0.77763 ± 0.005,0.71538 ± 0.005,0.72990 ± 0.007,0.68946 ± 0.006,0.81484 ± 0.038,0.69877 ± 0.006,0.72543 ± 0.007,0.68813 ± 0.007,0.71256 ± 0.018,0.72910 ± 0.010,0.73093 ± 0.010,0.80146 ± 0.007,0.74917 ± 0.009
