,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q3_Q4_0.5,0.71291 ± 0.007,0.75491 ± 0.005,0.72348 ± 0.008,0.72036 ± 0.007,0.69761 ± 0.011,0.75693 ± 0.111,0.71105 ± 0.009,0.71543 ± 0.005,0.70044 ± 0.003,0.72733 ± 0.017,0.71492 ± 0.010,0.72963 ± 0.026,56009.72983 ± 5408.667,0.74017 ± 0.011
Q1_0.5,0.73748 ± 0.016,0.64978 ± 0.006,0.69979 ± 0.013,0.69617 ± 0.008,0.67098 ± 0.009,0.77876 ± 0.090,0.68650 ± 0.011,0.68351 ± 0.013,0.67847 ± 0.006,0.68983 ± 0.015,0.68524 ± 0.011,0.68652 ± 0.011,68686.85436 ± 10525.934,0.70808 ± 0.014
Q2_0.5,0.71059 ± 0.016,0.67149 ± 0.008,0.66390 ± 0.010,0.67391 ± 0.009,0.66558 ± 0.008,0.80708 ± 0.082,0.66650 ± 0.009,0.66075 ± 0.009,0.66495 ± 0.008,0.67912 ± 0.008,0.67946 ± 0.006,0.67556 ± 0.013,69307.52730 ± 9988.338,0.66821 ± 0.010
Q3_0.5,0.68891 ± 0.005,0.69394 ± 0.006,0.65979 ± 0.009,0.67804 ± 0.013,0.67211 ± 0.011,0.76529 ± 0.105,0.66547 ± 0.009,0.66781 ± 0.011,0.66943 ± 0.009,0.68430 ± 0.009,0.68265 ± 0.008,0.68958 ± 0.009,69038.08500 ± 11459.371,0.67211 ± 0.007
Q4_0.5,0.69628 ± 0.008,0.75472 ± 0.010,0.72710 ± 0.013,0.71029 ± 0.012,0.71042 ± 0.009,0.81923 ± 0.059,0.70816 ± 0.012,0.72547 ± 0.010,0.68913 ± 0.007,0.71468 ± 0.014,0.69286 ± 0.013,0.68908 ± 0.011,69912.78118 ± 11349.544,0.73777 ± 0.006
Q1_Q2_0.75,0.78512 ± 0.006,0.65920 ± 0.007,0.74165 ± 0.010,0.75913 ± 0.010,0.71925 ± 0.006,0.80598 ± 0.071,0.72243 ± 0.008,0.73211 ± 0.008,0.72160 ± 0.009,0.71844 ± 0.015,0.76139 ± 0.012,0.73595 ± 0.007,46719.77111 ± 2705.359,0.75405 ± 0.010
Q1_Q3_0.75,0.77543 ± 0.012,0.69280 ± 0.007,0.70807 ± 0.005,0.72279 ± 0.010,0.70635 ± 0.010,0.80206 ± 0.087,0.70846 ± 0.008,0.69660 ± 0.005,0.71052 ± 0.004,0.69606 ± 0.006,0.72717 ± 0.012,0.71187 ± 0.009,48821.30027 ± 3097.483,0.73217 ± 0.007
Q1_Q4_0.75,0.78762 ± 0.009,0.76725 ± 0.005,0.75306 ± 0.005,0.76179 ± 0.008,0.74491 ± 0.007,0.78377 ± 0.063,0.74191 ± 0.009,0.75459 ± 0.008,0.73428 ± 0.005,0.76766 ± 0.012,0.77902 ± 0.026,0.78995 ± 0.007,46706.47957 ± 2544.471,0.77936 ± 0.008
Q2_Q3_0.75,0.74382 ± 0.012,0.69104 ± 0.006,0.67222 ± 0.007,0.67466 ± 0.007,0.68781 ± 0.013,0.68581 ± 0.124,0.68978 ± 0.004,0.68701 ± 0.011,0.70043 ± 0.009,0.68608 ± 0.010,0.68912 ± 0.007,0.68679 ± 0.009,47965.46338 ± 3324.849,0.69348 ± 0.008
Q2_Q4_0.75,0.74334 ± 0.006,0.78454 ± 0.013,0.73502 ± 0.013,0.73126 ± 0.008,0.72616 ± 0.007,0.76119 ± 0.096,0.72598 ± 0.010,0.73294 ± 0.016,0.72382 ± 0.004,0.73293 ± 0.010,0.71032 ± 0.013,0.70950 ± 0.009,46080.46099 ± 3586.020,0.76308 ± 0.016
Q3_Q4_0.75,0.72282 ± 0.007,0.79388 ± 0.008,0.73482 ± 0.027,0.73951 ± 0.010,0.70907 ± 0.007,0.76378 ± 0.096,0.71508 ± 0.009,0.78445 ± 0.024,0.70885 ± 0.010,0.75214 ± 0.019,0.74839 ± 0.024,0.76240 ± 0.018,48204.13267 ± 3373.933,0.77107 ± 0.025
Q1_0.75,0.77020 ± 0.006,0.64671 ± 0.006,0.71034 ± 0.007,0.71557 ± 0.009,0.68643 ± 0.008,0.78011 ± 0.087,0.69900 ± 0.008,0.71234 ± 0.007,0.69637 ± 0.005,0.70868 ± 0.021,0.71999 ± 0.010,0.70181 ± 0.007,62672.49264 ± 8475.496,0.72388 ± 0.011
Q2_0.75,0.72438 ± 0.012,0.66666 ± 0.004,0.66462 ± 0.009,0.67437 ± 0.008,0.66847 ± 0.009,0.81051 ± 0.067,0.67320 ± 0.008,0.66851 ± 0.006,0.67294 ± 0.010,0.68166 ± 0.006,0.67161 ± 0.006,0.67143 ± 0.005,61835.29261 ± 7974.356,0.67354 ± 0.010
Q3_0.75,0.70738 ± 0.007,0.70006 ± 0.008,0.65475 ± 0.007,0.67891 ± 0.012,0.67339 ± 0.009,0.84747 ± 0.003,0.66688 ± 0.010,0.66149 ± 0.005,0.66834 ± 0.012,0.68453 ± 0.004,0.68497 ± 0.006,0.68833 ± 0.009,63316.06173 ± 8086.722,0.67193 ± 0.009
Q4_0.75,0.70250 ± 0.008,0.78941 ± 0.008,0.73340 ± 0.009,0.71758 ± 0.014,0.71227 ± 0.010,0.84436 ± 0.007,0.72606 ± 0.005,0.72547 ± 0.011,0.69721 ± 0.008,0.73219 ± 0.018,0.70573 ± 0.011,0.72135 ± 0.008,63975.29786 ± 8438.218,0.74902 ± 0.008
Q1_Q2_1.0,0.78600 ± 0.008,0.65676 ± 0.008,0.79609 ± 0.006,0.81407 ± 0.010,0.80798 ± 0.008,0.79048 ± 0.047,0.79975 ± 0.010,0.78495 ± 0.007,0.78922 ± 0.007,0.79323 ± 0.030,0.83422 ± 0.011,0.82253 ± 0.008,37731.58882 ± 1739.833,0.82116 ± 0.007
Q1_Q3_1.0,0.78896 ± 0.009,0.68694 ± 0.004,0.73597 ± 0.006,0.77050 ± 0.011,0.74144 ± 0.013,0.68299 ± 0.082,0.74710 ± 0.004,0.73889 ± 0.008,0.75311 ± 0.015,0.73840 ± 0.020,0.77196 ± 0.018,0.75518 ± 0.012,40067.74671 ± 1906.796,0.75942 ± 0.010
Q1_Q4_1.0,0.79610 ± 0.006,0.78144 ± 0.005,0.80092 ± 0.008,0.80192 ± 0.011,0.79925 ± 0.007,0.78604 ± 0.031,0.80606 ± 0.009,0.82756 ± 0.010,0.80686 ± 0.007,0.81013 ± 0.008,0.80173 ± 0.009,0.80224 ± 0.006,38615.67489 ± 1281.964,0.82513 ± 0.013
Q2_Q3_1.0,0.75125 ± 0.004,0.69765 ± 0.008,0.67192 ± 0.006,0.71135 ± 0.009,0.68304 ± 0.011,0.73933 ± 0.126,0.70567 ± 0.004,0.68914 ± 0.004,0.71414 ± 0.007,0.68293 ± 0.010,0.69094 ± 0.009,0.68128 ± 0.009,37337.25554 ± 1621.716,0.69372 ± 0.004
Q2_Q4_1.0,0.76314 ± 0.007,0.79462 ± 0.006,0.81136 ± 0.008,0.77350 ± 0.016,0.75113 ± 0.006,0.70681 ± 0.063,0.78021 ± 0.021,0.79041 ± 0.007,0.77661 ± 0.011,0.76371 ± 0.019,0.74395 ± 0.005,0.76805 ± 0.009,37871.05702 ± 1251.948,0.82144 ± 0.037
Q3_Q4_1.0,0.72874 ± 0.013,0.72408 ± 0.008,0.85797 ± 0.007,0.86270 ± 0.007,0.85009 ± 0.020,0.77115 ± 0.062,0.81312 ± 0.019,0.89972 ± 0.008,0.82598 ± 0.015,0.85133 ± 0.012,0.83738 ± 0.010,0.83925 ± 0.014,38254.34615 ± 1502.171,0.87694 ± 0.023
Q1_1.0,0.77546 ± 0.005,0.64447 ± 0.006,0.72645 ± 0.007,0.74682 ± 0.011,0.70808 ± 0.005,0.80208 ± 0.079,0.72652 ± 0.009,0.72908 ± 0.009,0.71607 ± 0.007,0.73580 ± 0.020,0.75287 ± 0.017,0.74614 ± 0.034,56660.02262 ± 5931.693,0.74401 ± 0.008
Q2_1.0,0.73372 ± 0.007,0.66843 ± 0.007,0.66620 ± 0.007,0.68030 ± 0.009,0.66862 ± 0.009,0.73984 ± 0.129,0.68566 ± 0.007,0.67498 ± 0.006,0.68359 ± 0.010,0.68503 ± 0.009,0.67681 ± 0.009,0.67756 ± 0.008,56785.88140 ± 5647.574,0.68550 ± 0.012
Q3_1.0,0.71306 ± 0.012,0.71541 ± 0.009,0.65662 ± 0.007,0.67762 ± 0.005,0.67313 ± 0.008,0.84648 ± 0.003,0.67041 ± 0.011,0.67018 ± 0.008,0.67639 ± 0.008,0.68061 ± 0.010,0.68459 ± 0.004,0.69411 ± 0.010,57440.49822 ± 5555.301,0.68570 ± 0.012
Q4_1.0,0.71343 ± 0.007,0.77703 ± 0.006,0.81010 ± 0.010,0.79798 ± 0.016,0.72533 ± 0.007,0.81484 ± 0.038,0.77842 ± 0.010,0.80386 ± 0.010,0.74615 ± 0.011,0.77296 ± 0.024,0.75095 ± 0.013,0.75512 ± 0.009,58332.56816 ± 7548.388,0.81541 ± 0.032
