,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,13.70286 ± 0.408,13.13036 ± 0.309,12.84021 ± 0.482,13.74700 ± 0.498,13.29720 ± 0.425,12.97365 ± 0.468,13.16115 ± 0.564,13.24893 ± 0.538,13.03357 ± 0.541,15.76353 ± 0.568,17.11228 ± 0.381,17.11823 ± 0.388,16.21007 ± 0.195,13.16574 ± 0.581
Q1_Q3_0.5,13.60862 ± 0.462,13.33888 ± 0.368,12.24788 ± 0.289,13.44287 ± 0.296,12.63397 ± 0.374,12.61260 ± 0.323,12.63910 ± 0.475,12.72303 ± 0.219,12.61307 ± 0.290,14.09954 ± 0.860,17.01774 ± 0.421,17.09754 ± 0.454,16.51795 ± 0.247,12.58305 ± 0.343
Q1_Q4_0.5,15.03655 ± 0.479,15.96688 ± 0.320,15.09569 ± 0.272,15.06468 ± 0.270,15.10024 ± 0.286,15.08256 ± 0.266,15.15158 ± 0.284,15.09943 ± 0.319,15.13424 ± 0.260,15.77768 ± 0.453,17.10247 ± 0.398,17.05363 ± 0.378,16.99810 ± 0.483,15.16664 ± 0.275
Q2_Q3_0.5,13.62519 ± 0.393,12.78900 ± 0.306,12.41845 ± 0.324,13.33072 ± 0.429,12.52286 ± 0.347,12.53791 ± 0.375,12.70494 ± 0.313,12.74304 ± 0.426,12.54490 ± 0.363,13.92663 ± 0.503,17.09412 ± 0.358,17.13946 ± 0.417,16.62478 ± 0.294,12.60388 ± 0.336
Q2_Q4_0.5,15.21871 ± 0.414,16.03285 ± 0.383,15.35929 ± 0.421,15.57305 ± 0.386,15.44767 ± 0.382,15.35852 ± 0.430,15.63393 ± 0.417,15.40163 ± 0.424,15.40304 ± 0.417,15.87551 ± 0.737,17.18463 ± 0.366,17.18275 ± 0.374,16.92326 ± 0.406,15.33029 ± 0.416
Q3_Q4_0.5,15.19644 ± 0.553,15.56457 ± 0.324,15.20002 ± 0.324,15.20776 ± 0.355,15.27162 ± 0.299,15.31380 ± 0.298,15.27008 ± 0.313,15.21261 ± 0.249,15.27060 ± 0.307,15.34349 ± 0.745,17.10324 ± 0.417,17.08034 ± 0.385,16.90784 ± 0.511,15.21420 ± 0.265
Q1_0.5,13.32520 ± 0.476,12.96671 ± 0.429,12.57953 ± 0.442,13.34655 ± 0.430,12.88164 ± 0.451,12.78235 ± 0.456,12.71852 ± 0.502,12.67612 ± 0.461,12.75848 ± 0.439,15.24540 ± 0.591,17.10133 ± 0.390,17.09842 ± 0.392,16.63832 ± 0.271,12.73616 ± 0.390
Q2_0.5,13.27161 ± 0.447,12.94372 ± 0.367,12.85610 ± 0.434,12.97818 ± 0.480,12.81755 ± 0.438,12.83925 ± 0.448,12.87404 ± 0.438,13.06767 ± 0.414,12.83942 ± 0.443,14.63619 ± 0.384,17.14917 ± 0.395,17.15330 ± 0.402,16.53742 ± 0.284,12.92381 ± 0.453
Q3_0.5,13.01311 ± 0.305,12.79647 ± 0.318,12.44011 ± 0.290,12.80039 ± 0.314,12.57050 ± 0.298,12.51816 ± 0.308,12.50590 ± 0.331,12.49303 ± 0.297,12.50770 ± 0.303,13.46973 ± 0.444,17.14877 ± 0.360,17.14696 ± 0.343,16.76303 ± 0.359,12.50266 ± 0.306
Q4_0.5,14.89454 ± 0.477,16.04021 ± 0.274,15.32719 ± 0.346,15.39674 ± 0.392,15.42845 ± 0.356,15.45910 ± 0.336,15.38931 ± 0.352,15.33503 ± 0.349,15.42466 ± 0.335,16.26039 ± 0.449,17.16052 ± 0.391,17.12844 ± 0.359,16.89818 ± 0.463,15.25752 ± 0.335
Q1_Q2_0.75,13.95285 ± 0.614,13.03191 ± 0.413,12.68009 ± 0.372,14.63778 ± 0.363,13.50563 ± 0.394,13.85142 ± 0.512,13.54180 ± 0.484,13.88839 ± 0.448,13.33080 ± 0.521,16.46587 ± 0.591,16.33865 ± 0.549,16.15071 ± 0.692,16.04408 ± 0.311,13.16778 ± 0.321
Q1_Q3_0.75,14.25064 ± 0.528,13.10168 ± 0.251,12.02800 ± 0.350,13.42213 ± 0.195,13.06960 ± 0.448,12.94785 ± 0.441,12.92310 ± 0.605,12.44970 ± 0.320,13.01805 ± 0.387,14.75689 ± 1.644,16.84716 ± 0.427,16.73628 ± 0.343,16.55218 ± 0.296,12.84047 ± 0.335
Q1_Q4_0.75,16.09094 ± 0.353,17.25243 ± 0.309,16.14165 ± 0.299,16.09614 ± 0.383,16.14832 ± 0.293,16.22209 ± 0.281,16.42477 ± 0.225,16.05907 ± 0.313,16.31825 ± 0.256,16.40092 ± 0.595,17.05040 ± 0.384,17.14114 ± 0.438,17.01201 ± 0.497,16.13313 ± 0.248
Q2_Q3_0.75,14.31946 ± 0.322,12.32506 ± 0.416,12.48705 ± 0.257,13.93036 ± 0.309,12.59263 ± 0.271,12.75501 ± 0.216,12.87220 ± 0.375,13.05148 ± 0.279,12.74701 ± 0.223,14.10286 ± 1.297,17.17253 ± 0.412,17.14860 ± 0.417,16.62941 ± 0.256,12.90819 ± 0.319
Q2_Q4_0.75,16.01073 ± 0.327,16.76007 ± 0.365,16.38799 ± 0.368,16.54892 ± 0.496,16.37333 ± 0.344,16.30050 ± 0.362,16.35076 ± 0.310,16.32115 ± 0.361,16.33795 ± 0.348,16.95734 ± 0.241,17.18656 ± 0.416,17.18050 ± 0.370,16.96128 ± 0.434,16.25666 ± 0.404
Q3_Q4_0.75,15.83969 ± 0.472,16.12683 ± 0.312,16.40039 ± 0.288,16.63609 ± 0.312,16.48581 ± 0.316,16.53084 ± 0.373,16.61653 ± 0.434,16.19799 ± 0.318,16.59707 ± 0.346,16.74986 ± 0.240,17.00801 ± 0.235,17.00754 ± 0.361,16.62484 ± 0.428,16.54427 ± 0.376
Q1_0.75,13.41939 ± 0.614,13.07798 ± 0.371,12.22704 ± 0.364,13.06710 ± 0.526,12.55020 ± 0.345,12.65048 ± 0.345,12.72712 ± 0.416,12.38576 ± 0.376,12.60519 ± 0.367,15.29032 ± 0.580,17.01679 ± 0.425,16.91331 ± 0.482,16.44822 ± 0.300,12.47326 ± 0.297
Q2_0.75,13.56660 ± 0.443,12.84095 ± 0.364,12.94109 ± 0.370,13.37568 ± 0.373,13.00734 ± 0.348,12.99395 ± 0.371,12.99671 ± 0.351,13.16423 ± 0.395,12.98291 ± 0.407,14.80945 ± 0.491,17.14299 ± 0.393,17.11842 ± 0.408,16.41233 ± 0.283,13.10259 ± 0.321
Q3_0.75,13.19955 ± 0.487,13.08915 ± 0.323,12.12066 ± 0.390,13.04591 ± 0.390,12.25356 ± 0.411,12.17951 ± 0.394,12.24674 ± 0.371,12.47004 ± 0.382,12.14065 ± 0.396,13.33044 ± 0.410,17.09415 ± 0.368,17.09833 ± 0.327,16.91829 ± 0.430,12.36241 ± 0.422
Q4_0.75,15.57912 ± 0.390,16.95508 ± 0.382,16.40144 ± 0.419,16.34382 ± 0.536,16.40032 ± 0.397,16.42250 ± 0.390,16.45650 ± 0.396,16.29867 ± 0.432,16.43133 ± 0.400,17.02929 ± 0.444,17.14378 ± 0.369,17.14790 ± 0.365,16.72582 ± 0.406,16.39545 ± 0.405
Q1_Q2_1.0,14.27696 ± 0.318,12.80608 ± 0.422,15.09096 ± 0.490,15.54868 ± 0.571,16.34837 ± 0.499,15.53271 ± 0.442,15.95032 ± 0.541,15.95649 ± 0.586,15.87862 ± 0.535,17.10948 ± 0.287,17.19214 ± 0.386,17.21932 ± 0.360,15.44997 ± 0.252,16.30446 ± 0.384
Q1_Q3_1.0,14.63033 ± 0.245,12.11717 ± 0.572,10.48778 ± 0.265,11.36917 ± 0.287,11.66520 ± 0.592,12.07271 ± 0.593,12.86298 ± 1.772,11.34104 ± 0.346,13.42019 ± 1.601,15.98936 ± 0.645,17.13488 ± 0.355,17.04954 ± 0.294,16.41975 ± 0.260,12.72935 ± 0.566
Q1_Q4_1.0,16.62602 ± 0.360,18.05268 ± 0.387,16.78919 ± 0.412,16.71820 ± 0.453,16.75306 ± 0.379,16.77664 ± 0.410,16.72937 ± 0.282,16.78283 ± 0.373,16.58456 ± 0.403,17.02913 ± 0.380,17.15043 ± 0.438,17.15382 ± 0.392,17.07460 ± 0.483,16.69700 ± 0.449
Q2_Q3_1.0,14.40507 ± 0.207,10.58062 ± 0.342,12.06378 ± 0.348,12.75574 ± 0.613,12.39195 ± 0.328,13.68710 ± 0.395,13.21426 ± 0.280,12.90094 ± 0.366,13.12480 ± 0.376,12.90702 ± 2.077,17.15631 ± 0.322,17.13006 ± 0.314,16.52514 ± 0.328,12.70925 ± 0.331
Q2_Q4_1.0,16.76300 ± 0.366,17.52824 ± 0.383,17.21441 ± 0.388,17.13431 ± 0.531,17.20109 ± 0.382,17.13612 ± 0.348,17.19870 ± 0.384,17.06154 ± 0.373,17.18493 ± 0.405,17.25748 ± 0.570,17.22856 ± 0.408,17.24046 ± 0.436,17.04050 ± 0.416,17.07351 ± 0.337
Q3_Q4_1.0,16.65050 ± 0.349,16.15698 ± 0.343,16.88956 ± 0.381,17.03334 ± 0.327,17.12387 ± 0.390,17.05350 ± 0.390,17.01432 ± 0.335,16.88484 ± 0.394,17.02627 ± 0.396,17.22115 ± 0.362,17.18319 ± 0.352,17.16436 ± 0.387,16.26584 ± 0.377,16.97837 ± 0.355
Q1_1.0,13.45723 ± 0.310,13.15776 ± 0.403,11.06805 ± 0.326,12.23593 ± 0.429,11.67809 ± 0.342,11.47322 ± 0.337,11.78261 ± 0.208,11.20879 ± 0.292,11.74239 ± 0.471,15.87468 ± 0.920,17.12061 ± 0.377,17.03262 ± 0.369,16.43862 ± 0.298,11.77932 ± 0.448
Q2_1.0,13.85573 ± 0.422,12.71001 ± 0.397,13.03001 ± 0.394,13.56133 ± 0.343,13.17770 ± 0.322,13.27797 ± 0.338,13.33434 ± 0.319,13.43182 ± 0.477,13.16140 ± 0.316,15.78708 ± 0.747,17.15655 ± 0.377,17.12936 ± 0.339,16.33892 ± 0.266,13.22508 ± 0.421
Q3_1.0,13.43189 ± 0.558,12.56744 ± 0.473,11.42725 ± 0.373,12.40662 ± 0.445,11.73275 ± 0.393,11.51107 ± 0.348,11.48513 ± 0.292,11.63414 ± 0.323,11.56899 ± 0.491,12.54768 ± 0.829,17.09317 ± 0.413,17.05791 ± 0.383,16.96589 ± 0.449,11.64256 ± 0.338
Q4_1.0,16.58072 ± 0.609,17.60520 ± 0.356,17.30064 ± 0.391,17.17545 ± 0.504,17.29835 ± 0.390,17.29747 ± 0.379,17.28649 ± 0.389,17.19620 ± 0.363,17.30568 ± 0.379,17.61025 ± 0.408,17.15971 ± 0.336,17.16850 ± 0.353,16.58216 ± 0.416,17.25774 ± 0.399
