,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.64212 ± 0.073,0.78981 ± 0.072,0.81337 ± 0.023,0.83206 ± 0.030,0.83082 ± 0.027,0.82944 ± 0.030,0.82001 ± 0.034,0.82933 ± 0.026,0.83030 ± 0.041,0.75575 ± 0.049,0.79678 ± 0.029,0.81020 ± 0.030,0.34477 ± 0.070,0.80093 ± 0.022
Q1_Q3_0.5,0.62094 ± 0.072,0.81080 ± 0.032,0.81974 ± 0.023,0.83111 ± 0.039,0.83524 ± 0.028,0.82673 ± 0.030,0.82777 ± 0.041,0.83130 ± 0.035,0.83381 ± 0.040,0.74596 ± 0.041,0.79814 ± 0.025,0.79921 ± 0.016,0.39842 ± 0.008,0.81718 ± 0.023
Q1_Q4_0.5,0.71507 ± 0.049,0.79176 ± 0.033,0.80694 ± 0.039,0.81925 ± 0.034,0.82733 ± 0.033,0.80653 ± 0.033,0.81245 ± 0.034,0.81623 ± 0.038,0.82191 ± 0.034,0.77153 ± 0.038,0.79190 ± 0.047,0.79102 ± 0.037,0.39842 ± 0.008,0.79816 ± 0.034
Q2_Q3_0.5,0.78270 ± 0.032,0.80899 ± 0.038,0.82962 ± 0.045,0.82839 ± 0.042,0.83196 ± 0.037,0.82783 ± 0.040,0.83408 ± 0.034,0.82496 ± 0.040,0.82922 ± 0.041,0.75512 ± 0.027,0.77083 ± 0.041,0.77723 ± 0.041,0.39842 ± 0.008,0.82594 ± 0.039
Q2_Q4_0.5,0.80682 ± 0.035,0.79174 ± 0.032,0.81592 ± 0.040,0.82615 ± 0.041,0.82148 ± 0.037,0.81246 ± 0.037,0.82031 ± 0.038,0.81898 ± 0.038,0.81592 ± 0.040,0.73592 ± 0.057,0.79081 ± 0.043,0.77570 ± 0.024,0.39842 ± 0.008,0.80922 ± 0.038
Q3_Q4_0.5,0.80155 ± 0.029,0.80994 ± 0.018,0.80750 ± 0.039,0.82808 ± 0.034,0.82740 ± 0.041,0.81653 ± 0.037,0.82996 ± 0.038,0.81181 ± 0.041,0.81625 ± 0.040,0.72942 ± 0.074,0.76624 ± 0.029,0.77819 ± 0.030,0.39842 ± 0.008,0.80761 ± 0.038
Q1_0.5,0.72825 ± 0.051,0.82104 ± 0.038,0.81442 ± 0.027,0.83231 ± 0.031,0.83251 ± 0.029,0.82315 ± 0.028,0.82965 ± 0.030,0.83489 ± 0.025,0.83522 ± 0.035,0.76437 ± 0.052,0.80683 ± 0.032,0.79924 ± 0.021,0.25213 ± 0.011,0.80725 ± 0.026
Q2_0.5,0.79920 ± 0.042,0.80808 ± 0.037,0.83661 ± 0.039,0.83567 ± 0.041,0.83536 ± 0.039,0.83417 ± 0.043,0.83060 ± 0.043,0.83592 ± 0.042,0.83545 ± 0.042,0.75958 ± 0.023,0.80400 ± 0.023,0.78767 ± 0.034,0.39842 ± 0.008,0.82962 ± 0.036
Q3_0.5,0.82083 ± 0.035,0.83420 ± 0.022,0.83595 ± 0.040,0.83492 ± 0.040,0.83563 ± 0.038,0.83511 ± 0.043,0.83553 ± 0.039,0.83809 ± 0.041,0.83240 ± 0.042,0.75766 ± 0.026,0.77956 ± 0.031,0.78738 ± 0.031,0.39842 ± 0.008,0.82810 ± 0.039
Q4_0.5,0.82241 ± 0.036,0.79405 ± 0.036,0.81679 ± 0.030,0.82814 ± 0.040,0.83048 ± 0.043,0.82574 ± 0.039,0.83103 ± 0.043,0.82313 ± 0.032,0.81679 ± 0.030,0.78209 ± 0.034,0.78250 ± 0.023,0.77852 ± 0.021,0.39842 ± 0.008,0.81413 ± 0.037
Q1_Q2_0.75,0.41300 ± 0.019,0.72691 ± 0.078,0.79466 ± 0.022,0.81154 ± 0.039,0.83206 ± 0.027,0.79942 ± 0.017,0.81505 ± 0.035,0.81549 ± 0.030,0.82401 ± 0.029,0.72766 ± 0.042,0.80418 ± 0.011,0.80590 ± 0.022,0.25213 ± 0.011,0.76300 ± 0.009
Q1_Q3_0.75,0.43739 ± 0.032,0.78830 ± 0.049,0.78809 ± 0.018,0.81928 ± 0.025,0.82555 ± 0.014,0.80718 ± 0.030,0.81672 ± 0.038,0.81662 ± 0.021,0.83261 ± 0.031,0.75907 ± 0.016,0.76433 ± 0.020,0.78457 ± 0.010,0.39842 ± 0.008,0.78882 ± 0.026
Q1_Q4_0.75,0.51653 ± 0.107,0.70994 ± 0.034,0.78368 ± 0.032,0.78763 ± 0.046,0.81117 ± 0.037,0.78023 ± 0.044,0.79660 ± 0.036,0.76959 ± 0.031,0.80495 ± 0.030,0.69157 ± 0.054,0.74666 ± 0.028,0.74700 ± 0.038,0.39842 ± 0.008,0.75692 ± 0.042
Q2_Q3_0.75,0.77388 ± 0.027,0.81549 ± 0.027,0.81825 ± 0.043,0.81929 ± 0.033,0.83132 ± 0.037,0.82329 ± 0.038,0.83241 ± 0.024,0.82752 ± 0.045,0.83227 ± 0.041,0.75363 ± 0.065,0.77644 ± 0.034,0.78618 ± 0.044,0.39842 ± 0.008,0.81789 ± 0.039
Q2_Q4_0.75,0.80745 ± 0.032,0.72540 ± 0.038,0.75842 ± 0.041,0.80405 ± 0.039,0.70983 ± 0.155,0.78248 ± 0.045,0.80369 ± 0.033,0.77581 ± 0.047,0.77394 ± 0.042,0.58569 ± 0.090,0.73410 ± 0.034,0.72657 ± 0.035,0.39842 ± 0.008,0.75881 ± 0.038
Q3_Q4_0.75,0.77259 ± 0.041,0.68760 ± 0.011,0.76241 ± 0.043,0.80284 ± 0.037,0.71393 ± 0.165,0.41031 ± 0.027,0.82967 ± 0.043,0.77844 ± 0.052,0.78904 ± 0.057,0.48982 ± 0.089,0.73828 ± 0.028,0.71310 ± 0.014,0.39842 ± 0.008,0.74753 ± 0.038
Q1_0.75,0.56417 ± 0.045,0.80160 ± 0.043,0.77675 ± 0.023,0.83277 ± 0.021,0.83155 ± 0.019,0.80345 ± 0.025,0.82016 ± 0.031,0.81373 ± 0.026,0.82714 ± 0.037,0.74520 ± 0.018,0.80454 ± 0.029,0.79604 ± 0.035,0.25213 ± 0.011,0.78162 ± 0.016
Q2_0.75,0.79268 ± 0.045,0.82617 ± 0.036,0.83219 ± 0.044,0.83522 ± 0.041,0.83312 ± 0.039,0.83512 ± 0.042,0.82932 ± 0.033,0.83446 ± 0.042,0.83423 ± 0.037,0.77014 ± 0.027,0.78494 ± 0.036,0.78358 ± 0.033,0.39842 ± 0.008,0.82960 ± 0.041
Q3_0.75,0.81579 ± 0.034,0.83046 ± 0.022,0.82744 ± 0.046,0.82989 ± 0.042,0.83193 ± 0.038,0.82818 ± 0.037,0.84040 ± 0.039,0.82958 ± 0.046,0.83743 ± 0.042,0.75358 ± 0.028,0.77850 ± 0.030,0.77635 ± 0.036,0.39842 ± 0.008,0.81932 ± 0.036
Q4_0.75,0.80704 ± 0.025,0.77741 ± 0.045,0.79075 ± 0.039,0.81058 ± 0.030,0.82228 ± 0.036,0.63767 ± 0.130,0.82235 ± 0.039,0.80346 ± 0.031,0.80940 ± 0.048,0.63731 ± 0.090,0.74074 ± 0.047,0.75186 ± 0.043,0.39842 ± 0.008,0.79071 ± 0.038
Q1_Q2_1.0,0.39842 ± 0.008,0.59305 ± 0.089,0.39842 ± 0.008,0.39842 ± 0.008,0.39842 ± 0.008,0.39842 ± 0.008,0.47287 ± 0.114,0.39842 ± 0.008,0.39842 ± 0.008,0.42067 ± 0.049,0.39842 ± 0.008,0.45217 ± 0.110,0.25213 ± 0.011,0.41950 ± 0.044
Q1_Q3_1.0,0.39808 ± 0.007,0.79130 ± 0.019,0.39842 ± 0.008,0.42000 ± 0.025,0.46351 ± 0.132,0.40113 ± 0.010,0.64464 ± 0.138,0.59627 ± 0.135,0.70922 ± 0.054,0.41880 ± 0.027,0.39842 ± 0.008,0.52009 ± 0.200,0.27461 ± 0.055,0.53256 ± 0.120
Q1_Q4_1.0,0.39774 ± 0.008,0.41572 ± 0.023,0.39842 ± 0.008,0.39842 ± 0.008,0.60189 ± 0.046,0.42915 ± 0.022,0.63490 ± 0.048,0.65594 ± 0.109,0.58450 ± 0.054,0.39842 ± 0.008,0.34565 ± 0.070,0.39842 ± 0.008,0.39842 ± 0.008,0.39842 ± 0.008
Q2_Q3_1.0,0.69184 ± 0.050,0.78424 ± 0.025,0.81575 ± 0.034,0.79118 ± 0.041,0.82339 ± 0.031,0.81919 ± 0.032,0.81524 ± 0.022,0.80948 ± 0.034,0.82294 ± 0.034,0.72985 ± 0.116,0.77598 ± 0.038,0.74977 ± 0.042,0.39842 ± 0.008,0.82920 ± 0.042
Q2_Q4_1.0,0.77988 ± 0.029,0.65916 ± 0.020,0.72315 ± 0.035,0.75867 ± 0.051,0.76896 ± 0.034,0.76501 ± 0.047,0.78035 ± 0.031,0.74027 ± 0.040,0.76179 ± 0.038,0.68050 ± 0.043,0.72561 ± 0.042,0.70090 ± 0.015,0.39842 ± 0.008,0.70283 ± 0.038
Q3_Q4_1.0,0.72013 ± 0.025,0.58901 ± 0.016,0.47309 ± 0.009,0.57261 ± 0.040,0.66586 ± 0.076,0.68424 ± 0.030,0.61611 ± 0.028,0.47686 ± 0.021,0.64281 ± 0.032,0.46219 ± 0.106,0.53359 ± 0.126,0.47403 ± 0.061,0.39842 ± 0.008,0.39842 ± 0.008
Q1_1.0,0.41204 ± 0.017,0.78095 ± 0.054,0.39842 ± 0.008,0.67771 ± 0.059,0.52637 ± 0.151,0.45567 ± 0.058,0.70248 ± 0.046,0.50973 ± 0.034,0.76035 ± 0.040,0.46987 ± 0.068,0.39842 ± 0.008,0.37184 ± 0.106,0.25213 ± 0.011,0.44379 ± 0.130
Q2_1.0,0.77939 ± 0.032,0.81564 ± 0.022,0.83326 ± 0.040,0.83065 ± 0.038,0.82783 ± 0.038,0.83092 ± 0.038,0.81006 ± 0.041,0.83570 ± 0.045,0.82782 ± 0.035,0.75284 ± 0.029,0.79024 ± 0.029,0.78804 ± 0.030,0.39842 ± 0.008,0.83511 ± 0.031
Q3_1.0,0.80578 ± 0.041,0.80985 ± 0.020,0.82224 ± 0.046,0.83292 ± 0.043,0.82630 ± 0.035,0.82355 ± 0.034,0.84623 ± 0.018,0.82356 ± 0.042,0.83619 ± 0.034,0.76038 ± 0.046,0.77730 ± 0.033,0.77500 ± 0.033,0.39842 ± 0.008,0.80652 ± 0.044
Q4_1.0,0.81113 ± 0.010,0.60868 ± 0.053,0.71921 ± 0.042,0.76303 ± 0.035,0.76838 ± 0.027,0.79215 ± 0.036,0.78775 ± 0.045,0.72883 ± 0.041,0.79971 ± 0.065,0.48540 ± 0.102,0.73198 ± 0.045,0.75044 ± 0.044,0.39842 ± 0.008,0.69628 ± 0.042
