,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q3_0.5,0.67032 ± 0.060,0.72506 ± 0.044,0.79481 ± 0.028,0.80925 ± 0.035,0.81234 ± 0.034,0.80812 ± 0.035,0.80813 ± 0.035,0.80964 ± 0.029,0.80400 ± 0.036,0.75526 ± 0.043,0.78369 ± 0.033,0.78343 ± 0.029,0.37912 ± 0.023,0.80192 ± 0.037
Q1_Q4_0.5,0.74371 ± 0.027,0.72946 ± 0.035,0.79487 ± 0.034,0.80243 ± 0.028,0.79872 ± 0.029,0.79706 ± 0.036,0.79418 ± 0.034,0.78620 ± 0.030,0.80305 ± 0.030,0.75729 ± 0.034,0.76716 ± 0.044,0.76892 ± 0.037,0.35013 ± 0.054,0.78086 ± 0.040
Q2_Q3_0.5,0.77453 ± 0.049,0.77984 ± 0.043,0.80442 ± 0.040,0.80416 ± 0.043,0.81102 ± 0.038,0.80919 ± 0.036,0.80831 ± 0.038,0.80151 ± 0.042,0.80666 ± 0.036,0.76600 ± 0.040,0.76815 ± 0.043,0.77185 ± 0.043,0.31433 ± 0.076,0.79627 ± 0.043
Q2_Q4_0.5,0.78666 ± 0.042,0.76805 ± 0.034,0.79293 ± 0.044,0.80140 ± 0.044,0.80402 ± 0.035,0.80074 ± 0.041,0.80372 ± 0.031,0.79407 ± 0.043,0.79293 ± 0.044,0.73297 ± 0.061,0.76371 ± 0.041,0.76153 ± 0.039,0.27298 ± 0.066,0.78965 ± 0.044
Q3_Q4_0.5,0.80282 ± 0.026,0.72590 ± 0.029,0.78157 ± 0.049,0.80606 ± 0.041,0.80263 ± 0.044,0.79884 ± 0.043,0.80720 ± 0.037,0.78734 ± 0.049,0.79147 ± 0.048,0.72721 ± 0.076,0.76566 ± 0.035,0.75789 ± 0.033,0.27871 ± 0.050,0.78318 ± 0.052
Q1_0.5,0.73950 ± 0.039,0.77313 ± 0.052,0.79574 ± 0.024,0.80708 ± 0.037,0.81406 ± 0.035,0.80687 ± 0.036,0.80641 ± 0.035,0.81294 ± 0.031,0.81473 ± 0.038,0.77341 ± 0.055,0.78519 ± 0.035,0.79394 ± 0.033,0.38847 ± 0.016,0.79315 ± 0.026
Q2_0.5,0.76978 ± 0.052,0.78772 ± 0.036,0.81142 ± 0.035,0.80484 ± 0.033,0.81000 ± 0.035,0.80872 ± 0.036,0.80574 ± 0.035,0.80800 ± 0.035,0.80551 ± 0.035,0.75852 ± 0.030,0.78739 ± 0.042,0.78732 ± 0.050,0.33320 ± 0.087,0.80747 ± 0.037
Q3_0.5,0.79612 ± 0.047,0.78281 ± 0.044,0.80497 ± 0.037,0.80478 ± 0.040,0.81160 ± 0.038,0.81128 ± 0.036,0.81089 ± 0.041,0.80502 ± 0.036,0.80851 ± 0.034,0.75695 ± 0.036,0.76848 ± 0.036,0.77500 ± 0.043,0.26796 ± 0.060,0.79955 ± 0.036
Q4_0.5,0.80310 ± 0.033,0.75518 ± 0.029,0.78823 ± 0.043,0.79510 ± 0.039,0.79853 ± 0.038,0.79591 ± 0.043,0.80324 ± 0.031,0.79114 ± 0.044,0.78823 ± 0.043,0.76734 ± 0.036,0.76954 ± 0.046,0.76800 ± 0.029,0.32551 ± 0.038,0.78607 ± 0.043
Q1_Q2_0.75,0.42901 ± 0.012,0.62334 ± 0.040,0.67892 ± 0.016,0.80506 ± 0.035,0.79647 ± 0.022,0.78864 ± 0.020,0.80248 ± 0.037,0.80411 ± 0.029,0.81938 ± 0.034,0.72446 ± 0.047,0.76418 ± 0.015,0.78182 ± 0.026,0.37273 ± 0.037,0.69649 ± 0.035
Q1_Q3_0.75,0.53837 ± 0.083,0.61439 ± 0.035,0.71104 ± 0.024,0.81057 ± 0.027,0.80324 ± 0.015,0.80028 ± 0.032,0.80296 ± 0.034,0.80939 ± 0.030,0.81483 ± 0.030,0.75048 ± 0.032,0.74706 ± 0.009,0.75837 ± 0.021,0.33852 ± 0.074,0.72685 ± 0.026
Q1_Q4_0.75,0.66592 ± 0.032,0.55388 ± 0.054,0.76397 ± 0.040,0.77146 ± 0.039,0.78887 ± 0.041,0.76743 ± 0.033,0.78144 ± 0.027,0.76384 ± 0.037,0.77531 ± 0.035,0.70377 ± 0.052,0.74271 ± 0.038,0.74611 ± 0.046,0.33773 ± 0.074,0.74124 ± 0.037
Q2_Q3_0.75,0.76392 ± 0.034,0.79319 ± 0.030,0.80137 ± 0.036,0.79861 ± 0.046,0.80652 ± 0.034,0.80457 ± 0.033,0.80790 ± 0.038,0.79912 ± 0.042,0.80893 ± 0.032,0.74670 ± 0.079,0.77072 ± 0.045,0.77003 ± 0.045,0.31791 ± 0.069,0.79804 ± 0.036
Q2_Q4_0.75,0.77226 ± 0.029,0.72667 ± 0.022,0.78319 ± 0.042,0.78207 ± 0.044,0.78568 ± 0.045,0.78698 ± 0.049,0.78637 ± 0.045,0.78125 ± 0.037,0.78306 ± 0.043,0.64391 ± 0.105,0.74254 ± 0.033,0.74231 ± 0.035,0.30981 ± 0.061,0.76280 ± 0.039
Q3_Q4_0.75,0.80505 ± 0.026,0.58425 ± 0.025,0.76388 ± 0.050,0.79155 ± 0.050,0.77932 ± 0.052,0.75860 ± 0.053,0.80795 ± 0.048,0.77395 ± 0.048,0.77913 ± 0.049,0.58710 ± 0.056,0.73109 ± 0.027,0.71417 ± 0.023,0.26990 ± 0.031,0.74152 ± 0.045
Q1_0.75,0.60920 ± 0.053,0.73347 ± 0.051,0.69926 ± 0.015,0.80938 ± 0.029,0.81352 ± 0.013,0.80020 ± 0.030,0.80807 ± 0.027,0.79839 ± 0.019,0.81101 ± 0.034,0.71961 ± 0.038,0.78260 ± 0.032,0.78402 ± 0.035,0.38946 ± 0.012,0.72985 ± 0.023
Q2_0.75,0.76204 ± 0.038,0.79195 ± 0.041,0.81421 ± 0.037,0.80953 ± 0.033,0.80735 ± 0.035,0.80755 ± 0.040,0.80233 ± 0.036,0.80844 ± 0.038,0.80300 ± 0.033,0.76347 ± 0.042,0.77603 ± 0.043,0.77653 ± 0.037,0.34628 ± 0.105,0.80859 ± 0.038
Q3_0.75,0.78613 ± 0.051,0.77527 ± 0.042,0.79987 ± 0.040,0.80957 ± 0.034,0.80885 ± 0.036,0.80445 ± 0.033,0.80865 ± 0.036,0.79971 ± 0.039,0.81164 ± 0.041,0.75908 ± 0.042,0.77832 ± 0.042,0.77415 ± 0.035,0.26810 ± 0.057,0.79645 ± 0.046
Q4_0.75,0.80375 ± 0.026,0.68746 ± 0.029,0.78284 ± 0.038,0.78750 ± 0.047,0.79495 ± 0.052,0.79066 ± 0.048,0.79378 ± 0.037,0.78065 ± 0.039,0.78969 ± 0.047,0.66813 ± 0.059,0.74837 ± 0.038,0.76336 ± 0.038,0.29562 ± 0.037,0.77666 ± 0.046
Q1_Q2_1.0,0.40587 ± 0.015,0.54525 ± 0.068,0.69432 ± 0.020,0.65224 ± 0.056,0.61869 ± 0.081,0.61926 ± 0.073,0.59896 ± 0.072,0.57864 ± 0.043,0.74731 ± 0.036,0.55515 ± 0.133,0.39842 ± 0.008,0.47881 ± 0.105,0.30112 ± 0.059,0.54585 ± 0.099
Q1_Q3_1.0,0.44062 ± 0.081,0.55215 ± 0.026,0.70907 ± 0.026,0.72595 ± 0.026,0.59194 ± 0.098,0.61518 ± 0.179,0.71832 ± 0.050,0.53183 ± 0.051,0.73245 ± 0.035,0.60587 ± 0.092,0.39842 ± 0.008,0.66293 ± 0.076,0.29546 ± 0.045,0.63475 ± 0.054
Q1_Q4_1.0,0.42209 ± 0.045,0.41052 ± 0.018,0.69128 ± 0.037,0.71032 ± 0.043,0.70930 ± 0.031,0.70695 ± 0.027,0.69914 ± 0.031,0.58550 ± 0.014,0.70277 ± 0.037,0.65742 ± 0.049,0.25213 ± 0.011,0.55369 ± 0.116,0.26947 ± 0.030,0.57981 ± 0.061
Q2_Q3_1.0,0.66854 ± 0.073,0.78113 ± 0.025,0.80320 ± 0.042,0.76507 ± 0.051,0.80454 ± 0.033,0.80705 ± 0.038,0.80818 ± 0.026,0.78831 ± 0.047,0.80538 ± 0.032,0.71396 ± 0.128,0.75960 ± 0.033,0.74245 ± 0.050,0.32836 ± 0.065,0.79033 ± 0.048
Q2_Q4_1.0,0.79174 ± 0.043,0.37647 ± 0.045,0.72543 ± 0.033,0.75292 ± 0.034,0.75262 ± 0.025,0.75875 ± 0.028,0.75784 ± 0.026,0.74065 ± 0.030,0.76484 ± 0.038,0.67501 ± 0.018,0.70800 ± 0.034,0.71953 ± 0.039,0.28294 ± 0.030,0.73445 ± 0.029
Q3_Q4_1.0,0.72964 ± 0.035,0.24763 ± 0.027,0.66299 ± 0.023,0.74735 ± 0.049,0.71405 ± 0.027,0.73294 ± 0.019,0.69798 ± 0.037,0.66521 ± 0.037,0.72693 ± 0.033,0.37499 ± 0.086,0.67807 ± 0.064,0.68488 ± 0.028,0.26438 ± 0.027,0.57279 ± 0.077
Q1_1.0,0.50078 ± 0.042,0.70151 ± 0.046,0.71546 ± 0.017,0.74334 ± 0.036,0.68165 ± 0.136,0.68451 ± 0.040,0.73384 ± 0.031,0.45136 ± 0.034,0.74809 ± 0.024,0.57171 ± 0.089,0.47782 ± 0.141,0.52082 ± 0.112,0.33360 ± 0.063,0.56315 ± 0.142
Q2_1.0,0.74730 ± 0.027,0.79674 ± 0.033,0.81173 ± 0.035,0.80619 ± 0.038,0.81144 ± 0.034,0.81452 ± 0.031,0.79245 ± 0.044,0.80946 ± 0.036,0.80734 ± 0.030,0.75888 ± 0.055,0.77924 ± 0.039,0.78051 ± 0.040,0.33308 ± 0.087,0.80947 ± 0.036
Q3_1.0,0.78908 ± 0.046,0.77643 ± 0.026,0.79907 ± 0.042,0.80362 ± 0.034,0.80570 ± 0.033,0.80444 ± 0.033,0.81541 ± 0.037,0.79523 ± 0.042,0.80732 ± 0.038,0.77084 ± 0.060,0.76807 ± 0.038,0.76983 ± 0.043,0.26998 ± 0.067,0.79216 ± 0.043
Q4_1.0,0.79830 ± 0.022,0.48750 ± 0.040,0.72990 ± 0.036,0.76933 ± 0.033,0.78272 ± 0.037,0.78007 ± 0.034,0.76310 ± 0.035,0.74054 ± 0.035,0.77040 ± 0.044,0.60621 ± 0.037,0.71948 ± 0.039,0.72310 ± 0.037,0.29308 ± 0.037,0.73533 ± 0.036
