,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.91410 ± 0.018,0.90806 ± 0.019,0.87229 ± 0.023,0.93419 ± 0.015,0.95093 ± 0.013,0.95165 ± 0.007,0.95602 ± 0.008,0.89343 ± 0.023,0.96326 ± 0.009,0.91889 ± 0.046,0.84038 ± 0.029,0.84360 ± 0.040,0.30787 ± 0.006,0.88617 ± 0.016
Q1_Q3_0.5,0.91465 ± 0.021,0.93151 ± 0.014,0.90649 ± 0.018,0.93924 ± 0.017,0.96112 ± 0.014,0.96842 ± 0.005,0.96185 ± 0.004,0.92377 ± 0.022,0.96845 ± 0.013,0.95219 ± 0.016,0.85836 ± 0.040,0.86623 ± 0.036,0.27564 ± 0.043,0.91082 ± 0.015
Q1_Q4_0.5,0.92882 ± 0.030,0.95466 ± 0.007,0.91724 ± 0.023,0.94385 ± 0.020,0.96464 ± 0.012,0.96907 ± 0.011,0.96392 ± 0.016,0.91320 ± 0.020,0.98158 ± 0.006,0.93693 ± 0.029,0.76332 ± 0.082,0.75358 ± 0.063,0.33498 ± 0.022,0.90961 ± 0.029
Q2_Q3_0.5,0.96375 ± 0.018,0.87811 ± 0.030,0.97497 ± 0.006,0.98307 ± 0.008,0.98379 ± 0.005,0.98306 ± 0.007,0.98014 ± 0.010,0.97053 ± 0.007,0.98233 ± 0.006,0.96518 ± 0.022,0.81218 ± 0.033,0.86741 ± 0.046,0.27808 ± 0.042,0.97719 ± 0.007
Q2_Q4_0.5,0.94543 ± 0.014,0.94775 ± 0.013,0.95145 ± 0.010,0.97555 ± 0.009,0.98374 ± 0.005,0.98522 ± 0.005,0.97930 ± 0.010,0.96054 ± 0.008,0.99484 ± 0.003,0.94004 ± 0.007,0.81557 ± 0.025,0.80100 ± 0.066,0.35091 ± 0.013,0.93703 ± 0.016
Q3_Q4_0.5,0.95669 ± 0.010,0.91052 ± 0.021,0.89392 ± 0.017,0.92618 ± 0.014,0.96275 ± 0.004,0.97106 ± 0.006,0.95299 ± 0.009,0.90756 ± 0.016,0.99037 ± 0.006,0.91302 ± 0.034,0.78860 ± 0.037,0.81615 ± 0.087,0.35689 ± 0.006,0.87619 ± 0.018
Q1_0.5,0.92073 ± 0.014,0.99334 ± 0.003,0.90872 ± 0.021,0.94287 ± 0.019,0.96040 ± 0.010,0.96258 ± 0.007,0.96258 ± 0.007,0.91950 ± 0.017,0.97061 ± 0.006,0.95529 ± 0.024,0.88294 ± 0.022,0.88187 ± 0.042,0.28063 ± 0.032,0.91089 ± 0.013
Q2_0.5,0.96403 ± 0.014,0.96424 ± 0.008,0.97574 ± 0.006,0.97867 ± 0.005,0.97721 ± 0.006,0.97867 ± 0.007,0.97721 ± 0.006,0.97647 ± 0.006,0.97867 ± 0.006,0.98296 ± 0.009,0.92583 ± 0.022,0.90656 ± 0.019,0.29096 ± 0.025,0.97280 ± 0.008
Q3_0.5,0.97561 ± 0.007,0.93697 ± 0.012,0.98298 ± 0.005,0.99114 ± 0.004,0.98746 ± 0.002,0.98967 ± 0.001,0.98968 ± 0.004,0.98004 ± 0.007,0.98746 ± 0.006,0.96876 ± 0.022,0.88999 ± 0.031,0.91978 ± 0.027,0.31666 ± 0.039,0.98671 ± 0.006
Q4_0.5,0.96872 ± 0.006,0.94731 ± 0.008,0.93620 ± 0.012,0.96431 ± 0.008,0.98446 ± 0.004,0.98446 ± 0.004,0.97474 ± 0.004,0.95074 ± 0.008,0.99040 ± 0.004,0.91499 ± 0.039,0.89052 ± 0.047,0.86965 ± 0.079,0.34635 ± 0.023,0.93161 ± 0.014
Q1_Q2_0.75,0.88311 ± 0.030,0.40504 ± 0.015,0.80146 ± 0.018,0.82574 ± 0.016,0.87074 ± 0.021,0.90714 ± 0.017,0.87080 ± 0.013,0.80808 ± 0.022,0.92754 ± 0.022,0.84413 ± 0.030,0.75474 ± 0.029,0.75838 ± 0.024,0.30787 ± 0.006,0.81394 ± 0.020
Q1_Q3_0.75,0.89571 ± 0.028,0.85970 ± 0.025,0.85611 ± 0.014,0.88108 ± 0.025,0.94352 ± 0.018,0.95895 ± 0.012,0.93761 ± 0.018,0.84841 ± 0.018,0.94190 ± 0.015,0.93961 ± 0.018,0.79438 ± 0.039,0.86283 ± 0.021,0.28085 ± 0.028,0.86830 ± 0.025
Q1_Q4_0.75,0.89020 ± 0.028,0.91422 ± 0.006,0.88774 ± 0.036,0.91326 ± 0.023,0.94440 ± 0.015,0.95939 ± 0.014,0.94619 ± 0.018,0.87482 ± 0.035,0.97417 ± 0.013,0.90163 ± 0.047,0.71480 ± 0.094,0.65201 ± 0.089,0.35029 ± 0.013,0.87814 ± 0.036
Q2_Q3_0.75,0.94109 ± 0.021,0.82355 ± 0.041,0.97422 ± 0.006,0.95946 ± 0.019,0.96475 ± 0.012,0.96845 ± 0.017,0.97211 ± 0.016,0.96316 ± 0.007,0.99189 ± 0.003,0.88622 ± 0.095,0.83952 ± 0.016,0.83878 ± 0.027,0.30534 ± 0.024,0.97423 ± 0.010
Q2_Q4_0.75,0.87464 ± 0.030,0.90008 ± 0.016,0.90374 ± 0.019,0.90907 ± 0.015,0.97405 ± 0.008,0.97477 ± 0.004,0.96883 ± 0.018,0.91143 ± 0.020,0.97997 ± 0.009,0.76739 ± 0.102,0.70283 ± 0.032,0.73812 ± 0.073,0.35689 ± 0.006,0.87074 ± 0.021
Q3_Q4_0.75,0.92216 ± 0.023,0.80499 ± 0.030,0.79806 ± 0.024,0.77928 ± 0.036,0.90031 ± 0.026,0.91057 ± 0.013,0.87699 ± 0.020,0.84094 ± 0.029,0.89675 ± 0.019,0.77768 ± 0.081,0.75341 ± 0.042,0.76619 ± 0.052,0.35689 ± 0.006,0.75434 ± 0.026
Q1_0.75,0.90834 ± 0.019,0.99038 ± 0.004,0.85841 ± 0.020,0.85677 ± 0.016,0.94145 ± 0.016,0.94148 ± 0.014,0.94438 ± 0.013,0.84803 ± 0.018,0.95311 ± 0.016,0.88779 ± 0.068,0.86890 ± 0.049,0.87927 ± 0.033,0.28882 ± 0.042,0.87070 ± 0.018
Q2_0.75,0.96109 ± 0.015,0.91964 ± 0.019,0.96989 ± 0.007,0.97427 ± 0.007,0.97867 ± 0.007,0.97867 ± 0.007,0.97794 ± 0.006,0.97060 ± 0.008,0.97941 ± 0.007,0.96608 ± 0.010,0.88145 ± 0.041,0.90729 ± 0.057,0.29648 ± 0.018,0.96989 ± 0.007
Q3_0.75,0.96739 ± 0.016,0.91804 ± 0.014,0.97398 ± 0.002,0.98448 ± 0.009,0.98599 ± 0.005,0.98894 ± 0.002,0.98597 ± 0.009,0.97254 ± 0.008,0.99631 ± 0.004,0.96360 ± 0.038,0.91433 ± 0.010,0.91982 ± 0.033,0.34546 ± 0.017,0.97544 ± 0.004
Q4_0.75,0.95436 ± 0.015,0.88971 ± 0.032,0.89885 ± 0.022,0.94624 ± 0.009,0.95748 ± 0.004,0.94377 ± 0.011,0.93835 ± 0.014,0.90482 ± 0.018,0.97696 ± 0.006,0.73052 ± 0.227,0.75575 ± 0.054,0.73538 ± 0.052,0.35689 ± 0.006,0.89092 ± 0.022
Q1_Q2_1.0,0.83625 ± 0.021,0.35689 ± 0.006,0.61405 ± 0.031,0.65005 ± 0.026,0.70203 ± 0.023,0.63660 ± 0.026,0.60240 ± 0.023,0.65595 ± 0.035,0.63159 ± 0.033,0.71378 ± 0.090,0.66850 ± 0.052,0.66255 ± 0.033,0.30787 ± 0.006,0.63459 ± 0.053
Q1_Q3_1.0,0.87121 ± 0.027,0.70105 ± 0.049,0.80872 ± 0.015,0.82691 ± 0.014,0.88599 ± 0.025,0.90836 ± 0.015,0.82532 ± 0.024,0.82825 ± 0.019,0.84883 ± 0.027,0.86526 ± 0.034,0.72670 ± 0.054,0.77616 ± 0.035,0.28232 ± 0.030,0.81234 ± 0.011
Q1_Q4_1.0,0.74756 ± 0.060,0.72711 ± 0.038,0.91326 ± 0.013,0.85194 ± 0.017,0.86043 ± 0.013,0.86109 ± 0.008,0.85237 ± 0.034,0.92817 ± 0.016,0.82291 ± 0.045,0.79722 ± 0.093,0.47277 ± 0.230,0.55465 ± 0.246,0.35689 ± 0.006,0.91189 ± 0.033
Q2_Q3_1.0,0.87814 ± 0.064,0.65773 ± 0.026,0.96687 ± 0.006,0.78210 ± 0.028,0.86532 ± 0.024,0.83632 ± 0.031,0.83554 ± 0.059,0.94183 ± 0.010,0.84028 ± 0.067,0.84843 ± 0.150,0.74216 ± 0.015,0.76766 ± 0.037,0.34624 ± 0.013,0.96684 ± 0.006
Q2_Q4_1.0,0.74989 ± 0.047,0.61957 ± 0.021,0.74719 ± 0.046,0.81525 ± 0.016,0.74145 ± 0.018,0.87607 ± 0.025,0.81840 ± 0.092,0.77673 ± 0.019,0.81436 ± 0.025,0.71099 ± 0.040,0.77985 ± 0.043,0.74659 ± 0.074,0.35128 ± 0.012,0.78626 ± 0.044
Q3_Q4_1.0,0.88466 ± 0.036,0.30226 ± 0.004,0.62619 ± 0.041,0.61296 ± 0.023,0.58684 ± 0.016,0.72984 ± 0.026,0.67404 ± 0.073,0.71130 ± 0.032,0.73956 ± 0.040,0.57885 ± 0.124,0.62342 ± 0.043,0.64073 ± 0.036,0.35689 ± 0.006,0.65075 ± 0.021
Q1_1.0,0.89046 ± 0.022,0.94361 ± 0.016,0.81231 ± 0.016,0.79043 ± 0.014,0.88089 ± 0.015,0.88170 ± 0.012,0.80731 ± 0.025,0.81163 ± 0.023,0.86125 ± 0.014,0.85089 ± 0.038,0.72484 ± 0.033,0.72034 ± 0.059,0.30787 ± 0.006,0.81232 ± 0.010
Q2_1.0,0.96476 ± 0.018,0.77949 ± 0.023,0.95969 ± 0.012,0.97062 ± 0.008,0.97501 ± 0.006,0.97501 ± 0.006,0.96838 ± 0.005,0.95453 ± 0.010,0.97941 ± 0.007,0.96291 ± 0.027,0.87700 ± 0.038,0.84579 ± 0.052,0.30576 ± 0.007,0.95676 ± 0.010
Q3_1.0,0.97324 ± 0.012,0.88152 ± 0.030,0.95587 ± 0.011,0.97400 ± 0.007,0.97559 ± 0.011,0.98598 ± 0.003,0.98149 ± 0.006,0.96349 ± 0.005,0.99113 ± 0.008,0.96882 ± 0.023,0.89275 ± 0.034,0.89990 ± 0.020,0.34813 ± 0.013,0.96415 ± 0.009
Q4_1.0,0.94376 ± 0.020,0.65880 ± 0.028,0.74466 ± 0.034,0.75864 ± 0.030,0.81669 ± 0.061,0.79769 ± 0.032,0.76926 ± 0.046,0.70435 ± 0.036,0.79217 ± 0.038,0.67642 ± 0.128,0.74971 ± 0.050,0.78843 ± 0.059,0.35689 ± 0.006,0.78971 ± 0.036
