,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q2_0.5,0.92542 ± 0.023,0.82927 ± 0.023,0.96471 ± 0.009,0.96394 ± 0.010,0.96691 ± 0.010,0.96691 ± 0.010,0.96765 ± 0.009,0.96470 ± 0.009,0.96907 ± 0.011,0.95772 ± 0.007,0.91092 ± 0.031,0.89528 ± 0.012,0.43357 ± 0.073,0.96397 ± 0.010
Q3_0.5,0.93729 ± 0.017,0.73168 ± 0.031,0.95921 ± 0.009,0.96521 ± 0.010,0.96745 ± 0.010,0.96528 ± 0.011,0.96596 ± 0.011,0.95997 ± 0.006,0.96602 ± 0.013,0.93343 ± 0.022,0.87310 ± 0.023,0.90096 ± 0.017,0.39205 ± 0.069,0.95770 ± 0.007
Q4_0.5,0.88936 ± 0.029,0.66011 ± 0.049,0.91284 ± 0.019,0.93562 ± 0.016,0.95446 ± 0.014,0.95217 ± 0.015,0.94094 ± 0.014,0.91998 ± 0.017,0.96148 ± 0.011,0.87641 ± 0.033,0.87308 ± 0.033,0.86458 ± 0.055,0.43446 ± 0.079,0.90819 ± 0.020
Q1_Q2_0.75,0.84654 ± 0.028,0.39879 ± 0.014,0.77917 ± 0.012,0.81157 ± 0.018,0.87872 ± 0.013,0.88971 ± 0.018,0.88242 ± 0.015,0.78399 ± 0.018,0.91939 ± 0.011,0.83835 ± 0.024,0.77282 ± 0.017,0.79205 ± 0.015,0.38621 ± 0.055,0.78528 ± 0.018
Q1_Q3_0.75,0.84108 ± 0.039,0.53530 ± 0.025,0.83725 ± 0.016,0.85221 ± 0.023,0.94428 ± 0.021,0.93557 ± 0.014,0.93254 ± 0.022,0.82464 ± 0.011,0.92935 ± 0.020,0.90568 ± 0.012,0.84594 ± 0.029,0.86598 ± 0.014,0.43703 ± 0.100,0.83720 ± 0.014
Q1_Q4_0.75,0.81242 ± 0.022,0.44204 ± 0.029,0.88305 ± 0.029,0.90254 ± 0.021,0.92969 ± 0.018,0.94000 ± 0.017,0.92699 ± 0.022,0.86514 ± 0.034,0.94896 ± 0.018,0.88093 ± 0.040,0.82093 ± 0.051,0.75698 ± 0.076,0.39772 ± 0.061,0.87417 ± 0.027
Q2_Q3_0.75,0.88132 ± 0.034,0.54321 ± 0.027,0.95722 ± 0.011,0.92804 ± 0.023,0.94854 ± 0.018,0.95293 ± 0.017,0.95740 ± 0.015,0.94761 ± 0.012,0.96906 ± 0.008,0.87446 ± 0.082,0.84618 ± 0.013,0.84469 ± 0.020,0.42647 ± 0.057,0.94825 ± 0.013
Q2_Q4_0.75,0.81115 ± 0.014,0.36771 ± 0.014,0.87385 ± 0.022,0.87862 ± 0.024,0.93073 ± 0.014,0.93378 ± 0.015,0.92318 ± 0.020,0.88322 ± 0.024,0.93247 ± 0.010,0.80139 ± 0.070,0.76570 ± 0.035,0.76938 ± 0.060,0.40640 ± 0.075,0.85824 ± 0.024
Q3_Q4_0.75,0.80447 ± 0.023,0.27594 ± 0.016,0.76496 ± 0.016,0.72553 ± 0.041,0.87194 ± 0.027,0.85860 ± 0.027,0.84554 ± 0.024,0.81670 ± 0.023,0.87591 ± 0.026,0.75255 ± 0.065,0.75288 ± 0.045,0.76228 ± 0.062,0.30787 ± 0.006,0.75239 ± 0.020
Q1_0.75,0.86314 ± 0.024,0.93460 ± 0.007,0.83797 ± 0.013,0.83356 ± 0.014,0.91744 ± 0.015,0.91602 ± 0.011,0.93346 ± 0.015,0.82049 ± 0.016,0.94868 ± 0.020,0.87093 ± 0.074,0.89026 ± 0.040,0.89909 ± 0.023,0.40068 ± 0.080,0.83796 ± 0.015
Q2_0.75,0.91652 ± 0.021,0.71494 ± 0.028,0.96112 ± 0.012,0.96181 ± 0.012,0.97060 ± 0.008,0.97133 ± 0.008,0.96913 ± 0.006,0.96182 ± 0.013,0.96836 ± 0.011,0.95124 ± 0.019,0.89376 ± 0.029,0.90176 ± 0.039,0.42517 ± 0.065,0.95964 ± 0.015
Q3_0.75,0.91957 ± 0.031,0.63878 ± 0.028,0.94859 ± 0.012,0.94946 ± 0.011,0.96448 ± 0.010,0.96969 ± 0.009,0.95927 ± 0.014,0.95010 ± 0.010,0.96892 ± 0.011,0.91375 ± 0.017,0.89532 ± 0.010,0.89502 ± 0.020,0.38977 ± 0.047,0.94408 ± 0.014
Q4_0.75,0.84046 ± 0.028,0.39527 ± 0.016,0.87364 ± 0.027,0.90322 ± 0.025,0.93064 ± 0.016,0.92677 ± 0.016,0.91046 ± 0.022,0.87257 ± 0.023,0.94014 ± 0.014,0.80142 ± 0.114,0.78766 ± 0.035,0.78031 ± 0.046,0.38512 ± 0.065,0.87199 ± 0.025
Q1_Q2_1.0,0.81630 ± 0.028,0.35689 ± 0.006,0.68213 ± 0.029,0.71951 ± 0.026,0.71750 ± 0.028,0.72421 ± 0.034,0.62479 ± 0.030,0.71943 ± 0.033,0.69233 ± 0.061,0.73614 ± 0.037,0.72087 ± 0.034,0.71620 ± 0.026,0.37399 ± 0.031,0.68278 ± 0.056
Q1_Q3_1.0,0.82155 ± 0.022,0.49551 ± 0.023,0.78511 ± 0.024,0.80122 ± 0.014,0.84018 ± 0.013,0.86930 ± 0.014,0.79942 ± 0.016,0.77438 ± 0.014,0.82996 ± 0.015,0.84556 ± 0.036,0.75868 ± 0.017,0.79696 ± 0.030,0.43850 ± 0.098,0.78353 ± 0.019
Q1_Q4_1.0,0.55569 ± 0.078,0.50525 ± 0.034,0.90499 ± 0.019,0.90353 ± 0.013,0.88682 ± 0.015,0.89983 ± 0.011,0.89555 ± 0.015,0.90694 ± 0.021,0.88544 ± 0.016,0.82936 ± 0.096,0.79173 ± 0.097,0.81217 ± 0.114,0.39482 ± 0.061,0.89542 ± 0.032
Q2_Q3_1.0,0.83960 ± 0.045,0.51746 ± 0.025,0.95279 ± 0.012,0.77518 ± 0.027,0.86443 ± 0.016,0.85809 ± 0.024,0.84869 ± 0.061,0.93513 ± 0.018,0.87132 ± 0.032,0.85599 ± 0.120,0.80248 ± 0.022,0.81349 ± 0.029,0.37769 ± 0.079,0.93706 ± 0.016
Q2_Q4_1.0,0.76072 ± 0.023,0.40808 ± 0.029,0.71586 ± 0.040,0.77757 ± 0.021,0.73567 ± 0.046,0.82752 ± 0.025,0.82420 ± 0.104,0.71200 ± 0.033,0.82248 ± 0.042,0.68119 ± 0.073,0.74733 ± 0.064,0.73949 ± 0.083,0.39508 ± 0.083,0.70538 ± 0.067
Q3_Q4_1.0,0.70060 ± 0.056,0.30716 ± 0.007,0.60911 ± 0.023,0.50267 ± 0.023,0.66115 ± 0.037,0.71948 ± 0.065,0.67215 ± 0.065,0.47873 ± 0.090,0.72347 ± 0.033,0.62268 ± 0.093,0.62029 ± 0.043,0.61438 ± 0.044,0.29262 ± 0.022,0.60287 ± 0.018
Q1_1.0,0.83615 ± 0.018,0.85632 ± 0.019,0.78180 ± 0.018,0.77565 ± 0.021,0.85470 ± 0.011,0.84942 ± 0.009,0.78778 ± 0.019,0.76475 ± 0.017,0.83125 ± 0.011,0.82697 ± 0.032,0.77155 ± 0.020,0.75117 ± 0.031,0.38155 ± 0.051,0.78221 ± 0.014
Q2_1.0,0.90237 ± 0.026,0.56962 ± 0.019,0.95238 ± 0.016,0.95675 ± 0.015,0.96623 ± 0.008,0.96695 ± 0.007,0.96328 ± 0.010,0.95601 ± 0.016,0.97132 ± 0.006,0.94399 ± 0.037,0.88336 ± 0.042,0.86001 ± 0.039,0.43392 ± 0.073,0.95165 ± 0.015
Q3_1.0,0.89594 ± 0.023,0.60394 ± 0.033,0.93927 ± 0.015,0.93499 ± 0.015,0.95986 ± 0.008,0.96443 ± 0.010,0.95159 ± 0.022,0.94172 ± 0.013,0.96301 ± 0.009,0.93794 ± 0.027,0.86924 ± 0.021,0.88793 ± 0.023,0.37011 ± 0.041,0.93400 ± 0.010
Q4_1.0,0.82129 ± 0.027,0.35781 ± 0.031,0.71387 ± 0.048,0.72792 ± 0.047,0.83667 ± 0.053,0.82062 ± 0.025,0.79345 ± 0.056,0.68816 ± 0.050,0.82762 ± 0.027,0.67892 ± 0.130,0.76545 ± 0.025,0.76990 ± 0.035,0.34042 ± 0.030,0.73074 ± 0.041
