,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,9.39050 ± 1.017,9.47803 ± 0.732,9.77127 ± 0.799,9.59292 ± 1.137,9.67620 ± 0.882,9.66932 ± 0.733,9.80993 ± 0.701,9.73466 ± 0.768,9.75146 ± 0.710,12.10762 ± 1.622,11.40654 ± 1.849,11.78821 ± 1.817,15.10077 ± 1.611,9.69677 ± 0.888
Q1_Q3_0.5,9.17146 ± 0.866,10.15136 ± 0.738,9.40872 ± 0.633,9.19844 ± 0.808,9.31387 ± 0.730,9.37279 ± 0.608,9.38669 ± 0.861,9.46724 ± 0.690,9.38711 ± 0.660,11.27583 ± 1.135,12.29025 ± 1.666,12.04679 ± 1.199,15.05132 ± 1.592,9.26303 ± 0.779
Q1_Q4_0.5,9.70198 ± 0.848,12.18139 ± 1.568,9.14487 ± 0.765,9.34340 ± 1.017,9.10584 ± 0.768,9.15292 ± 0.791,9.08398 ± 0.826,9.11201 ± 0.790,9.19771 ± 0.815,12.34603 ± 1.445,12.86787 ± 0.773,12.02486 ± 1.040,15.12920 ± 1.417,9.35048 ± 0.853
Q2_Q3_0.5,9.32364 ± 0.958,9.97012 ± 0.605,8.98952 ± 0.702,9.14747 ± 1.041,8.98815 ± 0.728,8.99703 ± 0.767,9.01478 ± 0.746,9.06622 ± 0.687,9.01067 ± 0.748,11.18159 ± 1.083,11.71591 ± 2.438,11.38021 ± 1.656,15.07521 ± 1.603,8.99107 ± 0.742
Q2_Q4_0.5,10.22072 ± 1.222,12.35990 ± 1.318,9.66406 ± 0.878,10.09238 ± 1.009,9.63161 ± 0.907,9.78696 ± 0.919,10.02609 ± 0.905,9.77516 ± 0.868,9.73139 ± 0.905,12.38664 ± 1.360,12.45193 ± 1.796,12.54962 ± 1.651,15.07175 ± 1.573,9.74305 ± 0.883
Q3_Q4_0.5,10.03750 ± 0.711,12.26651 ± 1.256,9.69431 ± 0.679,9.92269 ± 0.811,9.66601 ± 0.690,9.76626 ± 0.704,9.74717 ± 0.697,9.75162 ± 0.698,9.75542 ± 0.718,12.20187 ± 1.411,12.91711 ± 1.519,12.00869 ± 1.633,15.05859 ± 1.570,9.75137 ± 0.627
Q1_0.5,9.21072 ± 1.057,9.16530 ± 0.761,9.42161 ± 0.957,9.37441 ± 1.058,9.37421 ± 0.886,9.37348 ± 0.919,9.43165 ± 0.899,9.30825 ± 0.857,9.38387 ± 0.907,11.55361 ± 1.569,12.65738 ± 1.188,11.86293 ± 1.955,15.07869 ± 1.613,9.38460 ± 0.991
Q2_0.5,9.04940 ± 0.959,9.24005 ± 0.766,9.01343 ± 0.857,9.04806 ± 0.926,9.00942 ± 0.859,9.00679 ± 0.869,9.03458 ± 0.875,9.07579 ± 0.907,9.00863 ± 0.868,11.00408 ± 1.437,12.25623 ± 1.192,11.37740 ± 0.882,15.28855 ± 1.610,9.03108 ± 0.878
Q3_0.5,9.09184 ± 0.848,9.63618 ± 0.682,9.04584 ± 0.632,9.06014 ± 0.718,9.04351 ± 0.625,9.04023 ± 0.628,9.04916 ± 0.634,9.11404 ± 0.581,9.04572 ± 0.622,10.80692 ± 0.965,12.78857 ± 1.531,12.54155 ± 1.693,15.04800 ± 1.593,9.04292 ± 0.654
Q4_0.5,9.64264 ± 1.035,12.57662 ± 1.468,9.57978 ± 0.929,9.75170 ± 0.974,9.58999 ± 0.879,9.62645 ± 0.927,9.59236 ± 0.908,9.66941 ± 0.909,9.62231 ± 0.908,12.94104 ± 1.516,13.54217 ± 1.755,12.57406 ± 1.982,15.13069 ± 1.443,9.60055 ± 0.932
Q1_Q2_0.75,9.66996 ± 1.141,9.64305 ± 0.826,12.36798 ± 1.050,12.46633 ± 1.443,11.99993 ± 1.412,12.08994 ± 1.761,12.07589 ± 1.492,11.28890 ± 1.129,12.18906 ± 1.318,13.94448 ± 2.164,12.91226 ± 1.784,13.44194 ± 2.334,15.21255 ± 1.636,11.86368 ± 1.025
Q1_Q3_0.75,9.41168 ± 0.874,10.96756 ± 0.478,10.35984 ± 0.667,9.85947 ± 0.989,9.85407 ± 1.172,10.63830 ± 1.045,10.09540 ± 1.046,10.21256 ± 0.615,10.08847 ± 0.880,12.14805 ± 0.966,12.90602 ± 2.703,13.13126 ± 1.295,15.06922 ± 1.574,9.97016 ± 0.657
Q1_Q4_0.75,11.70506 ± 1.400,15.82694 ± 1.754,10.34703 ± 0.866,10.56252 ± 0.900,10.70837 ± 0.288,10.99344 ± 0.707,11.32527 ± 0.744,10.27367 ± 0.775,10.84803 ± 0.983,14.05796 ± 1.669,13.33042 ± 1.267,13.99646 ± 1.766,15.09545 ± 1.461,10.82440 ± 1.409
Q2_Q3_0.75,9.59286 ± 0.986,12.54958 ± 0.836,9.08464 ± 0.625,9.48848 ± 1.109,9.07431 ± 0.580,9.24863 ± 0.844,9.14641 ± 0.730,9.24796 ± 0.622,9.14436 ± 0.785,11.19771 ± 1.311,12.05109 ± 1.374,11.79193 ± 1.412,15.15080 ± 1.608,9.03507 ± 0.662
Q2_Q4_0.75,11.20043 ± 1.270,14.23022 ± 1.697,10.25644 ± 1.117,11.39994 ± 1.231,10.55607 ± 1.117,10.66031 ± 1.284,10.29640 ± 1.410,10.35798 ± 1.188,10.28010 ± 1.129,14.25057 ± 1.972,13.01266 ± 1.171,13.12280 ± 1.124,15.04812 ± 1.537,10.38825 ± 1.153
Q3_Q4_0.75,10.63770 ± 0.889,15.20131 ± 2.040,10.96253 ± 0.905,11.44767 ± 1.115,11.19600 ± 0.767,11.35017 ± 0.816,11.36716 ± 0.907,10.65229 ± 0.859,11.53631 ± 0.921,13.40551 ± 1.478,12.32617 ± 0.882,12.06051 ± 1.613,15.11083 ± 1.443,11.07397 ± 0.974
Q1_0.75,9.42563 ± 0.879,9.10562 ± 0.858,11.00912 ± 0.862,10.69582 ± 1.053,10.80574 ± 0.875,10.73535 ± 0.884,10.69680 ± 0.816,10.47078 ± 0.795,10.90745 ± 0.886,12.13388 ± 1.829,11.85426 ± 1.375,10.87893 ± 0.918,15.04972 ± 1.614,10.81965 ± 0.912
Q2_0.75,9.19026 ± 1.032,9.46856 ± 0.725,9.06566 ± 0.912,9.16380 ± 1.010,9.04788 ± 0.919,9.05366 ± 0.931,9.06443 ± 0.933,9.17219 ± 0.956,9.04810 ± 0.934,11.24792 ± 1.591,11.51621 ± 1.326,10.84388 ± 0.760,15.34507 ± 1.544,9.08944 ± 0.973
Q3_0.75,9.24560 ± 0.794,10.27021 ± 0.544,9.23534 ± 0.484,9.24902 ± 0.584,9.24402 ± 0.463,9.23302 ± 0.496,9.22460 ± 0.509,9.24073 ± 0.455,9.23032 ± 0.511,11.09852 ± 0.729,11.78685 ± 1.650,11.97945 ± 1.707,15.07647 ± 1.610,9.22684 ± 0.545
Q4_0.75,10.66246 ± 1.135,16.59045 ± 1.481,10.75700 ± 0.853,11.21490 ± 1.029,10.72845 ± 0.895,10.72939 ± 0.911,10.86429 ± 0.932,10.73132 ± 0.880,10.78686 ± 0.908,14.47768 ± 1.444,13.63553 ± 1.117,14.37831 ± 1.138,15.10608 ± 1.466,10.88260 ± 0.967
Q1_Q2_1.0,10.00236 ± 1.183,9.99944 ± 0.753,24.65285 ± 1.869,18.94404 ± 2.399,24.40327 ± 2.542,20.12585 ± 1.980,22.07013 ± 3.370,19.55385 ± 1.353,23.50859 ± 2.047,15.38888 ± 1.129,15.00740 ± 3.228,13.89405 ± 1.300,15.19562 ± 1.612,18.39080 ± 1.305
Q1_Q3_1.0,9.49955 ± 1.007,11.25938 ± 0.489,14.00963 ± 0.582,15.19970 ± 2.543,13.66360 ± 1.097,14.07804 ± 0.973,12.69369 ± 1.599,13.78582 ± 0.676,11.85080 ± 1.613,12.54046 ± 1.478,12.82879 ± 1.936,12.49056 ± 1.973,15.06838 ± 1.604,13.45486 ± 1.875
Q1_Q4_1.0,14.00329 ± 1.873,19.21939 ± 1.615,11.29021 ± 1.398,11.89542 ± 1.161,11.24224 ± 1.294,11.30944 ± 1.340,11.83774 ± 1.857,11.68311 ± 1.504,11.15468 ± 1.660,14.58253 ± 2.916,13.94747 ± 1.041,14.69460 ± 1.655,15.10254 ± 1.447,13.57998 ± 2.028
Q2_Q3_1.0,9.61753 ± 1.206,13.89240 ± 0.622,9.16878 ± 0.550,10.16461 ± 0.780,9.17475 ± 0.537,10.88639 ± 0.813,9.46640 ± 1.090,9.49954 ± 0.622,9.31331 ± 0.905,11.60307 ± 1.410,12.40521 ± 2.029,12.16064 ± 1.416,15.11259 ± 1.603,9.09300 ± 0.603
Q2_Q4_1.0,13.12848 ± 1.774,17.75149 ± 1.491,12.34077 ± 1.127,13.57164 ± 1.569,12.27602 ± 1.191,12.19666 ± 1.344,12.48477 ± 1.614,12.44007 ± 1.194,12.59262 ± 1.203,15.00138 ± 1.818,14.16569 ± 1.533,14.41143 ± 1.716,15.06730 ± 1.524,12.54823 ± 1.325
Q3_Q4_1.0,11.72059 ± 0.961,26.85875 ± 1.709,14.47225 ± 1.112,14.02036 ± 1.232,14.34787 ± 1.215,14.19280 ± 1.242,14.88080 ± 1.862,14.70281 ± 0.988,14.63331 ± 1.360,15.08473 ± 1.470,15.21389 ± 1.584,15.22526 ± 1.544,15.16192 ± 1.390,14.63398 ± 1.090
Q1_1.0,10.14792 ± 1.017,9.24075 ± 0.828,13.52560 ± 0.573,13.36433 ± 1.410,13.56725 ± 0.634,13.55586 ± 0.479,13.45163 ± 0.335,12.77879 ± 0.744,13.49921 ± 0.670,12.28875 ± 1.796,13.05658 ± 1.285,12.45446 ± 1.871,15.10117 ± 1.630,12.59206 ± 0.314
Q2_1.0,9.39140 ± 1.097,9.64971 ± 0.729,9.11483 ± 0.968,9.35081 ± 1.216,9.08601 ± 0.985,9.07586 ± 0.979,9.11508 ± 0.970,9.21868 ± 1.030,9.17764 ± 1.006,11.87513 ± 1.554,12.01026 ± 1.652,11.88148 ± 1.706,15.29983 ± 1.566,9.10802 ± 0.958
Q3_1.0,9.28057 ± 0.761,11.13150 ± 0.483,9.47320 ± 0.407,9.57331 ± 0.616,9.48431 ± 0.401,9.50528 ± 0.467,9.42469 ± 0.347,9.52816 ± 0.281,9.42795 ± 0.499,11.08801 ± 1.012,11.78534 ± 1.761,11.64140 ± 1.773,15.04666 ± 1.596,9.35600 ± 0.469
Q4_1.0,11.68225 ± 0.924,20.97896 ± 1.479,12.36536 ± 1.105,12.62979 ± 1.331,12.33376 ± 1.108,12.36463 ± 1.140,12.36522 ± 1.118,12.47397 ± 1.142,12.44689 ± 1.164,16.11745 ± 1.600,13.90913 ± 0.930,14.48205 ± 1.337,15.17128 ± 1.396,12.41997 ± 1.329
