,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,12.51022 ± 1.627,11.75023 ± 1.237,12.60330 ± 1.518,12.61248 ± 1.491,12.53796 ± 1.545,12.42746 ± 1.540,12.52104 ± 1.491,12.67295 ± 1.464,12.54433 ± 1.517,13.18702 ± 1.657,14.58237 ± 1.625,14.56498 ± 1.614,18.29753 ± 1.750,12.61405 ± 1.537
Q1_Q3_0.5,12.49372 ± 1.433,12.15126 ± 1.293,12.51540 ± 1.536,12.43245 ± 1.440,12.45899 ± 1.469,12.31577 ± 1.519,12.42741 ± 1.494,12.52653 ± 1.516,12.44471 ± 1.512,12.47853 ± 1.393,14.59535 ± 1.537,14.57231 ± 1.535,18.29595 ± 1.760,12.47568 ± 1.489
Q1_Q4_0.5,13.32517 ± 1.319,13.74861 ± 1.520,13.04226 ± 1.458,13.06678 ± 1.488,13.00701 ± 1.423,13.01928 ± 1.420,13.00443 ± 1.475,13.09342 ± 1.428,13.00988 ± 1.461,13.39060 ± 1.487,14.58379 ± 1.550,14.57100 ± 1.522,18.33524 ± 1.744,13.15672 ± 1.493
Q2_Q3_0.5,12.18870 ± 1.356,12.15229 ± 1.281,11.93023 ± 1.414,12.05188 ± 1.484,11.90097 ± 1.406,11.87968 ± 1.380,11.89135 ± 1.392,11.99927 ± 1.425,11.92037 ± 1.421,12.20414 ± 1.417,14.48306 ± 1.552,14.49904 ± 1.552,18.28756 ± 1.759,11.98924 ± 1.432
Q2_Q4_0.5,12.96328 ± 1.536,13.84256 ± 1.368,12.59147 ± 1.427,12.95712 ± 1.441,12.62513 ± 1.447,12.65171 ± 1.417,12.78071 ± 1.379,12.66583 ± 1.420,12.61060 ± 1.422,13.21130 ± 1.342,14.53735 ± 1.521,14.48249 ± 1.495,18.30059 ± 1.749,12.65602 ± 1.438
Q3_Q4_0.5,13.02402 ± 1.220,14.19962 ± 1.358,12.75096 ± 1.426,12.89941 ± 1.393,12.62782 ± 1.385,12.65376 ± 1.383,12.68671 ± 1.447,12.83983 ± 1.446,12.77833 ± 1.444,13.08441 ± 1.684,14.52420 ± 1.525,14.52160 ± 1.477,18.29563 ± 1.761,12.87294 ± 1.326
Q1_0.5,12.42479 ± 1.510,11.78067 ± 1.367,12.35632 ± 1.531,12.36139 ± 1.401,12.30284 ± 1.454,12.31639 ± 1.447,12.30846 ± 1.454,12.39285 ± 1.517,12.35775 ± 1.449,12.81946 ± 1.510,14.57169 ± 1.583,14.56467 ± 1.590,18.30209 ± 1.748,12.37845 ± 1.553
Q2_0.5,11.96490 ± 1.373,11.70786 ± 1.319,11.84422 ± 1.408,11.94537 ± 1.465,11.87165 ± 1.396,11.90186 ± 1.382,11.87095 ± 1.403,11.92774 ± 1.411,11.90046 ± 1.383,12.24285 ± 1.533,14.54715 ± 1.535,14.52127 ± 1.525,18.29554 ± 1.759,11.91371 ± 1.402
Q3_0.5,12.12750 ± 1.417,12.13194 ± 1.290,11.93660 ± 1.405,11.96866 ± 1.442,11.89493 ± 1.397,11.90611 ± 1.424,11.90538 ± 1.416,11.94890 ± 1.402,11.92095 ± 1.418,12.07836 ± 1.423,14.51228 ± 1.550,14.54351 ± 1.498,18.28161 ± 1.758,11.92619 ± 1.383
Q4_0.5,12.70975 ± 1.449,14.00984 ± 1.458,12.54897 ± 1.397,12.79570 ± 1.410,12.56374 ± 1.405,12.57921 ± 1.400,12.56621 ± 1.406,12.58037 ± 1.400,12.56633 ± 1.400,13.63166 ± 1.600,14.52558 ± 1.542,14.51104 ± 1.513,18.27581 ± 1.758,12.59007 ± 1.403
Q1_Q2_0.75,12.84597 ± 1.631,11.70260 ± 1.257,13.42765 ± 1.685,13.57850 ± 1.602,13.45281 ± 1.711,13.26016 ± 1.546,13.37903 ± 1.632,13.64715 ± 1.659,13.43345 ± 1.509,14.47964 ± 1.823,14.65165 ± 1.603,14.60440 ± 1.551,18.29507 ± 1.742,13.45134 ± 1.653
Q1_Q3_0.75,12.83250 ± 1.470,12.34991 ± 1.158,13.00418 ± 1.510,12.91579 ± 1.505,13.18202 ± 1.424,13.11294 ± 1.435,12.89571 ± 1.424,13.04956 ± 1.535,13.01505 ± 1.409,13.30138 ± 1.529,14.61505 ± 1.608,14.59280 ± 1.565,18.27144 ± 1.746,12.97055 ± 1.547
Q1_Q4_0.75,14.12303 ± 1.544,14.82277 ± 1.480,13.88582 ± 1.492,13.84954 ± 1.445,13.96058 ± 1.424,14.03825 ± 1.537,14.14405 ± 1.595,13.87509 ± 1.492,14.05308 ± 1.522,14.22547 ± 1.514,14.59924 ± 1.552,14.61985 ± 1.513,18.31368 ± 1.745,14.00062 ± 1.544
Q2_Q3_0.75,12.20188 ± 1.355,12.88801 ± 0.941,12.04183 ± 1.331,12.20089 ± 1.371,11.96298 ± 1.350,12.05091 ± 1.343,11.94239 ± 1.407,12.03216 ± 1.398,12.02251 ± 1.372,12.31118 ± 1.394,14.52715 ± 1.485,14.49116 ± 1.476,18.31037 ± 1.755,12.07148 ± 1.300
Q2_Q4_0.75,13.50713 ± 1.533,14.70954 ± 1.374,13.17679 ± 1.453,13.52544 ± 1.446,13.16363 ± 1.518,13.36690 ± 1.425,13.20031 ± 1.568,13.22369 ± 1.497,13.18341 ± 1.415,14.19054 ± 1.597,14.50769 ± 1.515,14.56653 ± 1.474,18.31091 ± 1.749,13.15935 ± 1.425
Q3_Q4_0.75,13.27008 ± 1.274,15.35314 ± 1.461,13.51931 ± 1.469,13.73699 ± 1.447,13.50462 ± 1.425,13.45599 ± 1.394,13.60886 ± 1.415,13.49253 ± 1.487,13.70874 ± 1.412,13.95571 ± 1.545,14.55153 ± 1.474,14.57489 ± 1.501,18.28898 ± 1.759,13.64010 ± 1.476
Q1_0.75,12.64807 ± 1.506,11.72619 ± 1.398,13.01919 ± 1.585,12.94553 ± 1.537,12.81098 ± 1.532,12.77243 ± 1.584,12.80865 ± 1.570,13.04066 ± 1.549,12.94018 ± 1.554,13.17187 ± 1.509,14.63740 ± 1.589,14.62798 ± 1.582,18.29551 ± 1.747,12.98061 ± 1.606
Q2_0.75,12.12292 ± 1.415,11.86912 ± 1.292,11.89444 ± 1.425,12.08871 ± 1.433,11.96070 ± 1.432,11.96322 ± 1.445,11.91314 ± 1.420,11.97497 ± 1.460,11.94259 ± 1.438,12.40465 ± 1.654,14.51017 ± 1.574,14.50587 ± 1.522,18.29746 ± 1.754,11.99640 ± 1.521
Q3_0.75,12.14118 ± 1.344,12.60250 ± 1.149,11.95777 ± 1.341,12.03586 ± 1.392,11.96101 ± 1.367,11.89311 ± 1.399,11.87474 ± 1.375,11.98211 ± 1.362,11.94750 ± 1.372,12.17949 ± 1.342,14.53406 ± 1.534,14.52860 ± 1.486,18.29051 ± 1.761,11.96980 ± 1.325
Q4_0.75,13.52324 ± 1.473,15.21590 ± 1.330,13.32078 ± 1.320,13.69929 ± 1.357,13.25641 ± 1.360,13.29571 ± 1.368,13.36746 ± 1.382,13.29683 ± 1.327,13.34144 ± 1.343,14.41744 ± 1.488,14.54640 ± 1.492,14.54549 ± 1.497,18.30133 ± 1.750,13.44424 ± 1.342
Q1_Q2_1.0,13.07493 ± 1.551,11.83844 ± 1.163,14.68518 ± 1.623,14.66282 ± 1.645,14.58794 ± 1.706,14.35319 ± 1.680,14.62933 ± 1.610,14.76471 ± 1.689,14.67908 ± 1.627,15.11365 ± 1.720,14.90343 ± 1.705,14.86323 ± 1.700,18.27992 ± 1.742,14.68900 ± 1.625
Q1_Q3_1.0,13.26351 ± 1.574,12.49778 ± 1.065,13.96666 ± 1.626,13.81487 ± 1.660,13.97119 ± 1.646,14.04539 ± 1.600,14.01025 ± 1.592,14.08625 ± 1.633,13.93522 ± 1.615,14.32989 ± 1.504,14.80513 ± 1.657,14.75132 ± 1.650,18.27669 ± 1.753,13.82987 ± 1.598
Q1_Q4_1.0,14.51169 ± 1.601,16.47052 ± 1.543,14.53300 ± 1.598,14.53722 ± 1.580,14.55164 ± 1.521,14.52748 ± 1.573,14.51621 ± 1.596,14.55535 ± 1.577,14.50671 ± 1.593,15.05060 ± 2.185,14.59236 ± 1.554,14.61157 ± 1.563,18.31214 ± 1.743,14.61337 ± 1.554
Q2_Q3_1.0,12.27886 ± 1.413,13.61777 ± 0.829,11.89447 ± 1.351,12.29283 ± 1.362,11.88196 ± 1.377,11.98221 ± 1.440,12.05186 ± 1.399,12.08352 ± 1.402,12.05626 ± 1.278,12.57148 ± 1.280,14.51284 ± 1.508,14.53903 ± 1.506,18.29925 ± 1.757,12.02114 ± 1.338
Q2_Q4_1.0,14.10806 ± 1.474,16.43278 ± 1.426,13.98127 ± 1.394,14.04039 ± 1.339,13.80998 ± 1.449,13.94712 ± 1.451,13.68134 ± 1.536,13.87187 ± 1.420,14.23477 ± 1.404,14.78832 ± 1.678,14.69587 ± 1.387,14.73984 ± 1.384,18.28718 ± 1.755,14.10816 ± 1.401
Q3_Q4_1.0,13.94081 ± 1.315,19.08358 ± 1.498,14.81957 ± 1.360,14.89409 ± 1.328,14.72839 ± 1.294,14.86508 ± 1.316,14.86028 ± 1.312,14.72645 ± 1.360,14.86107 ± 1.393,15.16704 ± 1.584,14.83036 ± 1.420,14.84959 ± 1.446,18.30499 ± 1.745,14.79187 ± 1.282
Q1_1.0,12.96924 ± 1.682,11.77875 ± 1.385,13.78493 ± 1.601,13.67337 ± 1.598,13.60280 ± 1.585,13.62937 ± 1.603,13.76753 ± 1.626,13.82499 ± 1.598,13.77337 ± 1.618,13.92287 ± 1.762,14.72321 ± 1.623,14.70630 ± 1.626,18.32234 ± 1.744,13.77493 ± 1.616
Q2_1.0,12.20456 ± 1.434,11.89064 ± 1.275,11.94428 ± 1.430,12.15307 ± 1.472,11.97601 ± 1.421,12.02752 ± 1.459,11.99302 ± 1.471,12.04710 ± 1.445,11.97569 ± 1.458,12.79672 ± 1.550,14.51408 ± 1.584,14.50209 ± 1.550,18.30356 ± 1.754,12.00603 ± 1.489
Q3_1.0,12.17413 ± 1.319,12.72584 ± 1.096,11.96571 ± 1.316,12.10893 ± 1.302,11.89520 ± 1.317,11.95132 ± 1.365,11.94466 ± 1.349,12.01343 ± 1.300,11.98185 ± 1.339,12.24862 ± 1.183,14.52755 ± 1.493,14.52634 ± 1.477,18.29869 ± 1.756,11.98547 ± 1.336
Q4_1.0,13.76300 ± 1.243,16.84241 ± 1.464,13.97825 ± 1.408,14.03581 ± 1.405,13.86814 ± 1.471,13.89852 ± 1.437,13.91021 ± 1.414,13.96368 ± 1.429,13.94533 ± 1.433,15.56957 ± 1.682,14.53867 ± 1.476,14.56189 ± 1.439,18.30101 ± 1.749,13.94680 ± 1.462
