,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.81719 ± 0.014,0.77090 ± 0.012,0.76857 ± 0.013,0.76152 ± 0.012,0.75873 ± 0.012,0.75722 ± 0.012,0.75704 ± 0.011,0.76278 ± 0.012,0.75703 ± 0.011,0.77042 ± 0.014,0.84240 ± 0.031,0.85415 ± 0.042,0.88570 ± 0.014,0.77306 ± 0.013
Q1_Q3_0.5,0.81054 ± 0.014,0.78094 ± 0.013,0.76667 ± 0.013,0.76026 ± 0.012,0.75831 ± 0.011,0.75760 ± 0.011,0.75915 ± 0.012,0.76161 ± 0.012,0.75714 ± 0.012,0.77314 ± 0.016,0.84952 ± 0.023,0.84149 ± 0.026,0.88573 ± 0.014,0.77230 ± 0.014
Q1_Q4_0.5,0.82101 ± 0.018,0.80553 ± 0.016,0.77565 ± 0.015,0.76120 ± 0.013,0.75979 ± 0.012,0.76058 ± 0.014,0.76007 ± 0.012,0.77175 ± 0.014,0.75720 ± 0.013,0.77299 ± 0.021,0.87345 ± 0.014,0.88726 ± 0.024,0.88563 ± 0.014,0.77804 ± 0.016
Q2_Q3_0.5,0.79846 ± 0.014,0.78291 ± 0.012,0.75523 ± 0.011,0.75610 ± 0.012,0.75822 ± 0.012,0.75777 ± 0.011,0.75857 ± 0.011,0.75675 ± 0.012,0.75802 ± 0.011,0.79222 ± 0.024,0.85607 ± 0.026,0.84308 ± 0.026,0.88563 ± 0.014,0.76142 ± 0.013
Q2_Q4_0.5,0.80218 ± 0.014,0.80966 ± 0.016,0.76566 ± 0.014,0.75814 ± 0.012,0.75987 ± 0.012,0.75771 ± 0.011,0.75729 ± 0.011,0.76466 ± 0.015,0.75680 ± 0.010,0.84150 ± 0.112,0.90079 ± 0.037,0.92827 ± 0.029,0.88555 ± 0.014,0.76825 ± 0.014
Q3_Q4_0.5,0.80254 ± 0.016,0.83342 ± 0.015,0.76855 ± 0.012,0.76041 ± 0.012,0.75959 ± 0.010,0.75776 ± 0.010,0.75743 ± 0.011,0.76899 ± 0.014,0.75662 ± 0.010,0.82691 ± 0.059,0.91442 ± 0.029,0.92383 ± 0.045,0.88557 ± 0.014,0.77093 ± 0.014
Q1_0.5,0.80431 ± 0.013,0.76171 ± 0.012,0.76587 ± 0.013,0.75589 ± 0.012,0.75677 ± 0.012,0.75613 ± 0.011,0.75736 ± 0.011,0.76138 ± 0.013,0.75591 ± 0.011,0.77516 ± 0.016,0.86177 ± 0.020,0.84884 ± 0.052,0.88561 ± 0.014,0.76730 ± 0.014
Q2_0.5,0.78571 ± 0.013,0.76510 ± 0.013,0.75515 ± 0.011,0.75509 ± 0.011,0.75596 ± 0.011,0.75547 ± 0.011,0.75541 ± 0.011,0.75597 ± 0.011,0.75567 ± 0.011,0.79618 ± 0.033,0.85750 ± 0.031,0.88133 ± 0.032,0.88561 ± 0.014,0.75778 ± 0.012
Q3_0.5,0.78103 ± 0.014,0.77897 ± 0.013,0.75523 ± 0.011,0.75531 ± 0.011,0.75552 ± 0.011,0.75550 ± 0.011,0.75604 ± 0.011,0.75590 ± 0.011,0.75575 ± 0.011,0.77667 ± 0.022,0.81706 ± 0.006,0.82794 ± 0.018,0.88563 ± 0.014,0.75883 ± 0.012
Q4_0.5,0.78512 ± 0.015,0.81063 ± 0.016,0.76488 ± 0.012,0.75583 ± 0.011,0.75692 ± 0.010,0.75604 ± 0.011,0.75649 ± 0.010,0.76377 ± 0.013,0.75565 ± 0.010,0.78213 ± 0.030,0.90100 ± 0.032,0.89781 ± 0.038,0.88556 ± 0.014,0.76662 ± 0.013
Q1_Q2_0.75,0.85967 ± 0.015,0.77800 ± 0.012,0.78620 ± 0.015,0.77476 ± 0.013,0.76248 ± 0.011,0.76109 ± 0.011,0.76387 ± 0.013,0.77861 ± 0.011,0.75972 ± 0.010,0.78104 ± 0.024,0.90003 ± 0.065,0.92124 ± 0.056,0.88570 ± 0.014,0.78459 ± 0.014
Q1_Q3_0.75,0.82376 ± 0.014,0.78555 ± 0.012,0.78427 ± 0.015,0.77973 ± 0.012,0.76642 ± 0.013,0.76642 ± 0.013,0.76760 ± 0.013,0.77568 ± 0.014,0.76477 ± 0.012,0.79137 ± 0.015,0.83217 ± 0.030,0.89245 ± 0.059,0.88574 ± 0.014,0.78173 ± 0.014
Q1_Q4_0.75,0.84860 ± 0.016,0.82898 ± 0.015,0.80071 ± 0.016,0.78230 ± 0.017,0.76912 ± 0.012,0.76773 ± 0.013,0.76908 ± 0.014,0.79337 ± 0.017,0.76264 ± 0.011,0.80717 ± 0.009,0.90919 ± 0.056,0.90192 ± 0.031,0.88563 ± 0.014,0.78935 ± 0.015
Q2_Q3_0.75,0.80887 ± 0.015,0.79372 ± 0.013,0.75541 ± 0.011,0.76395 ± 0.012,0.75986 ± 0.011,0.76137 ± 0.011,0.76427 ± 0.011,0.75704 ± 0.012,0.76135 ± 0.011,0.80996 ± 0.056,0.85997 ± 0.028,0.88377 ± 0.044,0.88563 ± 0.014,0.76257 ± 0.013
Q2_Q4_0.75,0.81935 ± 0.014,0.84186 ± 0.015,0.78392 ± 0.015,0.77954 ± 0.015,0.76811 ± 0.012,0.76479 ± 0.012,0.76442 ± 0.011,0.78216 ± 0.017,0.76168 ± 0.010,0.84203 ± 0.052,0.90872 ± 0.026,0.90633 ± 0.043,0.88555 ± 0.014,0.78019 ± 0.016
Q3_Q4_0.75,0.82203 ± 0.015,0.95535 ± 0.017,0.78057 ± 0.013,0.77775 ± 0.014,0.76658 ± 0.012,0.76284 ± 0.011,0.76046 ± 0.012,0.78309 ± 0.016,0.75765 ± 0.011,0.79024 ± 0.015,0.99837 ± 0.036,0.99552 ± 0.093,0.88553 ± 0.014,0.78464 ± 0.016
Q1_0.75,0.82612 ± 0.015,0.76614 ± 0.012,0.78542 ± 0.014,0.76936 ± 0.014,0.76091 ± 0.012,0.75957 ± 0.012,0.76476 ± 0.012,0.77805 ± 0.013,0.75819 ± 0.012,0.78999 ± 0.026,0.87200 ± 0.052,0.91149 ± 0.064,0.88569 ± 0.014,0.78393 ± 0.014
Q2_0.75,0.79627 ± 0.016,0.77134 ± 0.013,0.75605 ± 0.011,0.75593 ± 0.011,0.75744 ± 0.011,0.75590 ± 0.011,0.75638 ± 0.011,0.75707 ± 0.011,0.75622 ± 0.011,0.80150 ± 0.034,0.86089 ± 0.014,0.83495 ± 0.036,0.88560 ± 0.014,0.75976 ± 0.012
Q3_0.75,0.78924 ± 0.014,0.78778 ± 0.013,0.75604 ± 0.011,0.75675 ± 0.011,0.75688 ± 0.011,0.75636 ± 0.011,0.75730 ± 0.011,0.75643 ± 0.011,0.75655 ± 0.011,0.79157 ± 0.039,0.84981 ± 0.025,0.85505 ± 0.019,0.88561 ± 0.014,0.76039 ± 0.012
Q4_0.75,0.79815 ± 0.015,0.88453 ± 0.014,0.78280 ± 0.014,0.76629 ± 0.013,0.76179 ± 0.011,0.75967 ± 0.012,0.76068 ± 0.010,0.78226 ± 0.015,0.75667 ± 0.011,0.78962 ± 0.019,0.94277 ± 0.036,0.98222 ± 0.074,0.88554 ± 0.014,0.77803 ± 0.016
Q1_Q2_1.0,0.90086 ± 0.016,0.78349 ± 0.012,0.89678 ± 0.020,0.80945 ± 0.014,0.88664 ± 0.037,0.83063 ± 0.017,0.88344 ± 0.030,0.90806 ± 0.037,0.84937 ± 0.023,0.99557 ± 0.065,1.02556 ± 0.073,1.07494 ± 0.106,0.88573 ± 0.014,0.80671 ± 0.013
Q1_Q3_1.0,0.84338 ± 0.018,0.78944 ± 0.013,0.83864 ± 0.017,0.80836 ± 0.016,0.77983 ± 0.015,0.79443 ± 0.016,0.79286 ± 0.020,0.82341 ± 0.014,0.78819 ± 0.014,0.82200 ± 0.031,0.88440 ± 0.027,0.87793 ± 0.033,0.88578 ± 0.014,0.80055 ± 0.017
Q1_Q4_1.0,0.87973 ± 0.018,0.88370 ± 0.016,0.91364 ± 0.024,0.84873 ± 0.018,0.87131 ± 0.025,0.82313 ± 0.015,0.85245 ± 0.028,0.90274 ± 0.028,0.82504 ± 0.026,0.84055 ± 0.025,0.95692 ± 0.080,0.97305 ± 0.062,0.88557 ± 0.014,0.81980 ± 0.015
Q2_Q3_1.0,0.81971 ± 0.012,0.79796 ± 0.015,0.75644 ± 0.011,0.77830 ± 0.014,0.75994 ± 0.012,0.77544 ± 0.013,0.77935 ± 0.013,0.76038 ± 0.012,0.77912 ± 0.010,0.79958 ± 0.037,0.83701 ± 0.023,0.82189 ± 0.025,0.88564 ± 0.014,0.76716 ± 0.013
Q2_Q4_1.0,0.83547 ± 0.015,0.93663 ± 0.017,0.82689 ± 0.019,0.80552 ± 0.016,0.82959 ± 0.020,0.80244 ± 0.019,0.80011 ± 0.017,0.83317 ± 0.021,0.80189 ± 0.015,0.82118 ± 0.020,1.07186 ± 0.111,1.02866 ± 0.122,0.88553 ± 0.014,0.79598 ± 0.017
Q3_Q4_1.0,0.84537 ± 0.017,1.22360 ± 0.017,0.92611 ± 0.029,0.88874 ± 0.021,0.95189 ± 0.022,0.87002 ± 0.025,0.92304 ± 0.036,0.91068 ± 0.021,0.87363 ± 0.020,1.08920 ± 0.055,1.06636 ± 0.083,1.05712 ± 0.082,0.88552 ± 0.014,0.85451 ± 0.016
Q1_1.0,0.85182 ± 0.017,0.77018 ± 0.012,0.83900 ± 0.017,0.81718 ± 0.016,0.77981 ± 0.015,0.78417 ± 0.016,0.79225 ± 0.015,0.83311 ± 0.014,0.77901 ± 0.015,0.85035 ± 0.036,0.93893 ± 0.036,0.96153 ± 0.055,0.88572 ± 0.014,0.80999 ± 0.014
Q2_1.0,0.80837 ± 0.015,0.77566 ± 0.014,0.75756 ± 0.011,0.75867 ± 0.011,0.75953 ± 0.011,0.75788 ± 0.011,0.75832 ± 0.011,0.75891 ± 0.011,0.75810 ± 0.011,0.79107 ± 0.030,0.87944 ± 0.043,0.84873 ± 0.037,0.88561 ± 0.014,0.76238 ± 0.012
Q3_1.0,0.79577 ± 0.016,0.79581 ± 0.013,0.75706 ± 0.011,0.76013 ± 0.011,0.75678 ± 0.011,0.75870 ± 0.011,0.75983 ± 0.011,0.75770 ± 0.012,0.75826 ± 0.011,0.79803 ± 0.048,0.84347 ± 0.023,0.83271 ± 0.017,0.88564 ± 0.014,0.76171 ± 0.013
Q4_1.0,0.80962 ± 0.016,1.08892 ± 0.019,0.83493 ± 0.020,0.81937 ± 0.017,0.80952 ± 0.013,0.80589 ± 0.015,0.81689 ± 0.015,0.84385 ± 0.022,0.80499 ± 0.013,0.84842 ± 0.020,1.12673 ± 0.089,1.17500 ± 0.103,0.88552 ± 0.014,0.78795 ± 0.016
