,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.77199 ± 0.011,0.73403 ± 0.009,0.73068 ± 0.012,0.72224 ± 0.011,0.72072 ± 0.007,0.71864 ± 0.012,0.72173 ± 0.011,0.72758 ± 0.011,0.71912 ± 0.010,0.78150 ± 0.049,0.87959 ± 0.018,0.93114 ± 0.079,0.90057 ± 0.013,0.73273 ± 0.012
Q1_Q3_0.5,0.76825 ± 0.018,0.73937 ± 0.011,0.73169 ± 0.009,0.72226 ± 0.012,0.72155 ± 0.010,0.71912 ± 0.013,0.72480 ± 0.010,0.73125 ± 0.010,0.71748 ± 0.012,0.79163 ± 0.031,0.86778 ± 0.046,0.87198 ± 0.040,0.90208 ± 0.016,0.73508 ± 0.009
Q1_Q4_0.5,0.78740 ± 0.014,0.74656 ± 0.011,0.74435 ± 0.011,0.73221 ± 0.015,0.72621 ± 0.010,0.72529 ± 0.010,0.72979 ± 0.010,0.73835 ± 0.010,0.72400 ± 0.012,0.78402 ± 0.029,0.91226 ± 0.049,0.92321 ± 0.054,0.88952 ± 0.014,0.74816 ± 0.010
Q2_Q3_0.5,0.74545 ± 0.011,0.75068 ± 0.013,0.70835 ± 0.011,0.71030 ± 0.009,0.71414 ± 0.011,0.71390 ± 0.010,0.71356 ± 0.009,0.71174 ± 0.013,0.71389 ± 0.011,0.76165 ± 0.038,0.97376 ± 0.079,0.88790 ± 0.057,0.89508 ± 0.014,0.72444 ± 0.011
Q2_Q4_0.5,0.75782 ± 0.012,0.76044 ± 0.013,0.71902 ± 0.010,0.71819 ± 0.010,0.71816 ± 0.010,0.71535 ± 0.010,0.71829 ± 0.008,0.71693 ± 0.009,0.71596 ± 0.009,0.79631 ± 0.029,0.98673 ± 0.092,0.92737 ± 0.015,0.89304 ± 0.014,0.73236 ± 0.008
Q3_Q4_0.5,0.74465 ± 0.010,0.78568 ± 0.014,0.72812 ± 0.013,0.71791 ± 0.010,0.71616 ± 0.011,0.71646 ± 0.011,0.71821 ± 0.012,0.72273 ± 0.012,0.71515 ± 0.011,0.87953 ± 0.058,0.92840 ± 0.047,1.01739 ± 0.097,0.88747 ± 0.013,0.73556 ± 0.012
Q1_0.5,0.74689 ± 0.010,0.71647 ± 0.009,0.72697 ± 0.012,0.71813 ± 0.013,0.71914 ± 0.012,0.71591 ± 0.013,0.72235 ± 0.012,0.72511 ± 0.013,0.71653 ± 0.010,0.77817 ± 0.033,0.90000 ± 0.033,0.87139 ± 0.052,0.90580 ± 0.011,0.72384 ± 0.012
Q2_0.5,0.72910 ± 0.012,0.73144 ± 0.010,0.71169 ± 0.011,0.71170 ± 0.009,0.71109 ± 0.012,0.71159 ± 0.011,0.71015 ± 0.011,0.71167 ± 0.013,0.71102 ± 0.010,0.76981 ± 0.027,0.88998 ± 0.060,0.91153 ± 0.034,0.90220 ± 0.012,0.71952 ± 0.013
Q3_0.5,0.72463 ± 0.008,0.73227 ± 0.010,0.70732 ± 0.011,0.71011 ± 0.013,0.70740 ± 0.012,0.70909 ± 0.012,0.70920 ± 0.012,0.70833 ± 0.013,0.70847 ± 0.012,0.77632 ± 0.033,0.86964 ± 0.045,0.88632 ± 0.058,0.88989 ± 0.014,0.71681 ± 0.011
Q4_0.5,0.72626 ± 0.007,0.75331 ± 0.006,0.72134 ± 0.010,0.71375 ± 0.007,0.71527 ± 0.010,0.71304 ± 0.010,0.71665 ± 0.008,0.71674 ± 0.009,0.71270 ± 0.009,0.80188 ± 0.021,0.95141 ± 0.040,0.91206 ± 0.070,0.89037 ± 0.013,0.72455 ± 0.007
Q1_Q2_0.75,0.82431 ± 0.024,0.74130 ± 0.011,0.75522 ± 0.011,0.75293 ± 0.013,0.73705 ± 0.010,0.73656 ± 0.009,0.73930 ± 0.010,0.74909 ± 0.011,0.74097 ± 0.009,0.80284 ± 0.050,0.91676 ± 0.080,0.91423 ± 0.063,0.90233 ± 0.011,0.76140 ± 0.011
Q1_Q3_0.75,0.80719 ± 0.018,0.75049 ± 0.011,0.75243 ± 0.010,0.74683 ± 0.017,0.74574 ± 0.008,0.74355 ± 0.012,0.74349 ± 0.009,0.75144 ± 0.013,0.74824 ± 0.012,0.80634 ± 0.034,0.83612 ± 0.021,0.90903 ± 0.046,0.89619 ± 0.016,0.75079 ± 0.011
Q1_Q4_0.75,0.82694 ± 0.008,0.77580 ± 0.012,0.80185 ± 0.013,0.77436 ± 0.015,0.74476 ± 0.016,0.75377 ± 0.019,0.76011 ± 0.019,0.79854 ± 0.013,0.74140 ± 0.016,0.83618 ± 0.060,0.86793 ± 0.050,0.86858 ± 0.042,0.88789 ± 0.013,0.78755 ± 0.010
Q2_Q3_0.75,0.77148 ± 0.008,0.78056 ± 0.013,0.70897 ± 0.010,0.72369 ± 0.011,0.71529 ± 0.010,0.72461 ± 0.010,0.71984 ± 0.010,0.71612 ± 0.013,0.72216 ± 0.008,0.78394 ± 0.050,0.92107 ± 0.045,0.92024 ± 0.059,0.89095 ± 0.013,0.73227 ± 0.012
Q2_Q4_0.75,0.77677 ± 0.011,0.78489 ± 0.012,0.74252 ± 0.008,0.73764 ± 0.012,0.73406 ± 0.008,0.73157 ± 0.011,0.73055 ± 0.006,0.73838 ± 0.009,0.72754 ± 0.006,0.78404 ± 0.022,0.93355 ± 0.060,0.94912 ± 0.106,0.88871 ± 0.012,0.76758 ± 0.014
Q3_Q4_0.75,0.77488 ± 0.006,0.80197 ± 0.019,0.76235 ± 0.018,0.74308 ± 0.013,0.73811 ± 0.011,0.73149 ± 0.008,0.74282 ± 0.013,0.74453 ± 0.013,0.73003 ± 0.010,0.81911 ± 0.069,0.91250 ± 0.073,0.94196 ± 0.107,0.88636 ± 0.014,0.77443 ± 0.021
Q1_0.75,0.78503 ± 0.012,0.71996 ± 0.009,0.74682 ± 0.013,0.73978 ± 0.015,0.73350 ± 0.011,0.73049 ± 0.016,0.73883 ± 0.013,0.74210 ± 0.011,0.73514 ± 0.013,0.79717 ± 0.045,0.85915 ± 0.023,0.93780 ± 0.061,0.90223 ± 0.013,0.74265 ± 0.011
Q2_0.75,0.74783 ± 0.014,0.74088 ± 0.010,0.71187 ± 0.009,0.71358 ± 0.007,0.71134 ± 0.009,0.71303 ± 0.010,0.71248 ± 0.008,0.71311 ± 0.010,0.71268 ± 0.009,0.76239 ± 0.033,0.93735 ± 0.058,0.88869 ± 0.039,0.89617 ± 0.013,0.71864 ± 0.007
Q3_0.75,0.73682 ± 0.009,0.74332 ± 0.007,0.70908 ± 0.012,0.71197 ± 0.013,0.70965 ± 0.012,0.71157 ± 0.011,0.71211 ± 0.011,0.71196 ± 0.014,0.71061 ± 0.011,0.79981 ± 0.062,0.92093 ± 0.024,0.89262 ± 0.027,0.88959 ± 0.014,0.71910 ± 0.011
Q4_0.75,0.73112 ± 0.010,0.79586 ± 0.012,0.76260 ± 0.013,0.73503 ± 0.007,0.73013 ± 0.011,0.72853 ± 0.012,0.74044 ± 0.007,0.74962 ± 0.007,0.72657 ± 0.010,0.79135 ± 0.024,0.98771 ± 0.101,0.97239 ± 0.056,0.88614 ± 0.013,0.75450 ± 0.007
Q1_Q2_1.0,0.89972 ± 0.037,0.75665 ± 0.013,0.93053 ± 0.020,0.88828 ± 0.023,0.93111 ± 0.030,0.86298 ± 0.020,0.84125 ± 0.030,0.85062 ± 0.015,0.85205 ± 0.026,0.85369 ± 0.018,0.93615 ± 0.053,1.11927 ± 0.169,0.89707 ± 0.012,0.82928 ± 0.017
Q1_Q3_1.0,0.84684 ± 0.024,0.75490 ± 0.013,0.80408 ± 0.012,0.81381 ± 0.012,0.78370 ± 0.015,0.80802 ± 0.021,0.81855 ± 0.019,0.78175 ± 0.010,0.80568 ± 0.016,0.80627 ± 0.015,0.84740 ± 0.031,0.88457 ± 0.055,0.89608 ± 0.016,0.79895 ± 0.020
Q1_Q4_1.0,0.86787 ± 0.018,0.86867 ± 0.020,0.88124 ± 0.028,0.88180 ± 0.016,0.83774 ± 0.018,0.87382 ± 0.016,0.86030 ± 0.017,0.86738 ± 0.028,0.88247 ± 0.053,0.88971 ± 0.025,0.92598 ± 0.034,0.94045 ± 0.054,0.88653 ± 0.014,0.86396 ± 0.019
Q2_Q3_1.0,0.78443 ± 0.011,0.80832 ± 0.023,0.71254 ± 0.009,0.74305 ± 0.012,0.72345 ± 0.014,0.74403 ± 0.010,0.74019 ± 0.012,0.72369 ± 0.012,0.74694 ± 0.007,0.79415 ± 0.044,0.90495 ± 0.047,0.90904 ± 0.049,0.88962 ± 0.013,0.73789 ± 0.013
Q2_Q4_1.0,0.80354 ± 0.008,0.89563 ± 0.027,0.90911 ± 0.034,0.84968 ± 0.027,0.78807 ± 0.015,0.82461 ± 0.034,0.89809 ± 0.026,0.86887 ± 0.024,0.81201 ± 0.033,0.90643 ± 0.047,1.14333 ± 0.155,1.16253 ± 0.201,0.88662 ± 0.014,0.84844 ± 0.015
Q3_Q4_1.0,0.81623 ± 0.024,0.88512 ± 0.014,0.93177 ± 0.023,0.92342 ± 0.030,0.89988 ± 0.016,0.91760 ± 0.023,0.97499 ± 0.060,1.04216 ± 0.049,0.94459 ± 0.043,0.96633 ± 0.085,1.22898 ± 0.135,0.98955 ± 0.100,0.88566 ± 0.014,0.85655 ± 0.014
Q1_1.0,0.82334 ± 0.019,0.72520 ± 0.010,0.80953 ± 0.015,0.78976 ± 0.018,0.77354 ± 0.013,0.77425 ± 0.009,0.78605 ± 0.015,0.77301 ± 0.006,0.78135 ± 0.013,0.81413 ± 0.022,0.88895 ± 0.081,0.92364 ± 0.051,0.90359 ± 0.014,0.76515 ± 0.015
Q2_1.0,0.76390 ± 0.016,0.74978 ± 0.014,0.71601 ± 0.009,0.71977 ± 0.008,0.71612 ± 0.006,0.71771 ± 0.009,0.71639 ± 0.007,0.71662 ± 0.010,0.71980 ± 0.008,0.76242 ± 0.034,0.96152 ± 0.065,0.86983 ± 0.075,0.90104 ± 0.013,0.72700 ± 0.010
Q3_1.0,0.74157 ± 0.013,0.75572 ± 0.010,0.71140 ± 0.012,0.71980 ± 0.012,0.70989 ± 0.011,0.71572 ± 0.012,0.71678 ± 0.008,0.71231 ± 0.014,0.71472 ± 0.011,0.79276 ± 0.053,0.86262 ± 0.047,0.90769 ± 0.041,0.88723 ± 0.014,0.72540 ± 0.009
Q4_1.0,0.74958 ± 0.012,0.91093 ± 0.028,0.93032 ± 0.032,0.87633 ± 0.030,0.78873 ± 0.015,0.83529 ± 0.020,0.94235 ± 0.029,0.91978 ± 0.019,0.81939 ± 0.025,0.93906 ± 0.036,1.05697 ± 0.080,1.13802 ± 0.174,0.88583 ± 0.015,0.83745 ± 0.021
