,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,13.55697 ± 0.655,11.03663 ± 0.651,11.28256 ± 0.685,11.43818 ± 0.669,10.74116 ± 0.720,10.78044 ± 0.716,11.22229 ± 0.718,11.26851 ± 0.639,10.85060 ± 0.738,11.65239 ± 0.699,12.59274 ± 1.296,12.41203 ± 1.762,16.69842 ± 0.577,11.43886 ± 0.629
Q1_Q3_0.5,13.15860 ± 0.574,11.42866 ± 0.593,10.96602 ± 0.664,10.98095 ± 0.614,10.64256 ± 0.696,10.66939 ± 0.696,10.83104 ± 0.705,11.07471 ± 0.676,10.68514 ± 0.706,12.10393 ± 0.695,13.59335 ± 1.348,12.46537 ± 1.316,16.69874 ± 0.576,11.05602 ± 0.594
Q1_Q4_0.5,13.46780 ± 0.543,12.25863 ± 0.646,10.95346 ± 0.646,10.89756 ± 0.593,10.70025 ± 0.667,10.85286 ± 0.638,10.93308 ± 0.758,11.07175 ± 0.615,10.69073 ± 0.677,11.94865 ± 0.690,14.25573 ± 1.421,14.04766 ± 1.818,16.69980 ± 0.576,11.09477 ± 0.580
Q2_Q3_0.5,12.48121 ± 0.641,11.64901 ± 0.624,10.56211 ± 0.748,10.65650 ± 0.735,10.53282 ± 0.766,10.55225 ± 0.768,10.49182 ± 0.798,10.58545 ± 0.743,10.49001 ± 0.748,11.53225 ± 0.531,13.47889 ± 2.033,13.46057 ± 2.390,16.69789 ± 0.578,10.61888 ± 0.700
Q2_Q4_0.5,12.35060 ± 0.609,12.31970 ± 0.646,10.95799 ± 0.815,10.59754 ± 0.725,10.59188 ± 0.795,10.62596 ± 0.757,10.79068 ± 0.823,10.91336 ± 0.776,10.57055 ± 0.736,12.32529 ± 0.556,15.45698 ± 1.481,15.48469 ± 1.460,16.69711 ± 0.581,10.97706 ± 0.695
Q3_Q4_0.5,11.66157 ± 0.465,13.63092 ± 0.537,11.13256 ± 0.793,10.93253 ± 0.733,10.61555 ± 0.765,10.66298 ± 0.815,10.97287 ± 0.829,11.04624 ± 0.775,10.64923 ± 0.768,12.57258 ± 1.131,17.34536 ± 3.694,18.37947 ± 3.805,16.69703 ± 0.579,11.10929 ± 0.710
Q1_0.5,12.83373 ± 0.486,10.59285 ± 0.759,10.88097 ± 0.735,10.88971 ± 0.683,10.63381 ± 0.718,10.65511 ± 0.712,10.82751 ± 0.763,10.90086 ± 0.718,10.63456 ± 0.728,11.55721 ± 0.747,12.52453 ± 1.118,11.86830 ± 1.148,16.69980 ± 0.577,10.95641 ± 0.714
Q2_0.5,11.91090 ± 0.604,10.99866 ± 0.705,10.55621 ± 0.747,10.48807 ± 0.781,10.46581 ± 0.768,10.47066 ± 0.778,10.52789 ± 0.766,10.55597 ± 0.755,10.45687 ± 0.783,11.44524 ± 0.607,12.29150 ± 0.935,12.09191 ± 1.344,16.69847 ± 0.578,10.60351 ± 0.710
Q3_0.5,11.18138 ± 0.620,11.49605 ± 0.627,10.55553 ± 0.759,10.60040 ± 0.731,10.48834 ± 0.764,10.49290 ± 0.780,10.50122 ± 0.786,10.54894 ± 0.772,10.47544 ± 0.767,11.53766 ± 0.498,13.34844 ± 2.896,13.27792 ± 1.960,16.69710 ± 0.578,10.58457 ± 0.745
Q4_0.5,10.98733 ± 0.618,12.05484 ± 0.588,11.12316 ± 0.853,10.85278 ± 0.735,10.75610 ± 0.813,10.80117 ± 0.858,11.12473 ± 0.948,11.12671 ± 0.838,10.60020 ± 0.796,12.08654 ± 0.789,17.49074 ± 4.037,18.27098 ± 3.144,16.69806 ± 0.578,11.08600 ± 0.812
Q1_Q2_0.75,14.74779 ± 0.628,11.25396 ± 0.661,12.28596 ± 0.711,12.18578 ± 0.600,11.40040 ± 0.665,11.47024 ± 0.751,12.57310 ± 0.805,11.99327 ± 0.610,11.81050 ± 0.664,11.74601 ± 0.783,17.08332 ± 1.165,14.95684 ± 1.319,16.69937 ± 0.577,12.48036 ± 0.727
Q1_Q3_0.75,14.38791 ± 0.512,11.76595 ± 0.559,11.35319 ± 0.710,11.83336 ± 0.642,11.56736 ± 0.646,11.35254 ± 0.716,11.29159 ± 0.700,11.44418 ± 0.651,11.18199 ± 0.683,12.42952 ± 0.505,15.82091 ± 1.050,14.67768 ± 1.393,16.69941 ± 0.576,11.59166 ± 0.661
Q1_Q4_0.75,15.09924 ± 0.381,12.99172 ± 0.614,11.54136 ± 0.642,11.73751 ± 0.690,11.19075 ± 0.676,11.88076 ± 0.739,11.62495 ± 0.756,11.81158 ± 0.551,11.37695 ± 0.746,12.82931 ± 0.577,15.08022 ± 1.016,15.92701 ± 1.681,16.70408 ± 0.573,11.97929 ± 0.645
Q2_Q3_0.75,13.28447 ± 0.584,12.27812 ± 0.619,10.68829 ± 0.729,10.92032 ± 0.640,10.68030 ± 0.762,10.72038 ± 0.861,10.71127 ± 0.816,10.82684 ± 0.785,10.71604 ± 0.847,11.97439 ± 0.816,14.13498 ± 2.805,12.70506 ± 2.562,16.69906 ± 0.577,10.76583 ± 0.698
Q2_Q4_0.75,13.12555 ± 0.614,13.48690 ± 0.617,11.25909 ± 0.799,10.99191 ± 0.598,10.89986 ± 0.611,10.96623 ± 0.642,11.14300 ± 0.718,11.14201 ± 0.656,10.92965 ± 0.806,12.89645 ± 0.920,16.98803 ± 3.489,17.23382 ± 1.766,16.69874 ± 0.578,11.08219 ± 0.609
Q3_Q4_0.75,12.08984 ± 0.616,15.32762 ± 0.680,11.47432 ± 0.638,11.53693 ± 0.550,11.16524 ± 0.702,11.20395 ± 0.811,11.73247 ± 0.912,11.21508 ± 0.610,11.60243 ± 1.005,13.53688 ± 1.217,23.29207 ± 4.459,20.08894 ± 1.804,16.69626 ± 0.579,11.26127 ± 0.596
Q1_0.75,14.43250 ± 0.544,10.63279 ± 0.758,11.18795 ± 0.665,11.36550 ± 0.707,10.84256 ± 0.714,11.19241 ± 0.773,11.27452 ± 0.829,11.30115 ± 0.595,11.03914 ± 0.651,12.32207 ± 0.765,14.80290 ± 2.229,13.53662 ± 1.161,16.69912 ± 0.576,11.44558 ± 0.657
Q2_0.75,12.42859 ± 0.608,11.23381 ± 0.670,10.72246 ± 0.709,10.57751 ± 0.779,10.56703 ± 0.734,10.58508 ± 0.757,10.65101 ± 0.736,10.74379 ± 0.708,10.55635 ± 0.773,11.46036 ± 0.594,11.93515 ± 0.896,11.55461 ± 1.152,16.69748 ± 0.580,10.74087 ± 0.689
Q3_0.75,11.46706 ± 0.571,12.03247 ± 0.577,10.58904 ± 0.760,10.75060 ± 0.681,10.50515 ± 0.768,10.57080 ± 0.786,10.53281 ± 0.776,10.58870 ± 0.762,10.57090 ± 0.749,11.62296 ± 0.707,12.70499 ± 2.079,13.42938 ± 2.487,16.69656 ± 0.579,10.65485 ± 0.746
Q4_0.75,11.17430 ± 0.677,13.74900 ± 0.654,12.29816 ± 1.233,11.46589 ± 0.978,11.85229 ± 1.183,11.84920 ± 1.152,12.70303 ± 1.412,11.90366 ± 1.071,11.38719 ± 1.354,13.31259 ± 0.523,13.81437 ± 0.452,17.99363 ± 2.629,16.69782 ± 0.579,11.64145 ± 0.923
Q1_Q2_1.0,16.89746 ± 1.036,11.31974 ± 0.625,17.62279 ± 0.898,16.33730 ± 0.505,17.26803 ± 1.668,14.87741 ± 0.408,18.11608 ± 1.248,16.40337 ± 0.887,17.96612 ± 0.971,15.93160 ± 0.630,17.34671 ± 2.049,16.88087 ± 1.080,16.69920 ± 0.577,16.37804 ± 0.771
Q1_Q3_1.0,15.37681 ± 0.671,11.98539 ± 0.573,16.96468 ± 0.719,16.24274 ± 0.544,13.31662 ± 0.476,13.75299 ± 0.520,13.42247 ± 1.114,14.56467 ± 0.580,13.06988 ± 1.214,15.32910 ± 3.171,16.25780 ± 1.405,15.33266 ± 1.954,16.69986 ± 0.575,13.13067 ± 0.707
Q1_Q4_1.0,16.87601 ± 1.043,15.33191 ± 0.423,15.84201 ± 0.792,13.53507 ± 1.077,14.57417 ± 0.288,15.64272 ± 0.439,15.51591 ± 0.978,15.80797 ± 0.996,15.53401 ± 0.518,17.15953 ± 1.607,15.47979 ± 1.869,18.83476 ± 2.113,16.70379 ± 0.572,13.52322 ± 0.865
Q2_Q3_1.0,14.25540 ± 0.530,12.29808 ± 0.619,11.00858 ± 0.658,11.38532 ± 0.638,11.22288 ± 0.884,11.44868 ± 0.835,12.76281 ± 0.812,11.03517 ± 0.678,11.69685 ± 0.715,11.78749 ± 0.748,14.94715 ± 2.875,13.36633 ± 2.073,16.69818 ± 0.579,10.99029 ± 0.683
Q2_Q4_1.0,13.87634 ± 0.594,15.97030 ± 0.528,16.33426 ± 1.960,12.83875 ± 1.225,13.63614 ± 1.298,12.78044 ± 0.713,15.86011 ± 1.470,13.21035 ± 1.603,15.04008 ± 1.997,14.37072 ± 1.078,18.71160 ± 3.858,16.87124 ± 1.727,16.69893 ± 0.578,11.50098 ± 0.717
Q3_Q4_1.0,12.81815 ± 0.505,23.75197 ± 0.670,13.97313 ± 0.953,15.08870 ± 1.302,15.09535 ± 0.639,13.88150 ± 1.158,16.90277 ± 3.228,15.41895 ± 1.000,13.53458 ± 0.704,20.80273 ± 4.197,16.27831 ± 2.108,16.69609 ± 1.727,16.69802 ± 0.578,13.21703 ± 0.691
Q1_1.0,16.15203 ± 0.527,10.72929 ± 0.724,15.11763 ± 0.359,14.10614 ± 0.612,13.38006 ± 0.727,13.61160 ± 0.467,14.06538 ± 0.805,15.03601 ± 0.516,12.58489 ± 0.774,16.02372 ± 2.706,15.25620 ± 1.781,16.49863 ± 2.258,16.70004 ± 0.575,13.73317 ± 0.783
Q2_1.0,12.90452 ± 0.468,11.41353 ± 0.661,11.09135 ± 0.640,10.72521 ± 0.781,10.92047 ± 0.682,10.93125 ± 0.729,11.00344 ± 0.694,11.02207 ± 0.679,10.81571 ± 0.732,11.66964 ± 0.532,12.07907 ± 1.366,11.44045 ± 0.890,16.69702 ± 0.580,11.01671 ± 0.652
Q3_1.0,11.82492 ± 0.587,12.38385 ± 0.532,10.63577 ± 0.752,10.90170 ± 0.642,10.54649 ± 0.761,10.63611 ± 0.797,10.64975 ± 0.778,10.62502 ± 0.729,10.70076 ± 0.758,11.71289 ± 0.625,13.01158 ± 1.898,14.19612 ± 2.643,16.69663 ± 0.579,10.70706 ± 0.724
Q4_1.0,11.45416 ± 0.651,17.50521 ± 0.410,17.41803 ± 1.901,15.85600 ± 0.935,17.20915 ± 1.622,18.71074 ± 1.833,18.13786 ± 1.771,14.57334 ± 1.872,16.50831 ± 1.485,14.68943 ± 0.897,16.39781 ± 2.539,18.04759 ± 2.672,16.69849 ± 0.578,12.30689 ± 0.931
