,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.63947 ± 0.088,0.72586 ± 0.067,0.71639 ± 0.082,0.73487 ± 0.056,0.72819 ± 0.068,0.72641 ± 0.072,0.73281 ± 0.090,0.72414 ± 0.059,0.73291 ± 0.067,0.71831 ± 0.066,0.71891 ± 0.062,0.73251 ± 0.085,0.46258 ± 0.152,0.71177 ± 0.083
Q1_Q3_0.5,0.69621 ± 0.096,0.71040 ± 0.073,0.73248 ± 0.072,0.72572 ± 0.052,0.76743 ± 0.059,0.76291 ± 0.090,0.74759 ± 0.054,0.73987 ± 0.046,0.75750 ± 0.062,0.72708 ± 0.082,0.74805 ± 0.057,0.74252 ± 0.058,0.39129 ± 0.058,0.72414 ± 0.058
Q1_Q4_0.5,0.72458 ± 0.072,0.70102 ± 0.073,0.76134 ± 0.051,0.77125 ± 0.066,0.77520 ± 0.042,0.77523 ± 0.051,0.78567 ± 0.038,0.76759 ± 0.061,0.77626 ± 0.050,0.72422 ± 0.057,0.74186 ± 0.058,0.76446 ± 0.047,0.37191 ± 0.061,0.75568 ± 0.053
Q2_Q3_0.5,0.71932 ± 0.055,0.58099 ± 0.057,0.74486 ± 0.062,0.78540 ± 0.046,0.75811 ± 0.080,0.76989 ± 0.062,0.76651 ± 0.060,0.76702 ± 0.039,0.77879 ± 0.070,0.70511 ± 0.094,0.77388 ± 0.034,0.75633 ± 0.037,0.35746 ± 0.047,0.75114 ± 0.054
Q2_Q4_0.5,0.68472 ± 0.073,0.67393 ± 0.075,0.75984 ± 0.081,0.77697 ± 0.058,0.77692 ± 0.060,0.77323 ± 0.058,0.76809 ± 0.054,0.76579 ± 0.042,0.77307 ± 0.056,0.70203 ± 0.097,0.77686 ± 0.056,0.77718 ± 0.065,0.34495 ± 0.064,0.77108 ± 0.066
Q3_Q4_0.5,0.73997 ± 0.015,0.66279 ± 0.082,0.75741 ± 0.054,0.75737 ± 0.061,0.74760 ± 0.044,0.73502 ± 0.074,0.76009 ± 0.026,0.75682 ± 0.061,0.77459 ± 0.037,0.66446 ± 0.100,0.75036 ± 0.029,0.74283 ± 0.048,0.32461 ± 0.054,0.75788 ± 0.054
Q1_0.5,0.71282 ± 0.091,0.78636 ± 0.049,0.73201 ± 0.084,0.72208 ± 0.065,0.75601 ± 0.064,0.73750 ± 0.056,0.75975 ± 0.063,0.74573 ± 0.074,0.76076 ± 0.063,0.74237 ± 0.063,0.75593 ± 0.078,0.73540 ± 0.060,0.43987 ± 0.072,0.73663 ± 0.086
Q2_0.5,0.72561 ± 0.072,0.73066 ± 0.063,0.74366 ± 0.059,0.76343 ± 0.066,0.76032 ± 0.076,0.75798 ± 0.080,0.75917 ± 0.069,0.75113 ± 0.062,0.76455 ± 0.069,0.73733 ± 0.065,0.78286 ± 0.047,0.78277 ± 0.039,0.40235 ± 0.128,0.75998 ± 0.060
Q3_0.5,0.77566 ± 0.064,0.70978 ± 0.050,0.78785 ± 0.055,0.75717 ± 0.042,0.77870 ± 0.047,0.77422 ± 0.031,0.75696 ± 0.051,0.77299 ± 0.047,0.76423 ± 0.039,0.74292 ± 0.069,0.75081 ± 0.037,0.77000 ± 0.043,0.32312 ± 0.037,0.77855 ± 0.052
Q4_0.5,0.77273 ± 0.056,0.72813 ± 0.034,0.78686 ± 0.050,0.77762 ± 0.056,0.78341 ± 0.052,0.76972 ± 0.054,0.78738 ± 0.055,0.79665 ± 0.055,0.79523 ± 0.042,0.72848 ± 0.090,0.74407 ± 0.036,0.75482 ± 0.039,0.27948 ± 0.023,0.76310 ± 0.061
Q1_Q2_0.75,0.69221 ± 0.060,0.65390 ± 0.066,0.65804 ± 0.063,0.71052 ± 0.074,0.72916 ± 0.049,0.72846 ± 0.051,0.71936 ± 0.075,0.70083 ± 0.082,0.72128 ± 0.065,0.58925 ± 0.108,0.72715 ± 0.065,0.74230 ± 0.066,0.42535 ± 0.134,0.65253 ± 0.089
Q1_Q3_0.75,0.66684 ± 0.078,0.63827 ± 0.084,0.68350 ± 0.081,0.75632 ± 0.058,0.75092 ± 0.080,0.76490 ± 0.079,0.73614 ± 0.060,0.69452 ± 0.060,0.73596 ± 0.059,0.71207 ± 0.074,0.73684 ± 0.049,0.74659 ± 0.056,0.46002 ± 0.095,0.70001 ± 0.072
Q1_Q4_0.75,0.65156 ± 0.092,0.69598 ± 0.100,0.72489 ± 0.081,0.72669 ± 0.071,0.75053 ± 0.073,0.70787 ± 0.066,0.76720 ± 0.074,0.73195 ± 0.071,0.75443 ± 0.087,0.68753 ± 0.073,0.72031 ± 0.063,0.73689 ± 0.054,0.41583 ± 0.092,0.72432 ± 0.060
Q2_Q3_0.75,0.65299 ± 0.084,0.45954 ± 0.068,0.73898 ± 0.069,0.77174 ± 0.027,0.77253 ± 0.070,0.77377 ± 0.081,0.78898 ± 0.028,0.76195 ± 0.038,0.77132 ± 0.045,0.74669 ± 0.068,0.74630 ± 0.045,0.76828 ± 0.022,0.41827 ± 0.051,0.76156 ± 0.042
Q2_Q4_0.75,0.67249 ± 0.070,0.58316 ± 0.077,0.72265 ± 0.087,0.75006 ± 0.078,0.75764 ± 0.042,0.73791 ± 0.048,0.76373 ± 0.069,0.72530 ± 0.086,0.76383 ± 0.052,0.66038 ± 0.090,0.75130 ± 0.056,0.73450 ± 0.048,0.42685 ± 0.053,0.71262 ± 0.054
Q3_Q4_0.75,0.72153 ± 0.056,0.66662 ± 0.063,0.69517 ± 0.054,0.68425 ± 0.051,0.69744 ± 0.068,0.70788 ± 0.071,0.73800 ± 0.041,0.69295 ± 0.066,0.70697 ± 0.068,0.60220 ± 0.125,0.68685 ± 0.051,0.59995 ± 0.085,0.31929 ± 0.055,0.68831 ± 0.053
Q1_0.75,0.67147 ± 0.059,0.76044 ± 0.054,0.70101 ± 0.069,0.76261 ± 0.076,0.75712 ± 0.082,0.74274 ± 0.086,0.76188 ± 0.087,0.71244 ± 0.066,0.75793 ± 0.075,0.66192 ± 0.075,0.75670 ± 0.082,0.73444 ± 0.080,0.46535 ± 0.109,0.71191 ± 0.055
Q2_0.75,0.72286 ± 0.083,0.70577 ± 0.058,0.74679 ± 0.056,0.74980 ± 0.053,0.75898 ± 0.077,0.76064 ± 0.058,0.78086 ± 0.054,0.76760 ± 0.059,0.77140 ± 0.058,0.73723 ± 0.103,0.77192 ± 0.060,0.77544 ± 0.040,0.42586 ± 0.118,0.73604 ± 0.066
Q3_0.75,0.76731 ± 0.042,0.66690 ± 0.103,0.77397 ± 0.049,0.76804 ± 0.020,0.76978 ± 0.042,0.77884 ± 0.062,0.74228 ± 0.047,0.76045 ± 0.034,0.76874 ± 0.043,0.74441 ± 0.048,0.76393 ± 0.033,0.76363 ± 0.027,0.33026 ± 0.029,0.77814 ± 0.073
Q4_0.75,0.77087 ± 0.060,0.62768 ± 0.068,0.74487 ± 0.059,0.75170 ± 0.058,0.77768 ± 0.056,0.72938 ± 0.064,0.77200 ± 0.066,0.75595 ± 0.066,0.76397 ± 0.069,0.65900 ± 0.083,0.75112 ± 0.064,0.73505 ± 0.041,0.30248 ± 0.050,0.73881 ± 0.065
Q1_Q2_1.0,0.46077 ± 0.087,0.60708 ± 0.046,0.62200 ± 0.060,0.63330 ± 0.074,0.66638 ± 0.053,0.46670 ± 0.111,0.69486 ± 0.084,0.63803 ± 0.051,0.65557 ± 0.032,0.41038 ± 0.131,0.62854 ± 0.085,0.62950 ± 0.055,0.44042 ± 0.119,0.64228 ± 0.049
Q1_Q3_1.0,0.64393 ± 0.061,0.60236 ± 0.080,0.61249 ± 0.083,0.69346 ± 0.048,0.70826 ± 0.076,0.73545 ± 0.043,0.70314 ± 0.080,0.64823 ± 0.094,0.73780 ± 0.067,0.67255 ± 0.084,0.73231 ± 0.075,0.72105 ± 0.067,0.40030 ± 0.065,0.63428 ± 0.095
Q1_Q4_1.0,0.59269 ± 0.054,0.61623 ± 0.081,0.65560 ± 0.108,0.72161 ± 0.086,0.69334 ± 0.110,0.55647 ± 0.157,0.66277 ± 0.102,0.67808 ± 0.108,0.67529 ± 0.124,0.66653 ± 0.128,0.68545 ± 0.092,0.67493 ± 0.091,0.38029 ± 0.093,0.67751 ± 0.098
Q2_Q3_1.0,0.59388 ± 0.088,0.44197 ± 0.078,0.73690 ± 0.063,0.73861 ± 0.040,0.77279 ± 0.034,0.74545 ± 0.030,0.71881 ± 0.069,0.76611 ± 0.050,0.76048 ± 0.025,0.68838 ± 0.088,0.76367 ± 0.031,0.74971 ± 0.051,0.42187 ± 0.102,0.72777 ± 0.057
Q2_Q4_1.0,0.53315 ± 0.071,0.49687 ± 0.120,0.67205 ± 0.079,0.69114 ± 0.091,0.70058 ± 0.086,0.67227 ± 0.051,0.72516 ± 0.050,0.70583 ± 0.072,0.70911 ± 0.049,0.64434 ± 0.076,0.68861 ± 0.051,0.66694 ± 0.072,0.43878 ± 0.086,0.67689 ± 0.093
Q3_Q4_1.0,0.61907 ± 0.099,0.30945 ± 0.038,0.66567 ± 0.056,0.63604 ± 0.084,0.63414 ± 0.072,0.64803 ± 0.129,0.61596 ± 0.057,0.64880 ± 0.053,0.59934 ± 0.063,0.31647 ± 0.041,0.56508 ± 0.070,0.57688 ± 0.078,0.32969 ± 0.062,0.61909 ± 0.085
Q1_1.0,0.62673 ± 0.082,0.74601 ± 0.062,0.63998 ± 0.081,0.68608 ± 0.085,0.70099 ± 0.077,0.51386 ± 0.183,0.71280 ± 0.085,0.68396 ± 0.084,0.71665 ± 0.075,0.64458 ± 0.093,0.73849 ± 0.070,0.73323 ± 0.081,0.46534 ± 0.108,0.62508 ± 0.102
Q2_1.0,0.68920 ± 0.069,0.63149 ± 0.048,0.73223 ± 0.064,0.77786 ± 0.057,0.76704 ± 0.046,0.74041 ± 0.085,0.77477 ± 0.052,0.76191 ± 0.062,0.76435 ± 0.068,0.75348 ± 0.065,0.75370 ± 0.058,0.77107 ± 0.040,0.46427 ± 0.135,0.73235 ± 0.055
Q3_1.0,0.71641 ± 0.054,0.61470 ± 0.092,0.75933 ± 0.046,0.73761 ± 0.031,0.76852 ± 0.032,0.75916 ± 0.037,0.75979 ± 0.035,0.75079 ± 0.039,0.75353 ± 0.019,0.73529 ± 0.070,0.75892 ± 0.032,0.75607 ± 0.036,0.31559 ± 0.011,0.75440 ± 0.044
Q4_1.0,0.72959 ± 0.076,0.51577 ± 0.080,0.67521 ± 0.087,0.70918 ± 0.081,0.68689 ± 0.072,0.67113 ± 0.061,0.72223 ± 0.054,0.68911 ± 0.082,0.67912 ± 0.079,0.66839 ± 0.042,0.68037 ± 0.075,0.65900 ± 0.083,0.27174 ± 0.044,0.66188 ± 0.090
