,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.14046 ± 0.041,0.29317 ± 0.052,0.37275 ± 0.028,0.35791 ± 0.034,0.37697 ± 0.014,0.34773 ± 0.033,0.34594 ± 0.048,0.36065 ± 0.036,0.36887 ± 0.017,0.34028 ± 0.079,0.20390 ± 0.030,0.21276 ± 0.050,0.01304 ± 0.013,0.34791 ± 0.028
Q1_Q3_0.5,0.14730 ± 0.035,0.32419 ± 0.052,0.36742 ± 0.021,0.35097 ± 0.025,0.35242 ± 0.015,0.34274 ± 0.018,0.33924 ± 0.024,0.35132 ± 0.029,0.36452 ± 0.016,0.33671 ± 0.059,0.20795 ± 0.047,0.22604 ± 0.027,0.00410 ± 0.003,0.34609 ± 0.036
Q1_Q4_0.5,0.11797 ± 0.026,0.13520 ± 0.016,0.29051 ± 0.029,0.28015 ± 0.033,0.28777 ± 0.030,0.28715 ± 0.018,0.30065 ± 0.026,0.29456 ± 0.037,0.28962 ± 0.022,0.21594 ± 0.039,0.17054 ± 0.014,0.17177 ± 0.011,0.00755 ± 0.012,0.25756 ± 0.034
Q2_Q3_0.5,0.27636 ± 0.033,0.28190 ± 0.029,0.39228 ± 0.012,0.37401 ± 0.018,0.37357 ± 0.015,0.36267 ± 0.031,0.37466 ± 0.015,0.40990 ± 0.026,0.37953 ± 0.013,0.33627 ± 0.068,0.23253 ± 0.031,0.21137 ± 0.036,0.00523 ± 0.006,0.40584 ± 0.036
Q2_Q4_0.5,0.26332 ± 0.029,0.15198 ± 0.012,0.31671 ± 0.022,0.29794 ± 0.017,0.32644 ± 0.018,0.32804 ± 0.016,0.32399 ± 0.016,0.31764 ± 0.020,0.32567 ± 0.020,0.21333 ± 0.049,0.15451 ± 0.013,0.15218 ± 0.024,0.00303 ± 0.003,0.31129 ± 0.022
Q3_Q4_0.5,0.26640 ± 0.024,0.09072 ± 0.016,0.31970 ± 0.019,0.31006 ± 0.015,0.33706 ± 0.013,0.33767 ± 0.013,0.33636 ± 0.016,0.32063 ± 0.016,0.33725 ± 0.016,0.21924 ± 0.045,0.16356 ± 0.014,0.15181 ± 0.008,0.00241 ± 0.002,0.29327 ± 0.033
Q1_0.5,0.18543 ± 0.015,0.31244 ± 0.050,0.38739 ± 0.021,0.37354 ± 0.021,0.38371 ± 0.019,0.38178 ± 0.013,0.34193 ± 0.018,0.35891 ± 0.017,0.37437 ± 0.029,0.32767 ± 0.057,0.23189 ± 0.040,0.22140 ± 0.024,0.00178 ± 0.002,0.35963 ± 0.031
Q2_0.5,0.34068 ± 0.021,0.29794 ± 0.052,0.39189 ± 0.013,0.38905 ± 0.014,0.38502 ± 0.011,0.38501 ± 0.011,0.39023 ± 0.014,0.41083 ± 0.031,0.38546 ± 0.011,0.32733 ± 0.074,0.23377 ± 0.046,0.23379 ± 0.049,0.00492 ± 0.006,0.38527 ± 0.009
Q3_0.5,0.33694 ± 0.045,0.33878 ± 0.037,0.39261 ± 0.015,0.37691 ± 0.014,0.37907 ± 0.016,0.37895 ± 0.015,0.38092 ± 0.015,0.38610 ± 0.017,0.37942 ± 0.016,0.32210 ± 0.073,0.24528 ± 0.047,0.21152 ± 0.043,0.00436 ± 0.003,0.38394 ± 0.012
Q4_0.5,0.31014 ± 0.047,0.11996 ± 0.015,0.32417 ± 0.019,0.31814 ± 0.025,0.32868 ± 0.016,0.33013 ± 0.013,0.33098 ± 0.014,0.32150 ± 0.019,0.35035 ± 0.027,0.27832 ± 0.057,0.16330 ± 0.018,0.15105 ± 0.007,0.01256 ± 0.018,0.30757 ± 0.020
Q1_Q2_0.75,0.08067 ± 0.019,0.29441 ± 0.045,0.31375 ± 0.030,0.26507 ± 0.035,0.28551 ± 0.029,0.22866 ± 0.008,0.30409 ± 0.043,0.29506 ± 0.015,0.31459 ± 0.028,0.28019 ± 0.065,0.15790 ± 0.039,0.18117 ± 0.032,0.00998 ± 0.013,0.28067 ± 0.025
Q1_Q3_0.75,0.07155 ± 0.023,0.30283 ± 0.052,0.32765 ± 0.039,0.27194 ± 0.033,0.25655 ± 0.040,0.21573 ± 0.026,0.27609 ± 0.052,0.29414 ± 0.034,0.31634 ± 0.033,0.28604 ± 0.073,0.19389 ± 0.034,0.19965 ± 0.023,0.00293 ± 0.002,0.28252 ± 0.042
Q1_Q4_0.75,0.08311 ± 0.014,0.10115 ± 0.011,0.22385 ± 0.025,0.22115 ± 0.028,0.22923 ± 0.025,0.24866 ± 0.026,0.22529 ± 0.029,0.22919 ± 0.030,0.22078 ± 0.022,0.20209 ± 0.031,0.14394 ± 0.032,0.12067 ± 0.020,0.01064 ± 0.012,0.18355 ± 0.018
Q2_Q3_0.75,0.25069 ± 0.045,0.27534 ± 0.028,0.39108 ± 0.012,0.36605 ± 0.010,0.33357 ± 0.036,0.33987 ± 0.023,0.34671 ± 0.034,0.38216 ± 0.020,0.34112 ± 0.027,0.32242 ± 0.065,0.19199 ± 0.038,0.21282 ± 0.039,0.00331 ± 0.003,0.38021 ± 0.019
Q2_Q4_0.75,0.20998 ± 0.034,0.05278 ± 0.005,0.25629 ± 0.028,0.25352 ± 0.028,0.27694 ± 0.038,0.27645 ± 0.048,0.28329 ± 0.031,0.26052 ± 0.027,0.27834 ± 0.046,0.22486 ± 0.034,0.13519 ± 0.029,0.14769 ± 0.007,0.00371 ± 0.003,0.23666 ± 0.019
Q3_Q4_0.75,0.22542 ± 0.035,0.05351 ± 0.003,0.26796 ± 0.044,0.20625 ± 0.015,0.27300 ± 0.042,0.28203 ± 0.044,0.27722 ± 0.023,0.26177 ± 0.042,0.28052 ± 0.036,0.18291 ± 0.042,0.14144 ± 0.011,0.11897 ± 0.032,0.00354 ± 0.004,0.23903 ± 0.041
Q1_0.75,0.11754 ± 0.028,0.28298 ± 0.036,0.29403 ± 0.049,0.25933 ± 0.032,0.26240 ± 0.026,0.24836 ± 0.029,0.23567 ± 0.039,0.29321 ± 0.040,0.29260 ± 0.052,0.28047 ± 0.045,0.19644 ± 0.038,0.21888 ± 0.018,0.01113 ± 0.017,0.26324 ± 0.037
Q2_0.75,0.30788 ± 0.024,0.29670 ± 0.054,0.39024 ± 0.014,0.38863 ± 0.015,0.38461 ± 0.013,0.38443 ± 0.013,0.38785 ± 0.008,0.38984 ± 0.014,0.38523 ± 0.013,0.31992 ± 0.081,0.23995 ± 0.048,0.24412 ± 0.056,0.00363 ± 0.003,0.38968 ± 0.005
Q3_0.75,0.30735 ± 0.037,0.29357 ± 0.029,0.39155 ± 0.015,0.40283 ± 0.029,0.39462 ± 0.032,0.39265 ± 0.029,0.37309 ± 0.018,0.40226 ± 0.031,0.39878 ± 0.029,0.33115 ± 0.070,0.21914 ± 0.035,0.22560 ± 0.041,0.00381 ± 0.004,0.40654 ± 0.033
Q4_0.75,0.27511 ± 0.014,0.06572 ± 0.005,0.26806 ± 0.036,0.24763 ± 0.028,0.28946 ± 0.040,0.27262 ± 0.036,0.28964 ± 0.033,0.26853 ± 0.045,0.29148 ± 0.041,0.22900 ± 0.050,0.16215 ± 0.029,0.15415 ± 0.028,0.00750 ± 0.007,0.25284 ± 0.038
Q1_Q2_1.0,0.06763 ± 0.023,0.28308 ± 0.044,0.15110 ± 0.029,0.09280 ± 0.027,0.11616 ± 0.025,0.09603 ± 0.016,0.12330 ± 0.032,0.10338 ± 0.022,0.12567 ± 0.025,0.17646 ± 0.020,0.00656 ± 0.004,0.06770 ± 0.044,0.01562 ± 0.028,0.10143 ± 0.033
Q1_Q3_1.0,0.05815 ± 0.010,0.30590 ± 0.049,0.15122 ± 0.030,0.08509 ± 0.021,0.10691 ± 0.063,0.11490 ± 0.021,0.07604 ± 0.021,0.09072 ± 0.013,0.07874 ± 0.024,0.21908 ± 0.040,0.02572 ± 0.027,0.06419 ± 0.029,0.00926 ± 0.012,0.14913 ± 0.051
Q1_Q4_1.0,0.06632 ± 0.011,0.08345 ± 0.010,0.08697 ± 0.016,0.09626 ± 0.021,0.08748 ± 0.022,0.08782 ± 0.016,0.09132 ± 0.023,0.06596 ± 0.011,0.08886 ± 0.017,0.05572 ± 0.019,0.03705 ± 0.016,0.07130 ± 0.011,0.01668 ± 0.016,0.07927 ± 0.022
Q2_Q3_1.0,0.22117 ± 0.048,0.27222 ± 0.032,0.38677 ± 0.013,0.36362 ± 0.028,0.28593 ± 0.038,0.30043 ± 0.029,0.34327 ± 0.043,0.36649 ± 0.027,0.30459 ± 0.034,0.28032 ± 0.077,0.18183 ± 0.032,0.18325 ± 0.035,0.00477 ± 0.005,0.34549 ± 0.023
Q2_Q4_1.0,0.17751 ± 0.033,0.05871 ± 0.005,0.21104 ± 0.017,0.17679 ± 0.016,0.17910 ± 0.012,0.20791 ± 0.018,0.20516 ± 0.019,0.21762 ± 0.017,0.20038 ± 0.013,0.17750 ± 0.023,0.11364 ± 0.024,0.10069 ± 0.011,0.01181 ± 0.009,0.17351 ± 0.022
Q3_Q4_1.0,0.17508 ± 0.011,0.05063 ± 0.005,0.14962 ± 0.020,0.13947 ± 0.019,0.12105 ± 0.020,0.14932 ± 0.020,0.16480 ± 0.025,0.16401 ± 0.025,0.14296 ± 0.021,0.10755 ± 0.041,0.07867 ± 0.010,0.07093 ± 0.010,0.00165 ± 0.002,0.10919 ± 0.021
Q1_1.0,0.06525 ± 0.013,0.27143 ± 0.034,0.17722 ± 0.032,0.11292 ± 0.025,0.08687 ± 0.040,0.10460 ± 0.005,0.12833 ± 0.042,0.11907 ± 0.017,0.12403 ± 0.041,0.20508 ± 0.031,0.03235 ± 0.025,0.08848 ± 0.033,0.00857 ± 0.012,0.13880 ± 0.035
Q2_1.0,0.28628 ± 0.020,0.28006 ± 0.032,0.39501 ± 0.010,0.38334 ± 0.011,0.37872 ± 0.015,0.37339 ± 0.015,0.37946 ± 0.010,0.38720 ± 0.019,0.38375 ± 0.011,0.32150 ± 0.074,0.21307 ± 0.043,0.21362 ± 0.047,0.00527 ± 0.004,0.37787 ± 0.015
Q3_1.0,0.27814 ± 0.051,0.28962 ± 0.029,0.38893 ± 0.016,0.37848 ± 0.018,0.39177 ± 0.028,0.38972 ± 0.030,0.36974 ± 0.022,0.37867 ± 0.018,0.37020 ± 0.023,0.32858 ± 0.082,0.21128 ± 0.037,0.21571 ± 0.031,0.00315 ± 0.003,0.40331 ± 0.031
Q4_1.0,0.24319 ± 0.035,0.05430 ± 0.007,0.22341 ± 0.021,0.20345 ± 0.010,0.22300 ± 0.018,0.22374 ± 0.018,0.22804 ± 0.023,0.22835 ± 0.022,0.22446 ± 0.020,0.17163 ± 0.054,0.10307 ± 0.011,0.10757 ± 0.018,0.01105 ± 0.008,0.20723 ± 0.026
