,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.30536 ± 0.061,0.39280 ± 0.057,0.47956 ± 0.065,0.46153 ± 0.058,0.49328 ± 0.057,0.44636 ± 0.023,0.46404 ± 0.033,0.47803 ± 0.069,0.48567 ± 0.057,0.38126 ± 0.094,0.20686 ± 0.023,0.22972 ± 0.028,0.02588 ± 0.009,0.47212 ± 0.068
Q1_Q3_0.5,0.26061 ± 0.042,0.41858 ± 0.081,0.47800 ± 0.064,0.47156 ± 0.061,0.45565 ± 0.071,0.45750 ± 0.065,0.47456 ± 0.068,0.45850 ± 0.058,0.47319 ± 0.056,0.41379 ± 0.074,0.24573 ± 0.055,0.24082 ± 0.028,0.03869 ± 0.022,0.47633 ± 0.070
Q1_Q4_0.5,0.22282 ± 0.047,0.20512 ± 0.042,0.40956 ± 0.047,0.39985 ± 0.059,0.41937 ± 0.042,0.41691 ± 0.080,0.43221 ± 0.048,0.40343 ± 0.055,0.44729 ± 0.033,0.35442 ± 0.033,0.16831 ± 0.011,0.17354 ± 0.025,0.01729 ± 0.025,0.39744 ± 0.058
Q2_Q3_0.5,0.42530 ± 0.051,0.41550 ± 0.078,0.50780 ± 0.062,0.49766 ± 0.057,0.50011 ± 0.047,0.49853 ± 0.047,0.49551 ± 0.049,0.49101 ± 0.046,0.50127 ± 0.044,0.39419 ± 0.100,0.27510 ± 0.021,0.24412 ± 0.044,0.01888 ± 0.017,0.50003 ± 0.057
Q2_Q4_0.5,0.38234 ± 0.046,0.24034 ± 0.059,0.43819 ± 0.039,0.43101 ± 0.027,0.45987 ± 0.041,0.46389 ± 0.042,0.44568 ± 0.048,0.44724 ± 0.037,0.45128 ± 0.040,0.30098 ± 0.062,0.18714 ± 0.057,0.15822 ± 0.019,0.01874 ± 0.016,0.41770 ± 0.038
Q3_Q4_0.5,0.39349 ± 0.051,0.25593 ± 0.057,0.43775 ± 0.054,0.42365 ± 0.045,0.44636 ± 0.058,0.44524 ± 0.053,0.44634 ± 0.049,0.45407 ± 0.057,0.43971 ± 0.032,0.26811 ± 0.060,0.16703 ± 0.031,0.17515 ± 0.029,0.00492 ± 0.002,0.44342 ± 0.058
Q1_0.5,0.36320 ± 0.040,0.46446 ± 0.049,0.48551 ± 0.059,0.49657 ± 0.052,0.49281 ± 0.058,0.48887 ± 0.053,0.48504 ± 0.048,0.48804 ± 0.051,0.46477 ± 0.041,0.40113 ± 0.065,0.22933 ± 0.015,0.23227 ± 0.021,0.00761 ± 0.006,0.48599 ± 0.058
Q2_0.5,0.51032 ± 0.069,0.44307 ± 0.074,0.51153 ± 0.059,0.49994 ± 0.059,0.50413 ± 0.056,0.50580 ± 0.058,0.50206 ± 0.056,0.50079 ± 0.053,0.50612 ± 0.059,0.44353 ± 0.106,0.29541 ± 0.039,0.23893 ± 0.055,0.03720 ± 0.022,0.50126 ± 0.067
Q3_0.5,0.47582 ± 0.051,0.45802 ± 0.070,0.50332 ± 0.062,0.49496 ± 0.064,0.50170 ± 0.057,0.50402 ± 0.056,0.50288 ± 0.057,0.50888 ± 0.059,0.50418 ± 0.055,0.41218 ± 0.109,0.29774 ± 0.070,0.23371 ± 0.025,0.01861 ± 0.017,0.50427 ± 0.057
Q4_0.5,0.44346 ± 0.057,0.32876 ± 0.049,0.44182 ± 0.015,0.45197 ± 0.025,0.45670 ± 0.013,0.45576 ± 0.015,0.45228 ± 0.010,0.43590 ± 0.014,0.44663 ± 0.017,0.36846 ± 0.020,0.19807 ± 0.048,0.17946 ± 0.014,0.00929 ± 0.008,0.44038 ± 0.021
Q1_Q2_0.75,0.15844 ± 0.043,0.36608 ± 0.062,0.42787 ± 0.069,0.40475 ± 0.061,0.38848 ± 0.050,0.36368 ± 0.038,0.39729 ± 0.030,0.42264 ± 0.065,0.45154 ± 0.071,0.38053 ± 0.082,0.19179 ± 0.019,0.19637 ± 0.036,0.02887 ± 0.017,0.41976 ± 0.051
Q1_Q3_0.75,0.11603 ± 0.047,0.34970 ± 0.057,0.41696 ± 0.055,0.41371 ± 0.068,0.38452 ± 0.050,0.34161 ± 0.045,0.39899 ± 0.076,0.41994 ± 0.040,0.44071 ± 0.045,0.35408 ± 0.065,0.20462 ± 0.018,0.21685 ± 0.019,0.02078 ± 0.004,0.42089 ± 0.058
Q1_Q4_0.75,0.07576 ± 0.013,0.18469 ± 0.037,0.36399 ± 0.043,0.35238 ± 0.046,0.30851 ± 0.051,0.33093 ± 0.044,0.32314 ± 0.057,0.36037 ± 0.045,0.29929 ± 0.038,0.32290 ± 0.037,0.11252 ± 0.046,0.09452 ± 0.020,0.00693 ± 0.003,0.32414 ± 0.027
Q2_Q3_0.75,0.41023 ± 0.051,0.38771 ± 0.064,0.50622 ± 0.063,0.50261 ± 0.061,0.47619 ± 0.044,0.48543 ± 0.043,0.47970 ± 0.051,0.49614 ± 0.037,0.47749 ± 0.041,0.42149 ± 0.101,0.24711 ± 0.044,0.24750 ± 0.028,0.03032 ± 0.017,0.49622 ± 0.050
Q2_Q4_0.75,0.29806 ± 0.016,0.19900 ± 0.034,0.38494 ± 0.061,0.36793 ± 0.034,0.37857 ± 0.030,0.37500 ± 0.031,0.40198 ± 0.038,0.37012 ± 0.055,0.38920 ± 0.056,0.31673 ± 0.043,0.13755 ± 0.019,0.15361 ± 0.022,0.00596 ± 0.002,0.36980 ± 0.059
Q3_Q4_0.75,0.32050 ± 0.022,0.12702 ± 0.052,0.36023 ± 0.021,0.36368 ± 0.035,0.34958 ± 0.031,0.37308 ± 0.031,0.36446 ± 0.015,0.38589 ± 0.064,0.38030 ± 0.034,0.26994 ± 0.047,0.11838 ± 0.028,0.11677 ± 0.046,0.02666 ± 0.014,0.35055 ± 0.040
Q1_0.75,0.18857 ± 0.015,0.41232 ± 0.060,0.40165 ± 0.053,0.38398 ± 0.059,0.35159 ± 0.081,0.35119 ± 0.058,0.36060 ± 0.049,0.42106 ± 0.051,0.37433 ± 0.052,0.36723 ± 0.028,0.21377 ± 0.017,0.20999 ± 0.026,0.02508 ± 0.010,0.38297 ± 0.065
Q2_0.75,0.47937 ± 0.041,0.39950 ± 0.065,0.51039 ± 0.061,0.50629 ± 0.053,0.50013 ± 0.059,0.50124 ± 0.056,0.50432 ± 0.055,0.49921 ± 0.055,0.49567 ± 0.056,0.42593 ± 0.098,0.25570 ± 0.016,0.25231 ± 0.034,0.01579 ± 0.010,0.49878 ± 0.061
Q3_0.75,0.45260 ± 0.068,0.45134 ± 0.078,0.50455 ± 0.060,0.49808 ± 0.064,0.49969 ± 0.053,0.49707 ± 0.053,0.50365 ± 0.053,0.51153 ± 0.059,0.50034 ± 0.053,0.42473 ± 0.105,0.25028 ± 0.041,0.24189 ± 0.024,0.02441 ± 0.022,0.50530 ± 0.062
Q4_0.75,0.40601 ± 0.050,0.18184 ± 0.027,0.37197 ± 0.057,0.37759 ± 0.042,0.38051 ± 0.064,0.35454 ± 0.024,0.39180 ± 0.065,0.38547 ± 0.051,0.36966 ± 0.047,0.29525 ± 0.060,0.17042 ± 0.033,0.16972 ± 0.050,0.01223 ± 0.009,0.36188 ± 0.055
Q1_Q2_1.0,0.07798 ± 0.016,0.31723 ± 0.044,0.12830 ± 0.018,0.15433 ± 0.021,0.17468 ± 0.054,0.13688 ± 0.047,0.10861 ± 0.020,0.16571 ± 0.019,0.10754 ± 0.034,0.15144 ± 0.013,0.00793 ± 0.004,0.09907 ± 0.037,0.02078 ± 0.004,0.15527 ± 0.023
Q1_Q3_1.0,0.07459 ± 0.011,0.36433 ± 0.064,0.07094 ± 0.009,0.11381 ± 0.041,0.10108 ± 0.033,0.13345 ± 0.023,0.10155 ± 0.030,0.15065 ± 0.020,0.11207 ± 0.031,0.08563 ± 0.031,0.02160 ± 0.032,0.08267 ± 0.041,0.02190 ± 0.005,0.10976 ± 0.021
Q1_Q4_1.0,0.06731 ± 0.008,0.08796 ± 0.008,0.05699 ± 0.004,0.05669 ± 0.005,0.05952 ± 0.007,0.05658 ± 0.004,0.05870 ± 0.005,0.05353 ± 0.007,0.05824 ± 0.007,0.06792 ± 0.020,0.03229 ± 0.006,0.06047 ± 0.013,0.01172 ± 0.007,0.08219 ± 0.022
Q2_Q3_1.0,0.34061 ± 0.042,0.36550 ± 0.061,0.50271 ± 0.058,0.49729 ± 0.040,0.41664 ± 0.049,0.42353 ± 0.060,0.45025 ± 0.038,0.49812 ± 0.038,0.39883 ± 0.073,0.38057 ± 0.113,0.23421 ± 0.040,0.21583 ± 0.042,0.05615 ± 0.013,0.48847 ± 0.055
Q2_Q4_1.0,0.26988 ± 0.053,0.09850 ± 0.010,0.22587 ± 0.018,0.20854 ± 0.024,0.19970 ± 0.019,0.21439 ± 0.018,0.26510 ± 0.042,0.22421 ± 0.025,0.23171 ± 0.034,0.18251 ± 0.028,0.08661 ± 0.027,0.08784 ± 0.019,0.02079 ± 0.012,0.20074 ± 0.031
Q3_Q4_1.0,0.27620 ± 0.046,0.07055 ± 0.021,0.16033 ± 0.011,0.15853 ± 0.011,0.15392 ± 0.018,0.16077 ± 0.015,0.17562 ± 0.015,0.17145 ± 0.020,0.16621 ± 0.012,0.12830 ± 0.036,0.07305 ± 0.029,0.06736 ± 0.016,0.01648 ± 0.017,0.16005 ± 0.037
Q1_1.0,0.10880 ± 0.020,0.36510 ± 0.077,0.07692 ± 0.008,0.09414 ± 0.019,0.13537 ± 0.052,0.13979 ± 0.011,0.09009 ± 0.027,0.16461 ± 0.026,0.10491 ± 0.019,0.09076 ± 0.022,0.01661 ± 0.022,0.07946 ± 0.011,0.02307 ± 0.003,0.12387 ± 0.017
Q2_1.0,0.45299 ± 0.072,0.40796 ± 0.068,0.50878 ± 0.059,0.49654 ± 0.054,0.49620 ± 0.058,0.49924 ± 0.053,0.49841 ± 0.055,0.49142 ± 0.046,0.49054 ± 0.055,0.42276 ± 0.111,0.24082 ± 0.046,0.25717 ± 0.034,0.02102 ± 0.011,0.50398 ± 0.064
Q3_1.0,0.44041 ± 0.047,0.40418 ± 0.045,0.49892 ± 0.062,0.49425 ± 0.064,0.48691 ± 0.026,0.49548 ± 0.034,0.49211 ± 0.045,0.51074 ± 0.055,0.48462 ± 0.022,0.41033 ± 0.105,0.25789 ± 0.029,0.24292 ± 0.040,0.02822 ± 0.016,0.50074 ± 0.058
Q4_1.0,0.35474 ± 0.030,0.05927 ± 0.018,0.22274 ± 0.019,0.22407 ± 0.017,0.22595 ± 0.018,0.22648 ± 0.017,0.23566 ± 0.028,0.22310 ± 0.025,0.22981 ± 0.015,0.17278 ± 0.046,0.11557 ± 0.033,0.10284 ± 0.029,0.00929 ± 0.008,0.25300 ± 0.049
