,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.29310 ± 0.063,0.43035 ± 0.040,0.50939 ± 0.050,0.46497 ± 0.052,0.50591 ± 0.048,0.45002 ± 0.047,0.44627 ± 0.067,0.47254 ± 0.046,0.50964 ± 0.039,0.43117 ± 0.105,0.20680 ± 0.022,0.24378 ± 0.056,0.05080 ± 0.005,0.47040 ± 0.045
Q1_Q3_0.5,0.22976 ± 0.069,0.46506 ± 0.077,0.49589 ± 0.057,0.48901 ± 0.049,0.47478 ± 0.085,0.47789 ± 0.078,0.46496 ± 0.061,0.47182 ± 0.057,0.49049 ± 0.059,0.42590 ± 0.072,0.19453 ± 0.029,0.23149 ± 0.016,0.04948 ± 0.005,0.47703 ± 0.047
Q1_Q4_0.5,0.19893 ± 0.040,0.30553 ± 0.053,0.38076 ± 0.044,0.38540 ± 0.021,0.41142 ± 0.029,0.35795 ± 0.053,0.35456 ± 0.055,0.35097 ± 0.044,0.37870 ± 0.045,0.32922 ± 0.062,0.17559 ± 0.026,0.17316 ± 0.032,0.04880 ± 0.004,0.37299 ± 0.033
Q2_Q3_0.5,0.40491 ± 0.047,0.30580 ± 0.044,0.52159 ± 0.059,0.50777 ± 0.038,0.50122 ± 0.050,0.50632 ± 0.049,0.50415 ± 0.051,0.51901 ± 0.043,0.50384 ± 0.050,0.42865 ± 0.090,0.24491 ± 0.025,0.24052 ± 0.031,0.04789 ± 0.004,0.48970 ± 0.051
Q2_Q4_0.5,0.33974 ± 0.046,0.21829 ± 0.028,0.39088 ± 0.031,0.38296 ± 0.035,0.42662 ± 0.013,0.42357 ± 0.014,0.41733 ± 0.022,0.40410 ± 0.028,0.42522 ± 0.013,0.33336 ± 0.027,0.17871 ± 0.035,0.19298 ± 0.049,0.04854 ± 0.003,0.39257 ± 0.024
Q3_Q4_0.5,0.32848 ± 0.041,0.21574 ± 0.049,0.39574 ± 0.030,0.41683 ± 0.040,0.47416 ± 0.053,0.47583 ± 0.058,0.46471 ± 0.051,0.45768 ± 0.061,0.44445 ± 0.049,0.28768 ± 0.065,0.16971 ± 0.025,0.18769 ± 0.050,0.04854 ± 0.003,0.38217 ± 0.058
Q1_0.5,0.34240 ± 0.045,0.49058 ± 0.054,0.49619 ± 0.042,0.50940 ± 0.051,0.50495 ± 0.032,0.49837 ± 0.037,0.49819 ± 0.061,0.49795 ± 0.037,0.47510 ± 0.044,0.44745 ± 0.053,0.22333 ± 0.039,0.24094 ± 0.028,0.04880 ± 0.004,0.48128 ± 0.045
Q2_0.5,0.48008 ± 0.056,0.46709 ± 0.055,0.51997 ± 0.056,0.51975 ± 0.053,0.51465 ± 0.053,0.51561 ± 0.051,0.52122 ± 0.055,0.51097 ± 0.039,0.51751 ± 0.053,0.46725 ± 0.083,0.26484 ± 0.045,0.28682 ± 0.040,0.04880 ± 0.004,0.51897 ± 0.047
Q3_0.5,0.47703 ± 0.022,0.42425 ± 0.068,0.52309 ± 0.054,0.50274 ± 0.051,0.50759 ± 0.052,0.50701 ± 0.051,0.51193 ± 0.047,0.51348 ± 0.051,0.51027 ± 0.050,0.44737 ± 0.083,0.28324 ± 0.033,0.25524 ± 0.030,0.04854 ± 0.003,0.52046 ± 0.054
Q4_0.5,0.40925 ± 0.053,0.34872 ± 0.044,0.46770 ± 0.037,0.45524 ± 0.045,0.46392 ± 0.028,0.46182 ± 0.035,0.46214 ± 0.036,0.47243 ± 0.041,0.46008 ± 0.039,0.38389 ± 0.020,0.24507 ± 0.062,0.23916 ± 0.040,0.04854 ± 0.003,0.44701 ± 0.029
Q1_Q2_0.75,0.13565 ± 0.041,0.36235 ± 0.059,0.44586 ± 0.066,0.42025 ± 0.063,0.38368 ± 0.047,0.32691 ± 0.057,0.40782 ± 0.056,0.43370 ± 0.052,0.44444 ± 0.059,0.40520 ± 0.099,0.16658 ± 0.041,0.19910 ± 0.031,0.04880 ± 0.004,0.38955 ± 0.067
Q1_Q3_0.75,0.10289 ± 0.030,0.38412 ± 0.056,0.41069 ± 0.044,0.35828 ± 0.044,0.33364 ± 0.047,0.29588 ± 0.048,0.33677 ± 0.076,0.40908 ± 0.039,0.38285 ± 0.069,0.33600 ± 0.061,0.19786 ± 0.034,0.19366 ± 0.027,0.04789 ± 0.004,0.36170 ± 0.046
Q1_Q4_0.75,0.07895 ± 0.021,0.16351 ± 0.042,0.32610 ± 0.042,0.26665 ± 0.018,0.27985 ± 0.012,0.32362 ± 0.045,0.31399 ± 0.028,0.29910 ± 0.049,0.22141 ± 0.078,0.31069 ± 0.077,0.11011 ± 0.042,0.07421 ± 0.010,0.05080 ± 0.005,0.18183 ± 0.050
Q2_Q3_0.75,0.35070 ± 0.044,0.29881 ± 0.026,0.53013 ± 0.048,0.50689 ± 0.052,0.47280 ± 0.045,0.46988 ± 0.051,0.48459 ± 0.046,0.51769 ± 0.043,0.48249 ± 0.050,0.43746 ± 0.095,0.21463 ± 0.034,0.23393 ± 0.034,0.04870 ± 0.003,0.50423 ± 0.050
Q2_Q4_0.75,0.25939 ± 0.021,0.19479 ± 0.032,0.35125 ± 0.034,0.33378 ± 0.027,0.34992 ± 0.031,0.35193 ± 0.015,0.36600 ± 0.026,0.34923 ± 0.037,0.35242 ± 0.024,0.31590 ± 0.033,0.13159 ± 0.046,0.12712 ± 0.019,0.05064 ± 0.005,0.34466 ± 0.041
Q3_Q4_0.75,0.31772 ± 0.053,0.12730 ± 0.039,0.38900 ± 0.015,0.33681 ± 0.029,0.38232 ± 0.051,0.40061 ± 0.049,0.36564 ± 0.025,0.38680 ± 0.019,0.40253 ± 0.052,0.29360 ± 0.051,0.11107 ± 0.026,0.09833 ± 0.037,0.04789 ± 0.004,0.33544 ± 0.018
Q1_0.75,0.18702 ± 0.029,0.45248 ± 0.070,0.36612 ± 0.051,0.34962 ± 0.051,0.37095 ± 0.047,0.34907 ± 0.032,0.30264 ± 0.053,0.37871 ± 0.026,0.33790 ± 0.065,0.36809 ± 0.027,0.19235 ± 0.029,0.20254 ± 0.024,0.04854 ± 0.003,0.37640 ± 0.056
Q2_0.75,0.44249 ± 0.038,0.41407 ± 0.059,0.52510 ± 0.047,0.52118 ± 0.048,0.51792 ± 0.047,0.52333 ± 0.045,0.52804 ± 0.046,0.52217 ± 0.055,0.52291 ± 0.048,0.46309 ± 0.066,0.28804 ± 0.025,0.24885 ± 0.021,0.04870 ± 0.003,0.51096 ± 0.045
Q3_0.75,0.42975 ± 0.033,0.36902 ± 0.032,0.50678 ± 0.050,0.50662 ± 0.041,0.49701 ± 0.041,0.49923 ± 0.040,0.50077 ± 0.045,0.52539 ± 0.046,0.50068 ± 0.047,0.44930 ± 0.080,0.23612 ± 0.039,0.23438 ± 0.050,0.04948 ± 0.005,0.50857 ± 0.063
Q4_0.75,0.34689 ± 0.048,0.16555 ± 0.045,0.32131 ± 0.041,0.31475 ± 0.029,0.33152 ± 0.042,0.30110 ± 0.055,0.32290 ± 0.045,0.34799 ± 0.061,0.33502 ± 0.043,0.28171 ± 0.031,0.19346 ± 0.064,0.17182 ± 0.024,0.04974 ± 0.005,0.30302 ± 0.041
Q1_Q2_1.0,0.06747 ± 0.025,0.28417 ± 0.065,0.05083 ± 0.005,0.05638 ± 0.023,0.06942 ± 0.034,0.06927 ± 0.021,0.04471 ± 0.011,0.05474 ± 0.010,0.05008 ± 0.004,0.04763 ± 0.009,0.04099 ± 0.017,0.04406 ± 0.011,0.04896 ± 0.003,0.05826 ± 0.016
Q1_Q3_1.0,0.06287 ± 0.009,0.36520 ± 0.045,0.06013 ± 0.022,0.05088 ± 0.005,0.04196 ± 0.010,0.05106 ± 0.007,0.05072 ± 0.005,0.04423 ± 0.011,0.05266 ± 0.006,0.07822 ± 0.062,0.01547 ± 0.011,0.04097 ± 0.018,0.05038 ± 0.005,0.04978 ± 0.004
Q1_Q4_1.0,0.08328 ± 0.010,0.06632 ± 0.010,0.05333 ± 0.009,0.05498 ± 0.011,0.06035 ± 0.013,0.05340 ± 0.009,0.05461 ± 0.008,0.05404 ± 0.010,0.06329 ± 0.015,0.06391 ± 0.014,0.05080 ± 0.005,0.05627 ± 0.014,0.05064 ± 0.005,0.07030 ± 0.015
Q2_Q3_1.0,0.33044 ± 0.033,0.29784 ± 0.041,0.53047 ± 0.038,0.49474 ± 0.042,0.41370 ± 0.061,0.44146 ± 0.064,0.45035 ± 0.041,0.51294 ± 0.045,0.43388 ± 0.072,0.40202 ± 0.101,0.20909 ± 0.026,0.21039 ± 0.038,0.04870 ± 0.003,0.50321 ± 0.054
Q2_Q4_1.0,0.23534 ± 0.015,0.09240 ± 0.021,0.18489 ± 0.012,0.14968 ± 0.014,0.17885 ± 0.011,0.18276 ± 0.012,0.18475 ± 0.014,0.18016 ± 0.010,0.18270 ± 0.013,0.16553 ± 0.012,0.08455 ± 0.036,0.08635 ± 0.014,0.04854 ± 0.003,0.16189 ± 0.020
Q3_Q4_1.0,0.22010 ± 0.054,0.05607 ± 0.010,0.16745 ± 0.010,0.15199 ± 0.012,0.13771 ± 0.009,0.15422 ± 0.007,0.16394 ± 0.014,0.16578 ± 0.013,0.15864 ± 0.010,0.11318 ± 0.039,0.07437 ± 0.029,0.07282 ± 0.035,0.04789 ± 0.004,0.13707 ± 0.025
Q1_1.0,0.07751 ± 0.022,0.38198 ± 0.050,0.04520 ± 0.009,0.03660 ± 0.018,0.06583 ± 0.034,0.07251 ± 0.031,0.05083 ± 0.005,0.05063 ± 0.004,0.05612 ± 0.012,0.05695 ± 0.039,0.04135 ± 0.028,0.04464 ± 0.011,0.04854 ± 0.003,0.04997 ± 0.005
Q2_1.0,0.42753 ± 0.052,0.37079 ± 0.049,0.52533 ± 0.048,0.52328 ± 0.046,0.51411 ± 0.049,0.51289 ± 0.049,0.51391 ± 0.051,0.50916 ± 0.038,0.51980 ± 0.044,0.45975 ± 0.076,0.26889 ± 0.032,0.25222 ± 0.028,0.04870 ± 0.003,0.51313 ± 0.041
Q3_1.0,0.40882 ± 0.042,0.36186 ± 0.046,0.50722 ± 0.053,0.49474 ± 0.042,0.49357 ± 0.043,0.49556 ± 0.041,0.48615 ± 0.048,0.52721 ± 0.045,0.49838 ± 0.031,0.43944 ± 0.053,0.23311 ± 0.054,0.19935 ± 0.024,0.04854 ± 0.003,0.50066 ± 0.031
Q4_1.0,0.29784 ± 0.041,0.06919 ± 0.021,0.18339 ± 0.012,0.18061 ± 0.019,0.18342 ± 0.011,0.18269 ± 0.012,0.18284 ± 0.011,0.19794 ± 0.031,0.18366 ± 0.013,0.16222 ± 0.020,0.12571 ± 0.029,0.12895 ± 0.043,0.04854 ± 0.003,0.21795 ± 0.032
