,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.62669 ± 0.077,0.77527 ± 0.075,0.69379 ± 0.035,0.66567 ± 0.044,0.69379 ± 0.035,0.65001 ± 0.036,0.69720 ± 0.036,0.65341 ± 0.049,0.69347 ± 0.031,0.69479 ± 0.042,0.50074 ± 0.048,0.49540 ± 0.037,0.48959 ± 0.016,0.65357 ± 0.055
Q1_Q3_0.5,0.67531 ± 0.075,0.60813 ± 0.106,0.77628 ± 0.062,0.64605 ± 0.079,0.77351 ± 0.061,0.72865 ± 0.076,0.76819 ± 0.072,0.76787 ± 0.051,0.74969 ± 0.069,0.68826 ± 0.094,0.47737 ± 0.002,0.48374 ± 0.014,0.48374 ± 0.014,0.76609 ± 0.070
Q1_Q4_0.5,0.52718 ± 0.072,0.51631 ± 0.056,0.61260 ± 0.048,0.57267 ± 0.054,0.61680 ± 0.050,0.59050 ± 0.028,0.59526 ± 0.062,0.57673 ± 0.053,0.61248 ± 0.044,0.58611 ± 0.023,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.60357 ± 0.042
Q2_Q3_0.5,0.66947 ± 0.093,0.57247 ± 0.053,0.78237 ± 0.064,0.73119 ± 0.027,0.78237 ± 0.064,0.73766 ± 0.055,0.75126 ± 0.076,0.75668 ± 0.046,0.75962 ± 0.085,0.67305 ± 0.095,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.79473 ± 0.057
Q2_Q4_0.5,0.58304 ± 0.048,0.55107 ± 0.015,0.75141 ± 0.045,0.67379 ± 0.030,0.75141 ± 0.045,0.69102 ± 0.030,0.72472 ± 0.029,0.70616 ± 0.044,0.73191 ± 0.023,0.67258 ± 0.041,0.47737 ± 0.002,0.49397 ± 0.033,0.47737 ± 0.002,0.72366 ± 0.042
Q3_Q4_0.5,0.65676 ± 0.066,0.52369 ± 0.014,0.74498 ± 0.013,0.67568 ± 0.038,0.74171 ± 0.010,0.71326 ± 0.040,0.72438 ± 0.045,0.72354 ± 0.039,0.74207 ± 0.014,0.65452 ± 0.033,0.61363 ± 0.113,0.61998 ± 0.109,0.48844 ± 0.012,0.71168 ± 0.030
Q1_0.5,0.65709 ± 0.070,0.85146 ± 0.032,0.71449 ± 0.070,0.62623 ± 0.105,0.71449 ± 0.070,0.69869 ± 0.078,0.69998 ± 0.089,0.66733 ± 0.085,0.70588 ± 0.079,0.66005 ± 0.092,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.69646 ± 0.085
Q2_0.5,0.73524 ± 0.043,0.84548 ± 0.041,0.79920 ± 0.045,0.70990 ± 0.088,0.79920 ± 0.045,0.80414 ± 0.051,0.79617 ± 0.046,0.77755 ± 0.042,0.79617 ± 0.046,0.76607 ± 0.066,0.47737 ± 0.002,0.48873 ± 0.023,0.47737 ± 0.002,0.78851 ± 0.055
Q3_0.5,0.77724 ± 0.073,0.58843 ± 0.054,0.80326 ± 0.036,0.77830 ± 0.062,0.80326 ± 0.036,0.79131 ± 0.028,0.79966 ± 0.032,0.78024 ± 0.028,0.79758 ± 0.028,0.76832 ± 0.033,0.49540 ± 0.037,0.47737 ± 0.002,0.47737 ± 0.002,0.77692 ± 0.044
Q4_0.5,0.77727 ± 0.080,0.64981 ± 0.079,0.83776 ± 0.057,0.80220 ± 0.062,0.83776 ± 0.057,0.83584 ± 0.054,0.83528 ± 0.055,0.82775 ± 0.051,0.84226 ± 0.044,0.80249 ± 0.073,0.51943 ± 0.085,0.55685 ± 0.079,0.47737 ± 0.002,0.82041 ± 0.042
Q1_Q2_0.75,0.52317 ± 0.039,0.83476 ± 0.054,0.57214 ± 0.044,0.50108 ± 0.036,0.57214 ± 0.044,0.48374 ± 0.014,0.54080 ± 0.035,0.56699 ± 0.036,0.54589 ± 0.041,0.51851 ± 0.045,0.47737 ± 0.002,0.47737 ± 0.002,0.49597 ± 0.017,0.54640 ± 0.049
Q1_Q3_0.75,0.49514 ± 0.025,0.58843 ± 0.042,0.69858 ± 0.069,0.54137 ± 0.054,0.69184 ± 0.083,0.51717 ± 0.022,0.59344 ± 0.092,0.63212 ± 0.094,0.65298 ± 0.088,0.60039 ± 0.104,0.47737 ± 0.002,0.47737 ± 0.002,0.49383 ± 0.021,0.60350 ± 0.056
Q1_Q4_0.75,0.48959 ± 0.016,0.47737 ± 0.002,0.58404 ± 0.030,0.49967 ± 0.020,0.57319 ± 0.040,0.48889 ± 0.014,0.54382 ± 0.022,0.57396 ± 0.033,0.58312 ± 0.038,0.53918 ± 0.017,0.47737 ± 0.002,0.48276 ± 0.010,0.47737 ± 0.002,0.56910 ± 0.036
Q2_Q3_0.75,0.49428 ± 0.012,0.63394 ± 0.037,0.74718 ± 0.063,0.52369 ± 0.014,0.74718 ± 0.063,0.51687 ± 0.053,0.61162 ± 0.065,0.69806 ± 0.074,0.67809 ± 0.046,0.61445 ± 0.081,0.47737 ± 0.002,0.47737 ± 0.002,0.50082 ± 0.023,0.74321 ± 0.045
Q2_Q4_0.75,0.48943 ± 0.015,0.48959 ± 0.016,0.54977 ± 0.036,0.48305 ± 0.011,0.53872 ± 0.042,0.47737 ± 0.002,0.48843 ± 0.022,0.50603 ± 0.030,0.48889 ± 0.014,0.48305 ± 0.011,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.51652 ± 0.037
Q3_Q4_0.75,0.53050 ± 0.082,0.48844 ± 0.012,0.53334 ± 0.034,0.51286 ± 0.031,0.51858 ± 0.025,0.52628 ± 0.042,0.53877 ± 0.056,0.51771 ± 0.023,0.54466 ± 0.042,0.53463 ± 0.049,0.48374 ± 0.014,0.49354 ± 0.032,0.47737 ± 0.002,0.53233 ± 0.035
Q1_0.75,0.63257 ± 0.096,0.85889 ± 0.032,0.79296 ± 0.060,0.66150 ± 0.109,0.79296 ± 0.060,0.74987 ± 0.071,0.76113 ± 0.083,0.72865 ± 0.057,0.76113 ± 0.083,0.71386 ± 0.119,0.47737 ± 0.002,0.48974 ± 0.026,0.47737 ± 0.002,0.76755 ± 0.083
Q2_0.75,0.62379 ± 0.047,0.86408 ± 0.034,0.74231 ± 0.046,0.71263 ± 0.023,0.74231 ± 0.046,0.73258 ± 0.048,0.74965 ± 0.042,0.71682 ± 0.038,0.74543 ± 0.050,0.70553 ± 0.065,0.47737 ± 0.002,0.48276 ± 0.010,0.47737 ± 0.002,0.73904 ± 0.042
Q3_0.75,0.70820 ± 0.048,0.55881 ± 0.047,0.78951 ± 0.067,0.72168 ± 0.071,0.78951 ± 0.067,0.76928 ± 0.056,0.78244 ± 0.047,0.74447 ± 0.078,0.77545 ± 0.057,0.68500 ± 0.062,0.50504 ± 0.035,0.52284 ± 0.054,0.48305 ± 0.011,0.76946 ± 0.066
Q4_0.75,0.54760 ± 0.041,0.47737 ± 0.002,0.53688 ± 0.037,0.50066 ± 0.011,0.53688 ± 0.037,0.53641 ± 0.039,0.54152 ± 0.040,0.55813 ± 0.047,0.54152 ± 0.040,0.50892 ± 0.035,0.47737 ± 0.002,0.48276 ± 0.010,0.47737 ± 0.002,0.53018 ± 0.042
Q1_Q2_1.0,0.48276 ± 0.010,0.84305 ± 0.036,0.55313 ± 0.045,0.47737 ± 0.002,0.52309 ± 0.037,0.53395 ± 0.013,0.49372 ± 0.020,0.52193 ± 0.027,0.51030 ± 0.031,0.50504 ± 0.035,0.47737 ± 0.002,0.48374 ± 0.014,0.48959 ± 0.016,0.48374 ± 0.014
Q1_Q3_1.0,0.49498 ± 0.014,0.52380 ± 0.023,0.67413 ± 0.118,0.54935 ± 0.059,0.57740 ± 0.113,0.52942 ± 0.035,0.50846 ± 0.039,0.56570 ± 0.039,0.56600 ± 0.052,0.56421 ± 0.059,0.47737 ± 0.002,0.47737 ± 0.002,0.49482 ± 0.014,0.62859 ± 0.078
Q1_Q4_1.0,0.47737 ± 0.002,0.47737 ± 0.002,0.48276 ± 0.010,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48374 ± 0.014
Q2_Q3_1.0,0.49543 ± 0.025,0.64147 ± 0.085,0.69285 ± 0.049,0.54851 ± 0.040,0.69285 ± 0.049,0.51304 ± 0.014,0.56563 ± 0.064,0.60451 ± 0.040,0.57510 ± 0.027,0.54900 ± 0.042,0.47737 ± 0.002,0.48321 ± 0.012,0.50081 ± 0.029,0.67191 ± 0.059
Q2_Q4_1.0,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48959 ± 0.016,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48844 ± 0.012,0.47737 ± 0.002
Q3_Q4_1.0,0.48276 ± 0.010,0.51116 ± 0.026,0.47737 ± 0.002,0.48321 ± 0.012,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48276 ± 0.010,0.47737 ± 0.002
Q1_1.0,0.58241 ± 0.082,0.83206 ± 0.028,0.66326 ± 0.091,0.54959 ± 0.031,0.66234 ± 0.094,0.60939 ± 0.080,0.63246 ± 0.068,0.61359 ± 0.053,0.63899 ± 0.086,0.61713 ± 0.060,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.64522 ± 0.070
Q2_1.0,0.55310 ± 0.054,0.83120 ± 0.049,0.73614 ± 0.051,0.57256 ± 0.075,0.73614 ± 0.051,0.71118 ± 0.057,0.73705 ± 0.041,0.65729 ± 0.060,0.71463 ± 0.054,0.66229 ± 0.044,0.48321 ± 0.012,0.48276 ± 0.010,0.47737 ± 0.002,0.73033 ± 0.055
Q3_1.0,0.65544 ± 0.094,0.52751 ± 0.036,0.77357 ± 0.053,0.73274 ± 0.068,0.77357 ± 0.053,0.74026 ± 0.055,0.76496 ± 0.047,0.73907 ± 0.043,0.75193 ± 0.047,0.68976 ± 0.086,0.51877 ± 0.053,0.48889 ± 0.014,0.48305 ± 0.011,0.72883 ± 0.032
Q4_1.0,0.48321 ± 0.012,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002
