,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.68192 ± 0.052,0.86518 ± 0.017,0.68690 ± 0.031,0.65682 ± 0.019,0.68690 ± 0.031,0.68336 ± 0.023,0.68226 ± 0.027,0.69647 ± 0.028,0.68367 ± 0.033,0.70895 ± 0.034,0.47737 ± 0.002,0.47737 ± 0.002,0.85875 ± 0.173,0.68012 ± 0.022
Q1_Q3_0.5,0.76782 ± 0.050,0.74753 ± 0.066,0.79947 ± 0.026,0.77566 ± 0.045,0.79815 ± 0.026,0.75581 ± 0.038,0.80394 ± 0.017,0.79422 ± 0.031,0.78261 ± 0.029,0.75053 ± 0.032,0.47737 ± 0.002,0.47737 ± 0.002,0.92192 ± 0.148,0.79388 ± 0.034
Q1_Q4_0.5,0.59477 ± 0.064,0.60174 ± 0.021,0.65166 ± 0.027,0.62974 ± 0.037,0.65525 ± 0.028,0.63941 ± 0.036,0.64653 ± 0.034,0.65715 ± 0.035,0.64657 ± 0.029,0.65244 ± 0.027,0.47737 ± 0.002,0.47737 ± 0.002,0.64928 ± 0.172,0.65591 ± 0.036
Q2_Q3_0.5,0.77971 ± 0.039,0.76133 ± 0.048,0.81922 ± 0.036,0.78171 ± 0.021,0.81922 ± 0.036,0.77918 ± 0.042,0.81536 ± 0.044,0.79434 ± 0.030,0.80103 ± 0.040,0.76680 ± 0.042,0.47737 ± 0.002,0.47737 ± 0.002,0.76243 ± 0.195,0.82620 ± 0.016
Q2_Q4_0.5,0.73508 ± 0.035,0.72490 ± 0.025,0.76728 ± 0.026,0.75385 ± 0.024,0.76600 ± 0.025,0.75406 ± 0.018,0.74724 ± 0.020,0.76280 ± 0.021,0.75301 ± 0.014,0.72476 ± 0.020,0.47737 ± 0.002,0.47737 ± 0.002,0.73565 ± 0.196,0.75731 ± 0.024
Q3_Q4_0.5,0.73975 ± 0.033,0.55082 ± 0.046,0.72077 ± 0.035,0.68996 ± 0.026,0.72404 ± 0.031,0.72899 ± 0.028,0.69990 ± 0.033,0.71532 ± 0.021,0.70754 ± 0.017,0.69567 ± 0.023,0.47737 ± 0.002,0.47737 ± 0.002,0.66718 ± 0.155,0.72147 ± 0.023
Q1_0.5,0.72711 ± 0.066,0.87977 ± 0.019,0.75201 ± 0.046,0.70897 ± 0.038,0.75201 ± 0.046,0.74526 ± 0.045,0.74150 ± 0.044,0.73905 ± 0.048,0.74539 ± 0.038,0.72736 ± 0.032,0.47737 ± 0.002,0.47737 ± 0.002,0.82349 ± 0.202,0.75580 ± 0.034
Q2_0.5,0.82708 ± 0.008,0.88301 ± 0.014,0.82503 ± 0.037,0.80729 ± 0.059,0.82503 ± 0.037,0.81505 ± 0.043,0.83191 ± 0.045,0.83663 ± 0.026,0.82247 ± 0.044,0.82516 ± 0.041,0.47737 ± 0.002,0.47737 ± 0.002,0.87822 ± 0.155,0.82878 ± 0.038
Q3_0.5,0.83083 ± 0.035,0.70514 ± 0.051,0.83891 ± 0.031,0.80762 ± 0.044,0.83891 ± 0.031,0.84468 ± 0.024,0.83931 ± 0.028,0.81285 ± 0.049,0.83969 ± 0.026,0.79971 ± 0.032,0.47737 ± 0.002,0.47737 ± 0.002,0.66650 ± 0.167,0.82786 ± 0.040
Q4_0.5,0.77928 ± 0.028,0.65493 ± 0.061,0.78787 ± 0.036,0.78544 ± 0.050,0.78654 ± 0.037,0.78654 ± 0.037,0.78659 ± 0.034,0.78228 ± 0.036,0.78424 ± 0.035,0.77704 ± 0.043,0.47737 ± 0.002,0.47737 ± 0.002,0.72742 ± 0.223,0.78748 ± 0.037
Q1_Q2_0.75,0.63160 ± 0.071,0.88613 ± 0.006,0.49971 ± 0.022,0.52231 ± 0.033,0.50068 ± 0.024,0.51220 ± 0.034,0.51727 ± 0.024,0.50664 ± 0.034,0.52284 ± 0.017,0.51177 ± 0.035,0.47737 ± 0.002,0.47737 ± 0.002,0.84118 ± 0.156,0.51237 ± 0.030
Q1_Q3_0.75,0.61256 ± 0.095,0.72509 ± 0.039,0.69822 ± 0.055,0.61335 ± 0.047,0.69822 ± 0.055,0.63973 ± 0.069,0.68006 ± 0.044,0.68572 ± 0.060,0.69242 ± 0.054,0.66618 ± 0.070,0.47737 ± 0.002,0.47737 ± 0.002,0.99226 ± 0.010,0.66758 ± 0.037
Q1_Q4_0.75,0.50165 ± 0.014,0.47737 ± 0.002,0.51637 ± 0.022,0.52793 ± 0.027,0.51637 ± 0.022,0.47737 ± 0.002,0.52226 ± 0.022,0.52204 ± 0.026,0.51637 ± 0.022,0.51667 ± 0.022,0.47737 ± 0.002,0.47737 ± 0.002,0.83340 ± 0.197,0.52227 ± 0.022
Q2_Q3_0.75,0.65647 ± 0.052,0.82034 ± 0.015,0.78629 ± 0.043,0.73747 ± 0.042,0.78629 ± 0.043,0.63574 ± 0.070,0.74823 ± 0.031,0.78028 ± 0.032,0.79111 ± 0.043,0.75847 ± 0.071,0.47737 ± 0.002,0.47737 ± 0.002,0.99370 ± 0.008,0.78641 ± 0.048
Q2_Q4_0.75,0.53204 ± 0.050,0.52281 ± 0.029,0.57627 ± 0.021,0.49509 ± 0.025,0.55164 ± 0.043,0.52078 ± 0.048,0.53381 ± 0.029,0.56892 ± 0.011,0.54223 ± 0.031,0.52330 ± 0.045,0.47737 ± 0.002,0.47737 ± 0.002,0.80634 ± 0.200,0.55637 ± 0.035
Q3_Q4_0.75,0.64466 ± 0.069,0.48276 ± 0.010,0.58538 ± 0.036,0.56746 ± 0.041,0.57634 ± 0.055,0.58569 ± 0.053,0.53846 ± 0.049,0.56522 ± 0.028,0.57268 ± 0.043,0.57457 ± 0.037,0.47737 ± 0.002,0.47737 ± 0.002,0.59562 ± 0.054,0.58203 ± 0.042
Q1_0.75,0.73994 ± 0.044,0.86872 ± 0.022,0.78781 ± 0.036,0.73352 ± 0.064,0.78781 ± 0.036,0.77619 ± 0.031,0.77814 ± 0.035,0.76544 ± 0.039,0.77910 ± 0.038,0.74934 ± 0.056,0.47737 ± 0.002,0.47737 ± 0.002,0.91019 ± 0.159,0.77679 ± 0.040
Q2_0.75,0.75510 ± 0.028,0.88437 ± 0.018,0.80993 ± 0.034,0.75957 ± 0.034,0.80525 ± 0.038,0.80057 ± 0.034,0.79578 ± 0.031,0.81271 ± 0.025,0.80299 ± 0.026,0.79590 ± 0.050,0.47737 ± 0.002,0.47737 ± 0.002,0.93887 ± 0.110,0.80260 ± 0.036
Q3_0.75,0.78772 ± 0.056,0.65204 ± 0.074,0.84233 ± 0.030,0.81471 ± 0.028,0.84233 ± 0.030,0.84512 ± 0.030,0.85314 ± 0.031,0.82680 ± 0.036,0.84602 ± 0.021,0.75155 ± 0.045,0.47737 ± 0.002,0.47737 ± 0.002,0.76926 ± 0.178,0.83837 ± 0.018
Q4_0.75,0.59840 ± 0.053,0.47737 ± 0.002,0.57712 ± 0.031,0.56605 ± 0.051,0.57712 ± 0.031,0.57321 ± 0.035,0.57694 ± 0.039,0.57205 ± 0.046,0.57616 ± 0.039,0.51335 ± 0.044,0.47737 ± 0.002,0.47737 ± 0.002,0.68857 ± 0.165,0.56739 ± 0.043
Q1_Q2_1.0,0.54748 ± 0.049,0.90380 ± 0.020,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.92387 ± 0.148,0.47737 ± 0.002
Q1_Q3_1.0,0.56147 ± 0.037,0.69448 ± 0.064,0.62779 ± 0.036,0.58120 ± 0.040,0.59883 ± 0.060,0.54522 ± 0.044,0.56646 ± 0.035,0.60388 ± 0.021,0.61615 ± 0.041,0.60174 ± 0.036,0.47737 ± 0.002,0.47737 ± 0.002,0.88632 ± 0.138,0.57650 ± 0.055
Q1_Q4_1.0,0.48374 ± 0.014,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.74970 ± 0.202,0.47737 ± 0.002
Q2_Q3_1.0,0.66591 ± 0.061,0.78366 ± 0.042,0.75316 ± 0.050,0.67569 ± 0.020,0.75316 ± 0.050,0.61100 ± 0.048,0.72308 ± 0.041,0.75116 ± 0.045,0.73692 ± 0.015,0.69873 ± 0.025,0.47737 ± 0.002,0.47737 ± 0.002,0.99196 ± 0.007,0.72538 ± 0.028
Q2_Q4_1.0,0.47737 ± 0.002,0.47737 ± 0.002,0.49342 ± 0.020,0.47722 ± 0.002,0.48321 ± 0.012,0.48374 ± 0.014,0.48321 ± 0.012,0.50368 ± 0.032,0.47737 ± 0.002,0.48321 ± 0.012,0.47737 ± 0.002,0.47737 ± 0.002,0.81910 ± 0.207,0.47708 ± 0.002
Q3_Q4_1.0,0.50630 ± 0.043,0.63482 ± 0.032,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.68017 ± 0.146,0.47737 ± 0.002
Q1_1.0,0.63437 ± 0.095,0.87123 ± 0.016,0.64437 ± 0.026,0.61959 ± 0.045,0.64373 ± 0.032,0.63899 ± 0.028,0.63763 ± 0.036,0.62820 ± 0.023,0.62230 ± 0.026,0.62728 ± 0.049,0.47737 ± 0.002,0.47737 ± 0.002,0.82897 ± 0.196,0.63908 ± 0.041
Q2_1.0,0.72972 ± 0.035,0.88777 ± 0.015,0.77093 ± 0.027,0.71172 ± 0.067,0.77276 ± 0.029,0.74647 ± 0.051,0.76521 ± 0.030,0.77117 ± 0.029,0.77168 ± 0.042,0.77075 ± 0.043,0.47737 ± 0.002,0.47737 ± 0.002,0.92566 ± 0.140,0.78919 ± 0.031
Q3_1.0,0.76369 ± 0.031,0.63643 ± 0.074,0.82194 ± 0.047,0.81057 ± 0.041,0.82334 ± 0.046,0.80716 ± 0.042,0.81530 ± 0.028,0.79338 ± 0.045,0.81669 ± 0.048,0.76385 ± 0.047,0.47737 ± 0.002,0.47737 ± 0.002,0.74437 ± 0.199,0.79757 ± 0.039
Q4_1.0,0.54674 ± 0.026,0.47737 ± 0.002,0.51343 ± 0.043,0.48929 ± 0.015,0.50879 ± 0.037,0.50067 ± 0.029,0.49340 ± 0.032,0.50392 ± 0.033,0.50392 ± 0.033,0.48860 ± 0.013,0.47737 ± 0.002,0.47737 ± 0.002,0.57056 ± 0.035,0.48291 ± 0.011
