,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q2_Q3_0.5,0.32200 ± 0.005,0.52120 ± 0.001,0.14430 ± 0.001,0.26228 ± 0.004,0.14433 ± 0.001,0.17692 ± 0.005,0.17127 ± 0.003,0.17900 ± 0.002,0.15443 ± 0.001,0.24504 ± 0.014,0.15143 ± 0.002,0.14951 ± 0.001,0.27609 ± 0.004,0.17588 ± 0.002
Q2_Q4_0.5,0.40868 ± 0.003,0.67759 ± 0.002,0.31041 ± 0.002,0.37117 ± 0.004,0.31062 ± 0.002,0.34329 ± 0.007,0.32704 ± 0.004,0.32081 ± 0.002,0.31795 ± 0.003,0.37903 ± 0.010,0.30295 ± 0.003,0.31974 ± 0.005,0.39263 ± 0.002,0.32643 ± 0.002
Q3_Q4_0.5,0.40963 ± 0.004,0.76492 ± 0.001,0.36556 ± 0.002,0.41086 ± 0.002,0.36585 ± 0.002,0.41202 ± 0.013,0.37741 ± 0.003,0.37273 ± 0.000,0.37131 ± 0.001,0.44609 ± 0.011,0.35072 ± 0.004,0.37782 ± 0.002,0.41421 ± 0.003,0.37896 ± 0.002
Q1_0.5,0.47800 ± 0.009,0.14310 ± 0.001,0.43656 ± 0.003,0.47946 ± 0.005,0.43675 ± 0.003,0.44918 ± 0.002,0.44058 ± 0.003,0.44575 ± 0.004,0.43945 ± 0.003,0.44648 ± 0.019,0.46011 ± 0.004,0.44078 ± 0.004,0.38663 ± 0.006,0.44695 ± 0.005
Q2_0.5,0.32621 ± 0.006,0.38223 ± 0.001,0.15957 ± 0.003,0.26757 ± 0.001,0.15960 ± 0.003,0.17196 ± 0.002,0.16495 ± 0.003,0.18938 ± 0.005,0.16392 ± 0.003,0.22851 ± 0.017,0.18464 ± 0.006,0.16816 ± 0.005,0.24587 ± 0.003,0.18808 ± 0.003
Q3_0.5,0.32869 ± 0.004,0.63083 ± 0.002,0.16195 ± 0.001,0.26740 ± 0.003,0.16199 ± 0.001,0.17555 ± 0.003,0.16730 ± 0.002,0.19470 ± 0.003,0.16673 ± 0.001,0.29577 ± 0.015,0.14772 ± 0.003,0.17173 ± 0.007,0.30900 ± 0.013,0.19257 ± 0.005
Q4_0.5,0.47813 ± 0.009,0.87799 ± 0.001,0.43561 ± 0.002,0.47488 ± 0.003,0.43574 ± 0.002,0.44682 ± 0.002,0.44021 ± 0.003,0.44572 ± 0.003,0.43925 ± 0.002,0.52812 ± 0.017,0.42346 ± 0.005,0.44321 ± 0.007,0.50781 ± 0.003,0.44478 ± 0.003
Q1_Q2_0.75,0.40832 ± 0.002,0.28862 ± 0.001,0.42671 ± 0.001,0.46041 ± 0.003,0.42740 ± 0.001,0.48065 ± 0.004,0.43822 ± 0.004,0.43209 ± 0.002,0.43084 ± 0.001,0.41684 ± 0.022,0.44292 ± 0.004,0.42835 ± 0.005,0.32018 ± 0.004,0.43752 ± 0.002
Q1_Q3_0.75,0.40644 ± 0.002,0.45672 ± 0.002,0.32939 ± 0.002,0.38817 ± 0.002,0.33004 ± 0.001,0.44600 ± 0.003,0.35252 ± 0.003,0.34195 ± 0.002,0.34084 ± 0.002,0.34737 ± 0.010,0.34502 ± 0.003,0.33188 ± 0.003,0.35056 ± 0.003,0.34548 ± 0.003
Q1_Q4_0.75,0.48031 ± 0.003,0.62894 ± 0.004,0.38303 ± 0.001,0.41397 ± 0.003,0.38667 ± 0.002,0.43282 ± 0.004,0.39481 ± 0.001,0.38863 ± 0.001,0.38789 ± 0.000,0.39938 ± 0.004,0.38652 ± 0.001,0.38590 ± 0.000,0.44965 ± 0.001,0.39591 ± 0.002
Q2_Q3_0.75,0.32151 ± 0.003,0.51919 ± 0.001,0.14448 ± 0.001,0.28420 ± 0.003,0.14450 ± 0.001,0.38340 ± 0.007,0.20388 ± 0.004,0.18947 ± 0.001,0.16978 ± 0.003,0.24111 ± 0.013,0.15765 ± 0.002,0.15197 ± 0.002,0.27702 ± 0.003,0.17680 ± 0.002
Q2_Q4_0.75,0.41190 ± 0.004,0.67701 ± 0.002,0.32959 ± 0.001,0.38173 ± 0.004,0.34132 ± 0.018,0.45836 ± 0.005,0.35711 ± 0.002,0.34233 ± 0.002,0.34225 ± 0.002,0.38927 ± 0.009,0.31986 ± 0.004,0.33906 ± 0.005,0.39645 ± 0.001,0.34367 ± 0.002
Q3_Q4_0.75,0.40797 ± 0.006,0.76355 ± 0.001,0.42555 ± 0.002,0.46347 ± 0.003,0.46491 ± 0.006,0.51969 ± 0.009,0.44428 ± 0.002,0.43288 ± 0.003,0.43187 ± 0.001,0.48863 ± 0.012,0.42087 ± 0.002,0.44038 ± 0.004,0.40666 ± 0.003,0.43838 ± 0.003
Q1_0.75,0.47659 ± 0.006,0.14309 ± 0.001,0.46887 ± 0.003,0.50095 ± 0.002,0.46943 ± 0.002,0.48207 ± 0.002,0.47375 ± 0.003,0.47843 ± 0.004,0.47204 ± 0.003,0.46886 ± 0.021,0.49118 ± 0.004,0.47235 ± 0.006,0.38229 ± 0.005,0.48001 ± 0.004
Q2_0.75,0.32245 ± 0.003,0.38080 ± 0.001,0.17130 ± 0.004,0.27745 ± 0.005,0.17132 ± 0.004,0.18716 ± 0.003,0.18220 ± 0.005,0.20267 ± 0.006,0.17661 ± 0.004,0.23140 ± 0.020,0.20439 ± 0.009,0.17800 ± 0.007,0.24432 ± 0.001,0.19970 ± 0.002
Q3_0.75,0.32022 ± 0.003,0.63070 ± 0.001,0.17224 ± 0.002,0.27785 ± 0.001,0.17227 ± 0.002,0.19010 ± 0.003,0.18372 ± 0.003,0.20284 ± 0.003,0.17840 ± 0.002,0.29857 ± 0.017,0.15141 ± 0.004,0.18423 ± 0.002,0.30927 ± 0.007,0.19919 ± 0.005
Q4_0.75,0.47568 ± 0.005,0.87637 ± 0.001,0.46582 ± 0.001,0.49411 ± 0.005,0.46624 ± 0.002,0.47932 ± 0.002,0.47204 ± 0.002,0.47328 ± 0.002,0.46921 ± 0.002,0.53347 ± 0.006,0.45185 ± 0.006,0.47341 ± 0.004,0.50280 ± 0.004,0.47600 ± 0.002
Q1_Q2_1.0,0.40513 ± 0.002,0.28927 ± 0.000,0.52096 ± 0.001,0.53216 ± 0.002,0.52438 ± 0.002,0.52398 ± 0.002,0.52422 ± 0.003,0.52345 ± 0.002,0.52300 ± 0.003,0.48901 ± 0.004,0.52564 ± 0.005,0.51998 ± 0.005,0.32220 ± 0.002,0.53251 ± 0.002
Q1_Q3_1.0,0.40875 ± 0.007,0.45635 ± 0.002,0.36124 ± 0.001,0.40090 ± 0.004,0.38328 ± 0.013,0.46467 ± 0.005,0.39050 ± 0.005,0.37189 ± 0.001,0.37668 ± 0.001,0.35266 ± 0.012,0.37716 ± 0.002,0.36473 ± 0.005,0.34916 ± 0.003,0.37504 ± 0.002
Q1_Q4_1.0,0.48142 ± 0.003,0.62994 ± 0.003,0.38292 ± 0.001,0.39612 ± 0.002,0.39331 ± 0.003,0.40932 ± 0.003,0.39247 ± 0.002,0.38529 ± 0.001,0.38736 ± 0.001,0.39260 ± 0.001,0.38449 ± 0.001,0.38442 ± 0.001,0.44933 ± 0.002,0.39541 ± 0.001
Q2_Q3_1.0,0.32271 ± 0.003,0.51983 ± 0.001,0.14508 ± 0.001,0.30695 ± 0.001,0.14510 ± 0.001,0.42077 ± 0.011,0.25052 ± 0.007,0.20172 ± 0.001,0.20284 ± 0.002,0.25953 ± 0.011,0.16135 ± 0.002,0.15630 ± 0.002,0.27398 ± 0.003,0.17608 ± 0.000
Q2_Q4_1.0,0.40943 ± 0.004,0.67638 ± 0.002,0.36099 ± 0.001,0.40314 ± 0.002,0.39559 ± 0.005,0.45476 ± 0.008,0.39401 ± 0.003,0.37213 ± 0.002,0.37813 ± 0.002,0.42696 ± 0.012,0.35295 ± 0.003,0.36768 ± 0.004,0.38994 ± 0.003,0.37423 ± 0.001
Q3_Q4_1.0,0.40788 ± 0.002,0.76456 ± 0.001,0.52094 ± 0.001,0.53171 ± 0.001,0.52970 ± 0.003,0.53742 ± 0.002,0.52830 ± 0.004,0.52404 ± 0.001,0.52485 ± 0.001,0.55535 ± 0.009,0.51388 ± 0.005,0.52249 ± 0.002,0.40069 ± 0.004,0.53046 ± 0.001
Q1_1.0,0.47704 ± 0.003,0.14332 ± 0.001,0.50586 ± 0.002,0.53021 ± 0.003,0.50616 ± 0.002,0.51653 ± 0.002,0.51146 ± 0.002,0.50967 ± 0.002,0.50943 ± 0.002,0.49920 ± 0.021,0.52176 ± 0.003,0.50584 ± 0.002,0.38521 ± 0.004,0.51593 ± 0.004
Q2_1.0,0.32157 ± 0.009,0.38211 ± 0.001,0.18182 ± 0.003,0.28990 ± 0.005,0.18184 ± 0.003,0.20796 ± 0.004,0.20207 ± 0.005,0.21518 ± 0.004,0.18835 ± 0.003,0.24506 ± 0.017,0.21722 ± 0.009,0.19009 ± 0.006,0.24514 ± 0.001,0.20702 ± 0.004
Q3_1.0,0.32360 ± 0.005,0.62941 ± 0.001,0.18220 ± 0.002,0.28566 ± 0.002,0.18224 ± 0.002,0.22413 ± 0.034,0.20314 ± 0.004,0.21350 ± 0.001,0.19040 ± 0.002,0.29599 ± 0.016,0.16384 ± 0.006,0.20208 ± 0.006,0.30627 ± 0.006,0.20732 ± 0.002
Q4_1.0,0.47808 ± 0.003,0.87886 ± 0.001,0.50636 ± 0.001,0.52508 ± 0.003,0.50761 ± 0.001,0.52147 ± 0.001,0.51325 ± 0.001,0.50777 ± 0.001,0.50980 ± 0.001,0.55036 ± 0.008,0.49184 ± 0.007,0.50967 ± 0.004,0.49832 ± 0.002,0.51593 ± 0.002
