,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.54630 ± 0.041,0.76180 ± 0.030,0.59061 ± 0.022,0.55564 ± 0.035,0.59061 ± 0.022,0.55659 ± 0.023,0.59061 ± 0.022,0.55162 ± 0.018,0.58042 ± 0.026,0.56048 ± 0.038,0.47737 ± 0.002,0.47737 ± 0.002,0.49977 ± 0.013,0.57129 ± 0.020
Q1_Q3_0.5,0.60876 ± 0.035,0.58994 ± 0.082,0.65351 ± 0.018,0.58499 ± 0.042,0.65351 ± 0.018,0.63932 ± 0.045,0.63651 ± 0.031,0.62258 ± 0.039,0.64024 ± 0.027,0.60949 ± 0.027,0.47737 ± 0.002,0.47737 ± 0.002,0.49930 ± 0.013,0.63642 ± 0.052
Q1_Q4_0.5,0.48262 ± 0.010,0.49980 ± 0.019,0.50704 ± 0.004,0.50051 ± 0.021,0.50066 ± 0.011,0.48859 ± 0.013,0.48346 ± 0.014,0.50688 ± 0.019,0.50135 ± 0.013,0.49494 ± 0.015,0.47737 ± 0.002,0.47737 ± 0.002,0.49243 ± 0.020,0.49398 ± 0.012
Q2_Q3_0.5,0.66057 ± 0.070,0.65503 ± 0.064,0.66550 ± 0.043,0.64357 ± 0.031,0.66550 ± 0.043,0.64923 ± 0.036,0.66183 ± 0.043,0.66672 ± 0.024,0.66059 ± 0.050,0.62868 ± 0.063,0.47737 ± 0.002,0.47737 ± 0.002,0.49970 ± 0.009,0.68322 ± 0.035
Q2_Q4_0.5,0.55492 ± 0.038,0.55529 ± 0.048,0.59061 ± 0.022,0.56114 ± 0.015,0.59061 ± 0.022,0.57480 ± 0.036,0.57686 ± 0.030,0.59983 ± 0.021,0.57582 ± 0.026,0.56675 ± 0.026,0.47737 ± 0.002,0.47737 ± 0.002,0.50719 ± 0.014,0.61078 ± 0.022
Q3_Q4_0.5,0.58877 ± 0.052,0.48959 ± 0.016,0.58012 ± 0.019,0.56715 ± 0.047,0.58012 ± 0.019,0.58027 ± 0.042,0.58043 ± 0.016,0.57513 ± 0.027,0.58014 ± 0.010,0.55110 ± 0.041,0.47737 ± 0.002,0.47737 ± 0.002,0.49352 ± 0.013,0.57006 ± 0.010
Q1_0.5,0.56061 ± 0.046,0.72139 ± 0.051,0.57295 ± 0.043,0.54322 ± 0.029,0.57295 ± 0.043,0.56790 ± 0.038,0.57157 ± 0.052,0.55402 ± 0.038,0.57773 ± 0.049,0.55863 ± 0.032,0.47737 ± 0.002,0.47737 ± 0.002,0.50427 ± 0.012,0.55794 ± 0.031
Q2_0.5,0.63970 ± 0.044,0.78148 ± 0.039,0.68179 ± 0.032,0.64084 ± 0.060,0.68179 ± 0.032,0.67432 ± 0.025,0.67432 ± 0.025,0.67789 ± 0.031,0.68189 ± 0.023,0.64142 ± 0.046,0.47737 ± 0.002,0.47737 ± 0.002,0.49585 ± 0.015,0.67422 ± 0.017
Q3_0.5,0.70106 ± 0.055,0.58566 ± 0.038,0.67835 ± 0.027,0.67219 ± 0.052,0.67835 ± 0.027,0.67854 ± 0.030,0.67062 ± 0.026,0.67129 ± 0.027,0.67826 ± 0.035,0.66641 ± 0.037,0.47737 ± 0.002,0.47737 ± 0.002,0.50828 ± 0.014,0.67073 ± 0.022
Q4_0.5,0.61918 ± 0.048,0.53807 ± 0.038,0.66431 ± 0.039,0.65226 ± 0.043,0.66431 ± 0.039,0.66289 ± 0.046,0.65448 ± 0.048,0.66717 ± 0.043,0.65448 ± 0.048,0.63394 ± 0.033,0.47737 ± 0.002,0.47737 ± 0.002,0.49510 ± 0.007,0.64300 ± 0.041
Q1_Q2_0.75,0.50164 ± 0.037,0.78847 ± 0.031,0.47737 ± 0.002,0.48305 ± 0.011,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47722 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.51233 ± 0.012,0.47737 ± 0.002
Q1_Q3_0.75,0.50621 ± 0.026,0.56654 ± 0.053,0.50621 ± 0.026,0.50288 ± 0.032,0.50621 ± 0.026,0.55116 ± 0.055,0.51017 ± 0.038,0.50621 ± 0.026,0.51525 ± 0.051,0.51004 ± 0.030,0.47737 ± 0.002,0.47737 ± 0.002,0.49897 ± 0.013,0.51258 ± 0.023
Q1_Q4_0.75,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47750 ± 0.009,0.47737 ± 0.002
Q2_Q3_0.75,0.54628 ± 0.035,0.66211 ± 0.033,0.63980 ± 0.036,0.56413 ± 0.034,0.63980 ± 0.036,0.52760 ± 0.043,0.58575 ± 0.025,0.63973 ± 0.061,0.62795 ± 0.033,0.62247 ± 0.056,0.47737 ± 0.002,0.47737 ± 0.002,0.50627 ± 0.010,0.66487 ± 0.053
Q2_Q4_0.75,0.50127 ± 0.024,0.48321 ± 0.012,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48305 ± 0.011,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.52476 ± 0.019,0.48305 ± 0.011
Q3_Q4_0.75,0.50616 ± 0.026,0.47737 ± 0.002,0.48305 ± 0.011,0.48843 ± 0.022,0.48843 ± 0.022,0.50531 ± 0.029,0.47737 ± 0.002,0.48374 ± 0.014,0.47737 ± 0.002,0.48844 ± 0.012,0.47737 ± 0.002,0.47737 ± 0.002,0.50158 ± 0.018,0.48276 ± 0.010
Q1_0.75,0.53730 ± 0.048,0.72559 ± 0.049,0.55418 ± 0.032,0.55885 ± 0.036,0.55418 ± 0.032,0.55955 ± 0.032,0.56849 ± 0.033,0.55421 ± 0.027,0.55421 ± 0.027,0.54711 ± 0.049,0.47737 ± 0.002,0.47737 ± 0.002,0.50756 ± 0.017,0.56940 ± 0.033
Q2_0.75,0.58055 ± 0.038,0.81444 ± 0.032,0.61911 ± 0.025,0.60927 ± 0.015,0.61457 ± 0.017,0.59989 ± 0.028,0.61770 ± 0.022,0.60866 ± 0.030,0.60517 ± 0.015,0.62228 ± 0.032,0.47737 ± 0.002,0.47737 ± 0.002,0.50411 ± 0.011,0.61911 ± 0.025
Q3_0.75,0.68032 ± 0.045,0.54512 ± 0.039,0.68075 ± 0.049,0.65757 ± 0.047,0.68075 ± 0.049,0.66974 ± 0.038,0.68105 ± 0.048,0.67267 ± 0.042,0.67241 ± 0.044,0.62637 ± 0.038,0.47737 ± 0.002,0.47737 ± 0.002,0.51457 ± 0.020,0.65469 ± 0.065
Q4_0.75,0.48943 ± 0.015,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48321 ± 0.012,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.50692 ± 0.005,0.47737 ± 0.002
Q1_Q2_1.0,0.48374 ± 0.014,0.82640 ± 0.025,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.51864 ± 0.014,0.47737 ± 0.002
Q1_Q3_1.0,0.48360 ± 0.014,0.55945 ± 0.038,0.51857 ± 0.016,0.49543 ± 0.025,0.49482 ± 0.014,0.49984 ± 0.034,0.48276 ± 0.010,0.49527 ± 0.015,0.50020 ± 0.020,0.50431 ± 0.026,0.47737 ± 0.002,0.47737 ± 0.002,0.48665 ± 0.010,0.49543 ± 0.025
Q1_Q4_1.0,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.50003 ± 0.016,0.47737 ± 0.002
Q2_Q3_1.0,0.55965 ± 0.038,0.65794 ± 0.067,0.59846 ± 0.037,0.56228 ± 0.047,0.59846 ± 0.037,0.51475 ± 0.037,0.55250 ± 0.026,0.55909 ± 0.021,0.57552 ± 0.013,0.59123 ± 0.029,0.47737 ± 0.002,0.47737 ± 0.002,0.50824 ± 0.011,0.59886 ± 0.047
Q2_Q4_1.0,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.51161 ± 0.026,0.47737 ± 0.002
Q3_Q4_1.0,0.48276 ± 0.010,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48233 ± 0.010,0.47737 ± 0.002
Q1_1.0,0.52036 ± 0.033,0.73823 ± 0.059,0.51857 ± 0.016,0.50127 ± 0.024,0.51857 ± 0.016,0.51757 ± 0.023,0.51304 ± 0.014,0.51318 ± 0.023,0.51857 ± 0.016,0.51218 ± 0.029,0.47737 ± 0.002,0.47737 ± 0.002,0.50119 ± 0.014,0.50666 ± 0.020
Q2_1.0,0.58723 ± 0.035,0.81317 ± 0.036,0.61911 ± 0.025,0.56577 ± 0.033,0.61911 ± 0.025,0.61078 ± 0.022,0.61855 ± 0.019,0.61527 ± 0.023,0.61954 ± 0.028,0.60985 ± 0.021,0.47737 ± 0.002,0.47737 ± 0.002,0.50568 ± 0.020,0.62005 ± 0.026
Q3_1.0,0.62732 ± 0.040,0.51757 ± 0.023,0.66925 ± 0.041,0.68559 ± 0.042,0.66925 ± 0.041,0.64494 ± 0.043,0.66255 ± 0.033,0.64834 ± 0.050,0.66423 ± 0.053,0.64703 ± 0.056,0.47737 ± 0.002,0.47737 ± 0.002,0.49108 ± 0.024,0.63687 ± 0.020
Q4_1.0,0.48959 ± 0.016,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.50142 ± 0.007,0.47737 ± 0.002
